NCU01800.7	20.0
NCU01821.7	10.0
NCU01831.7	16.0
NCU01845.7	0.0
NCU01861.7	12.0
NCU01878.7	6.0
NCU01905.7	20.0
NCU01906.7	8.0
NCU01919.7	14.0
NCU01948.7	10.0
NCU01966.7	10.0
NCU01972.7	6.0
NCU01975.7	8.0
NCU01991.7	20.0
NCU02020.7	0.0
NCU02028.7	22.0
NCU02074.7	8.0
NCU02075.7	0.0
NCU02084.7	20.0
NCU02096.7	12.0
NCU02097.7	14.0
NCU02098.7	6.0
NCU02109.7	12.0
NCU02117.7	4.0
NCU02126.7	10.0
NCU02139.7	18.0
NCU02181.7	8.0
NCU02193.7	6.0
NCU02207.7	18.0
NCU02209.7	2.0
NCU02227.7	12.0
NCU02236.7	4.0
NCU02252.7	14.0
NCU02257.7	16.0
NCU02269.7	22.0
NCU02287.7	14.0
NCU02302.7	0.0
NCU02322.7	14.0
NCU02333.7	10.0
NCU02357.7	4.0
NCU02358.7	16.0
NCU02360.7	16.0
NCU02381.7	0.0
NCU02400.7	8.0
NCU02419.7	10.0
NCU02430.7	18.0
NCU02450.7	18.0
NCU02464.7	14.0
NCU02468.7	22.0
NCU02472.7	14.0
NCU02494.7	8.0
NCU02499.7	14.0
NCU02519.7	0.0
NCU02526.7	4.0
NCU02531.7	18.0
NCU02555.7	0.0
NCU02583.7	14.0
NCU02585.7	20.0
NCU02587.7	12.0
NCU02597.7	12.0
NCU02605.7	22.0
NCU02610.7	10.0
NCU02651.7	8.0
NCU02690.7	6.0
NCU02701.7	14.0
NCU02707.7	6.0
NCU02716.7	16.0
NCU02720.7	12.0
NCU02726.7	6.0
NCU02746.7	18.0
NCU02750.7	8.0
NCU02754.7	8.0
NCU02757.7	22.0
NCU02772.7	10.0
NCU02778.7	18.0
NCU02797.7	14.0
NCU02802.7	22.0
NCU02808.7	2.0
NCU02819.7	10.0
NCU02829.7	6.0
NCU02887.7	0.0
NCU02890.7	0.0
NCU02894.7	16.0
NCU02904.7	10.0
NCU02906.7	8.0
NCU02954.7	22.0
NCU02955.7	20.0
NCU02977.7	6.0
NCU03023.7	14.0
NCU03030.7	4.0
NCU03051.7	14.0
NCU03058.7	0.0
NCU03064.7	10.0
NCU03071.7	12.0
NCU03080.7	12.0
NCU03092.7	2.0
NCU03100.7	22.0
NCU03135.7	0.0
NCU03136.7	2.0
NCU03139.7	10.0
NCU03150.7	12.0
NCU03151.7	18.0
NCU03155.7	2.0
NCU03178.7	14.0
NCU03188.7	6.0
NCU03200.7	14.0
NCU03213.7	8.0
NCU03216.7	10.0
NCU03219.7	16.0
NCU03253.7	20.0
NCU03254.7	16.0
NCU03282.7	6.0
NCU03302.7	2.0
NCU03311.7	16.0
NCU03313.7	18.0
NCU03334.7	12.0
NCU03343.7	22.0
NCU03357.7	0.0
NCU03358.7	14.0
NCU03385.7	0.0
NCU03394.7	20.0
NCU03486.7	6.0
NCU03488.7	4.0
NCU03491.7	18.0
NCU03561.7	22.0
NCU03565.7	10.0
NCU03616.7	2.0
NCU03648.7	14.0
NCU03658.7	14.0
NCU03682.7	6.0
NCU03702.7	8.0
NCU03703.7	22.0
NCU03738.7	0.0
NCU03739.7	22.0
NCU03748.7	12.0
NCU03755.7	8.0
NCU03756.7	12.0
NCU03763.7	0.0
NCU03777.7	22.0
NCU03778.7	0.0
NCU03779.7	14.0
NCU03796.7	6.0
NCU03802.7	0.0
NCU03813.7	14.0
NCU03846.7	0.0
NCU03860.7	20.0
NCU03870.7	16.0
NCU03886.7	20.0
NCU03890.7	20.0
NCU03908.7	8.0
NCU03926.7	8.0
NCU03949.7	12.0
NCU03954.7	2.0
NCU03967.7	10.0
NCU03973.7	6.0
NCU03975.7	4.0
NCU03979.7	2.0
NCU03992.7	14.0
NCU04022.7	4.0
NCU04047.7	14.0
NCU04059.7	10.0
NCU04068.7	12.0
NCU04071.7	12.0
NCU04086.7	16.0
NCU04097.7	14.0
NCU04105.7	4.0
NCU04110.7	10.0
NCU04138.7	18.0
NCU04144.7	6.0
NCU04156.7	6.0
NCU04166.7	10.0
NCU04171.7	22.0
NCU04185.7	0.0
NCU04189.7	2.0
NCU04197.7	8.0
NCU04213.7	8.0
NCU04227.7	16.0
NCU04238.7	8.0
NCU04247.7	14.0
NCU04264.7	22.0
NCU04266.7	8.0
NCU04268.7	22.0
NCU04287.7	2.0
NCU04289.7	6.0
NCU04303.7	6.0
NCU04314.7	8.0
NCU04331.7	6.0
NCU04368.7	12.0
NCU04370.7	12.0
NCU04383.7	22.0
NCU04385.7	0.0
NCU04407.7	20.0
NCU04412.7	10.0
NCU04414.7	18.0
NCU04443.7	4.0
NCU04452.7	16.0
NCU04472.7	2.0
NCU04493.7	12.0
NCU04502.7	20.0
NCU04510.7	12.0
NCU04552.7	10.0
NCU04578.7	12.0
NCU04583.7	6.0
NCU04584.7	20.0
NCU04596.7	10.0
NCU04603.7	6.0
NCU04605.7	14.0
NCU04635.7	10.0
NCU04636.7	4.0
NCU04639.7	6.0
NCU04645.7	8.0
NCU04667.7	12.0
NCU04732.7	6.0
NCU04755.7	4.0
NCU04779.7	12.0
NCU04786.7	2.0
NCU04799.7	2.0
NCU04803.7	18.0
NCU04806.7	2.0
NCU04832.7	0.0
NCU04907.7	4.0
NCU04923.7	22.0
NCU04930.7	20.0
NCU04931.7	8.0
NCU04932.7	10.0
NCU04940.7	0.0
NCU04963.7	8.0
NCU05007.7	16.0
NCU05069.7	18.0
NCU05075.7	2.0
NCU05076.7	14.0
NCU05077.7	8.0
NCU05079.7	22.0
NCU05084.7	20.0
NCU05119.7	20.0
NCU05134.7	0.0
NCU05135.7	4.0
NCU05153.7	2.0
NCU05160.7	0.0
NCU05185.7	14.0
NCU05194.7	8.0
NCU05221.7	8.0
NCU05226.7	2.0
NCU05236.7	0.0
NCU05259.7	0.0
NCU05278.7	4.0
NCU05288.7	2.0
NCU05290.7	8.0
NCU05303.7	2.0
NCU05304.7	0.0
NCU05343.7	8.0
NCU05364.7	0.0
NCU05387.7	14.0
NCU05419.7	12.0
NCU05453.7	10.0
NCU05454.7	16.0
NCU05498.7	4.0
NCU05501.7	10.0
NCU05524.7	18.0
NCU05535.7	6.0
NCU05542.7	4.0
NCU05552.7	20.0
NCU05554.7	10.0
NCU05600.7	18.0
NCU05623.7	6.0
NCU05716.7	6.0
NCU05717.7	10.0
NCU05718.7	12.0
NCU05778.7	20.0
NCU05782.7	22.0
NCU05789.7	2.0
NCU05807.7	6.0
NCU05832.7	2.0
NCU05837.7	16.0
NCU05844.7	12.0
NCU05865.7	8.0
NCU05890.7	0.0
NCU05895.7	2.0
NCU05921.7	10.0
NCU05979.7	4.0
NCU05985.7	10.0
NCU05988.7	8.0
NCU05994.7	20.0
NCU06009.7	14.0
NCU06020.7	8.0
NCU06042.7	0.0
NCU06061.7	14.0
NCU06062.7	6.0
NCU06075.7	2.0
NCU06095.7	8.0
NCU06101.7	2.0
NCU06108.7	4.0
NCU06110.7	12.0
NCU06111.7	12.0
NCU06120.7	6.0
NCU06123.7	20.0
NCU06131.7	12.0
NCU06132.7	12.0
NCU06137.7	8.0
NCU06187.7	0.0
NCU06191.7	0.0
NCU06198.7	14.0
NCU06201.7	14.0
NCU06210.7	10.0
NCU06218.7	14.0
NCU06220.7	12.0
NCU06226.7	10.0
NCU06265.7	18.0
NCU06268.7	18.0
NCU06270.7	20.0
NCU06296.7	20.0
NCU06303.7	12.0
NCU06327.7	8.0
NCU06338.7	12.0
NCU06344.7	22.0
NCU06347.7	16.0
NCU06397.7	22.0
NCU06419.7	22.0
NCU06431.7	4.0
NCU06447.7	2.0
NCU06451.7	22.0
NCU06461.7	20.0
NCU06469.7	22.0
NCU06482.7	8.0
NCU06493.7	8.0
NCU06497.7	4.0
NCU06506.7	16.0
NCU06512.7	2.0
NCU06536.7	10.0
NCU06542.7	20.0
NCU06544.7	22.0
NCU06550.7	16.0
NCU06603.7	2.0
NCU06622.7	18.0
NCU06637.7	0.0
NCU06643.7	2.0
NCU06658.7	16.0
NCU06687.7	8.0
NCU06697.7	8.0
NCU06712.7	18.0
NCU06717.7	4.0
NCU06722.7	10.0
NCU06727.7	14.0
NCU06729.7	6.0
NCU06738.7	10.0
NCU06746.7	16.0
NCU06760.7	16.0
NCU06768.7	20.0
NCU06771.7	8.0
NCU06783.7	22.0
NCU06785.7	2.0
NCU06786.7	0.0
NCU06821.7	18.0
NCU06832.7	4.0
NCU06836.7	18.0
NCU06843.7	10.0
NCU06862.7	22.0
NCU06870.7	10.0
NCU06876.7	14.0
NCU06880.7	12.0
NCU06892.7	6.0
NCU06915.7	12.0
NCU06923.7	10.0
NCU06924.7	4.0
NCU06934.7	12.0
NCU06939.7	14.0
NCU06943.7	18.0
NCU06945.7	10.0
NCU06958.7	6.0
NCU06959.7	2.0
NCU06970.7	16.0
NCU07001.7	2.0
NCU07003.7	12.0
NCU07027.7	12.0
NCU07033.7	2.0
NCU07053.7	10.0
NCU07059.7	14.0
NCU07061.7	14.0
NCU07063.7	8.0
NCU07064.7	0.0
NCU07129.7	14.0
NCU07169.7	4.0
NCU07182.7	4.0
NCU07188.7	6.0
NCU07221.7	10.0
NCU07240.7	2.0
NCU07267.7	16.0
NCU07277.7	10.0
NCU07281.7	14.0
NCU07296.7	18.0
NCU07332.7	12.0
NCU07338.7	10.0
NCU07349.7	14.0
NCU07361.7	18.0
NCU07362.7	16.0
NCU07365.7	18.0
NCU07367.7	20.0
NCU07379.7	4.0
NCU07380.7	6.0
NCU07404.7	2.0
NCU07434.7	0.0
NCU07446.7	20.0
NCU07453.7	2.0
NCU07459.7	22.0
NCU07467.7	14.0
NCU07468.7	12.0
NCU07481.7	8.0
NCU07495.7	12.0
NCU07506.7	0.0
NCU07523.7	8.0
NCU07550.7	14.0
NCU07551.7	2.0
NCU07553.7	10.0
NCU07560.7	10.0
NCU07562.7	2.0
NCU07580.7	22.0
NCU07590.7	4.0
NCU07670.7	4.0
NCU07723.7	14.0
NCU07727.7	18.0
NCU07737.7	2.0
NCU07773.7	14.0
NCU07802.7	8.0
NCU07829.7	12.0
NCU07846.7	6.0
NCU07849.7	8.0
NCU07855.7	20.0
NCU07857.7	10.0
NCU07860.7	14.0
NCU07883.7	2.0
NCU07925.7	8.0
NCU07952.7	10.0
NCU07958.7	0.0
NCU07962.7	8.0
NCU07988.7	2.0
NCU07997.7	6.0
NCU08008.7	8.0
NCU08026.7	4.0
NCU08040.7	8.0
NCU08044.7	8.0
NCU08046.7	0.0
NCU08057.7	20.0
NCU08064.7	2.0
NCU08070.7	12.0
NCU08095.7	10.0
NCU08110.7	20.0
NCU08111.7	20.0
NCU08119.7	10.0
NCU08138.7	10.0
NCU08146.7	2.0
NCU08272.7	8.0
NCU08280.7	8.0
NCU08291.7	4.0
NCU08296.7	22.0
NCU08299.7	4.0
NCU08301.7	2.0
NCU08312.7	8.0
NCU08324.7	16.0
NCU08343.7	10.0
NCU08352.7	0.0
NCU08357.7	12.0
NCU08366.7	2.0
NCU08369.7	8.0
NCU08378.7	2.0
NCU08385.7	14.0
NCU08389.7	10.0
NCU08391.7	0.0
NCU08397.7	6.0
NCU08410.7	22.0
NCU08435.7	8.0
NCU08471.7	2.0
NCU08475.7	22.0
NCU08484.7	0.0
NCU08500.7	12.0
NCU08512.7	16.0
NCU08535.7	8.0
NCU08550.7	20.0
NCU08552.7	20.0
NCU08565.7	14.0
NCU08620.7	6.0
NCU08643.7	10.0
NCU08677.7	14.0
NCU08683.7	22.0
NCU08687.7	18.0
NCU08699.7	0.0
NCU08703.7	10.0
NCU08743.7	4.0
NCU08772.7	0.0
NCU08779.7	20.0
NCU08793.7	4.0
NCU08794.7	10.0
NCU08807.7	18.0
NCU08811.7	8.0
NCU08820.7	4.0
NCU08823.7	14.0
NCU08824.7	8.0
NCU08828.7	8.0
NCU08847.7	10.0
NCU08861.7	14.0
NCU08886.7	12.0
NCU08893.7	10.0
NCU08903.7	22.0
NCU08923.7	14.0
NCU08924.7	10.0
NCU08934.7	4.0
NCU08935.7	16.0
NCU08944.7	16.0
NCU08946.7	0.0
NCU08968.7	12.0
NCU08973.7	16.0
NCU08980.7	6.0
NCU08996.7	22.0
NCU08997.7	22.0
NCU09013.7	10.0
NCU09041.7	10.0
NCU09043.7	18.0
NCU09057.7	16.0
NCU09076.7	16.0
NCU09088.7	12.0
NCU09089.7	0.0
NCU09090.7	4.0
NCU09101.7	14.0
NCU09109.7	12.0
NCU09111.7	6.0
NCU09115.7	22.0
NCU09138.7	20.0
NCU09141.7	16.0
NCU09143.7	10.0
NCU09169.7	6.0
NCU09174.7	12.0
NCU09176.7	8.0
NCU09203.7	18.0
NCU09210.7	0.0
NCU09228.7	10.0
NCU09278.7	6.0
NCU09295.7	6.0
NCU09311.7	0.0
NCU09380.7	16.0
NCU09403.7	16.0
NCU09475.7	4.0
NCU09476.7	4.0
NCU09504.7	4.0
NCU09526.7	6.0
NCU09534.7	12.0
NCU09535.7	20.0
NCU09536.7	0.0
NCU09559.7	12.0
NCU09560.7	12.0
NCU09570.7	14.0
NCU09579.7	14.0
NCU09598.7	18.0
NCU09600.7	6.0
NCU09602.7	10.0
NCU09642.7	18.0
NCU09646.7	2.0
NCU09647.7	14.0
NCU09659.7	8.0
NCU09663.7	22.0
NCU09673.7	4.0
NCU09674.7	10.0
NCU09693.7	4.0
NCU09739.7	8.0
NCU09741.7	10.0
NCU09794.7	20.0
NCU09803.7	6.0
NCU09810.7	8.0
NCU09842.7	22.0
NCU09871.7	16.0
NCU09896.7	22.0
NCU09903.7	8.0
NCU09910.7	6.0
NCU09931.7	20.0
NCU09975.7	4.0
NCU09995.7	0.0
NCU09999.7	22.0
NCU10007.7	0.0
NCU10058.7	14.0
NCU10061.7	18.0
NCU10169.7	16.0
NCU10273.7	0.0
NCU10400.7	8.0
NCU10468.7	10.0
NCU10498.7	12.0
NCU10518.7	0.0
NCU10572.7	2.0
NCU10852.7	4.0
NCU10893.7	10.0
NCU11129.7	2.0
NCU11175.7	18.0
NCU11196.7	14.0
NCU11248.7	4.0
NCU11287.7	12.0
NCU11291.7	0.0
NCU11292.7	10.0
NCU11323.7	4.0
NCU11341.7	8.0
NCU11368.7	16.0
NCU11395.7	16.0
NCU11426.7	10.0
NCU12023.7	4.0
NCU16445.7	0.0
NCU16466.7	22.0
NCU16496.7	16.0
NCU16541.7	16.0
NCU16769.7	10.0
NCU16775.7	6.0
NCU16833.7	0.0
NCU16888.7	22.0
NCU17114.7	18.0
NCU17239.7	14.0
