ID	Phase
NCU07503	10
NCU09320	12
NCU00454	12
NCU01754	20
NCU03151	2
NCU03967	2
NCU05605	4
NCU07580	0
NCU08903	2
NCU06441	12
NCU02597	0
NCU03356	10
NCU03997	18
NCU08044	18
NCU09089	6
NCU11426	18
NCU00210	2
NCU01007	2
NCU03068	10
NCU02302	4
NCU02560	16
NCU05524	6
NCU08324	18
NCU15834	4
NCU02636	8
NCU05542	2
NCU06558	2
NCU07379	2
NCU08111	2
NCU08095	20
NCU08620	10
NCU08947	12
NCU04114	0
NCU01002	0
NCU02400	6
NCU07959	2
NCU03877	2
NCU04227	0
NCU09210	2
NCU00881	20
NCU04502	4
NCU07171	20
NCU07714	4
NCU00522	10
NCU01615	18
NCU08094	18
NCU02322	0
NCU02360	22
NCU02595	2
NCU10518	22
NCU00137	10
NCU00472	18
NCU09930	12
NCU02606	0
NCU04077	18
NCU06210	16
NCU07727	6
NCU09347	18
NCU02295	0
NCU03311	8
NCU05890	2
NCU06460	22
NCU07192	0
NCU07436	14
NCU09311	2
NCU02651	20
NCU07277	20
NCU02754	8
NCU01612	2
NCU06191	20
NCU02684	0
NCU04779	16
NCU07400	18
NCU09598	22
NCU01565	0
NCU03100	8
NCU03303	0
NCU04171	2
NCU05778	2
NCU05782	2
NCU03139	20
NCU07998	22
NCU01979	0
NCU02419	14
NCU03385	4
NCU05959	16
NCU08352	4
NCU08944	22
NCU06175	14
NCU06786	2
NCU08946	2
NCU09115	10
NCU09710	0
NCU07129	10
NCU07363	12
NCU00894	2
NCU00954	20
NCU02112	16
NCU02257	14
NCU01140	0
NCU01981	18
NCU02269	12
NCU02707	10
NCU02997	0
NCU04383	2
NCU05084	6
NCU07001	2
NCU07732	10
NCU03282	18
NCU06727	18
NCU09223	0
NCU09378	20
NCU16769	12
NCU17114	2
NCU08475	10
NCU00838	22
NCU02815	4
NCU06057	20
NCU02601	0
NCU03542	16
NCU03870	4
NCU08677	4
NCU07958	10
NCU09848	4
NCU01101	8
NCU05360	18
NCU00372	16
NCU01948	16
NCU02450	4
NCU07075	4
NCU07361	14
NCU00258	10
NCU00467	2
NCU00668	0
NCU01157	16
NCU08648	10
NCU08146	14
NCU03692	10
NCU06717	20
NCU01966	16
NCU08026	10
NCU00145	8
NCU00187	10
NCU02184	4
NCU05364	2
NCU05717	10
NCU06646	12
NCU09111	10
NCU01240	8
NCU03491	22
NCU06497	16
NCU00219	2
NCU03438	18
NCU06768	2
NCU07544	2
NCU09244	4
NCU03936	6
NCU04796	16
NCU10169	14
NCU02726	2
NCU05606	0
NCU06488	22
NCU09317	4
NCU04963	10
NCU00050	2
NCU02839	6
NCU05075	16
NCU07846	4
NCU00028	2
NCU01680	2
NCU04754	2
NCU07988	2
NCU08664	4
NCU03563	22
NCU00336	4
NCU07883	10
NCU09403	4
NCU04533	2
NCU06020	0
NCU08217	2
NCU08385	18
NCU09090	18
NCU05018	18
NCU03213	20
NCU00963	12
NCU04987	10
NCU00249	2
NCU00488	8
NCU01808	2
NCU03010	2
NCU05188	0
NCU05219	10
NCU08699	2
NCU08794	12
NCU11323	20
NCU07064	14
NCU02357	8
NCU00633	18
NCU00913	0
NCU06347	2
NCU00435	12
NCU04074	2
NCU05706	2
NCU06745	8
NCU08293	0
NCU10852	8
NCU02802	10
NCU06433	12
NCU16541	22
NCU08276	0
NCU01001	14
NCU01211	4
NCU07286	0
NCU06542	2
NCU00090	4
NCU00333	14
NCU00904	22
NCU04260	18
NCU09498	10
NCU02084	20
NCU03608	2
NCU07061	0
NCU08369	4
NCU08924	12
NCU03534	16
NCU06171	4
NCU07296	12
NCU00714	0
NCU01247	8
NCU01382	2
NCU03796	16
NCU04407	2
NCU04826	6
NCU05342	0
NCU06541	14
NCU07468	0
NCU11325	16
NCU08366	22
NCU06265	4
NCU06929	2
NCU04303	2
NCU16537	2
NCU00726	0
NCU04940	4
NCU06771	4
NCU11175	18
NCU02293	2
NCU02739	20
NCU03971	10
NCU06914	0
NCU07365	22
NCU09663	20
NCU09475	10
NCU08071	12
NCU08685	12
NCU00409	12
NCU06202	0
NCU06246	2
NCU00088	16
NCU00631	6
NCU07734	0
NCU09380	16
NCU02236	2
NCU02577	2
NCU04189	2
NCU06603	4
NCU08323	14
NCU12023	2
NCU06761	20
NCU01459	4
NCU02126	22
NCU03164	18
NCU11415	14
NCU03313	8
NCU03646	0
NCU04643	6
NCU06344	22
NCU09600	22
NCU01704	10
NCU05937	22
NCU07453	4
NCU07556	4
NCU09295	10
NCU03425	2
NCU06112	12
NCU06842	0
NCU09057	2
NCU02570	18
NCU05343	0
NCU04317	20
NCU04166	16
NCU05865	12
NCU06643	14
NCU00868	12
NCU02954	14
NCU06338	14
NCU08301	4
NCU08931	0
NCU09560	0
NCU06832	22
NCU09535	6
NCU02977	4
NCU01097	14
NCU04755	2
NCU07367	22
NCU01657	2
NCU03632	0
NCU04069	10
NCU06630	8
NCU07167	10
NCU07506	12
NCU07914	18
NCU08973	6
NCU02207	0
NCU03358	20
NCU05217	10
NCU00384	4
NCU00790	22
NCU03901	2
NCU08875	0
NCU10273	0
NCU02906	18
NCU03778	4
NCU05194	12
NCU09485	18
NCU06939	20
NCU01021	8
NCU07606	14
NCU08893	16
NCU09673	14
NCU16496	16
NCU05921	16
NCU05979	14
NCU06838	2
NCU08158	2
NCU09910	16
NCU05600	2
NCU00772	22
NCU03661	20
NCU06017	2
NCU08996	4
NCU05134	6
NCU06397	0
NCU06994	0
NCU08907	0
NCU01720	22
NCU06622	20
NCU06697	4
NCU06934	6
NCU07562	6
NCU08922	0
NCU02657	12
NCU03802	12
NCU04201	10
NCU06095	14
NCU09659	4
NCU09903	6
NCU10721	8
NCU11196	16
NCU01745	4
NCU06746	2
NCU02605	20
NCU01390	6
NCU01905	0
NCU02231	16
NCU00236	10
NCU00676	4
NCU01115	0
NCU02366	2
NCU02504	18
NCU03483	0
NCU04047	12
NCU07188	2
NCU08343	10
NCU10893	14
NCU01431	2
NCU04603	20
NCU08435	6
NCU08811	0
NCU10400	18
NCU00365	10
NCU01439	2
NCU01468	2
NCU03357	10
NCU03890	12
NCU05164	16
NCU05623	2
NCU05971	8
NCU06924	2
NCU07439	0
NCU09097	0
NCU05553	12
NCU00964	20
NCU07504	2
NCU00263	4
NCU03995	18
NCU06459	6
NCU00911	8
NCU01637	4
NCU06108	16
NCU04645	2
NCU04635	4
NCU00364	14
NCU03058	10
NCU04339	16
NCU04817	4
NCU09519	18
NCU01779	2
NCU01792	4
NCU03725	2
NCU04212	16
NCU04760	4
NCU06578	0
NCU06958	12
NCU07829	16
NCU05453	8
NCU03253	20
NCU06431	10
NCU06943	12
NCU00692	2
NCU07459	2
NCU09354	4
NCU08357	6
NCU00051	2
NCU02286	16
NCU07003	0
NCU09794	2
NCU04187	22
NCU06052	22
NCU07495	22
NCU01104	22
NCU06310	20
NCU04552	16
NCU06009	0
NCU09109	16
NCU00127	20
NCU02381	20
NCU02494	8
NCU03216	14
NCU04331	10
NCU05802	18
NCU06187	2
NCU06721	4
NCU07775	20
NCU17239	2
NCU06970	12
NCU00352	22
NCU04605	2
NCU05495	22
NCU02260	0
NCU02555	0
NCU00722	0
NCU01666	2
NCU02660	18
NCU07560	12
NCU09866	8
NCU11368	2
NCU06410	8
NCU00104	20
NCU05692	4
NCU09995	0
NCU03156	0
NCU06751	4
NCU08510	6
NCU02587	8
NCU03739	0
NCU03954	6
NCU04138	2
NCU07997	0
NCU08886	8
NCU09212	2
NCU09545	10
NCU00477	22
NCU00693	20
NCU06998	20
NCU00440	6
NCU02228	18
NCU04600	4
NCU06447	14
NCU00880	0
NCU01169	2
NCU01800	2
NCU02468	22
NCU03219	12
NCU04287	6
NCU04667	2
NCU05501	0
NCU09693	0
NCU11341	18
NCU00634	12
NCU00315	8
NCU00505	0
NCU03682	20
NCU03838	6
NCU05419	22
NCU09504	8
NCU09526	18
NCU00103	2
NCU00567	2
NCU01659	0
NCU02422	18
NCU04949	20
NCU08057	6
NCU08743	2
NCU06131	22
NCU02519	18
NCU06740	16
NCU07832	6
NCU01057	2
NCU01484	8
NCU04277	4
NCU04470	2
NCU04472	0
NCU04775	14
NCU07952	6
NCU08040	12
NCU05635	10
NCU00716	22
NCU01215	14
NCU02028	14
NCU02152	12
NCU05832	6
NCU09139	14
NCU00164	2
NCU00586	2
NCU01772	2
NCU01797	0
NCU02629	2
NCU04185	18
NCU04265	2
NCU05062	2
NCU11173	10
NCU00159	2
NCU06268	20
NCU09860	2
NCU00521	4
NCU01744	16
NCU05819	12
NCU02610	0
NCU04493	8
NCU04602	10
NCU04799	2
NCU05077	12
NCU06218	20
NCU06760	2
NCU07057	2
NCU07182	10
NCU07362	16
NCU16445	22
NCU02531	8
NCU07380	10
NCU05789	22
NCU01339	14
NCU02430	4
NCU06862	16
NCU08046	6
NCU09783	16
NCU09871	18
NCU01701	0
NCU02020	0
NCU02464	0
NCU04289	0
NCU04583	2
NCU04764	14
NCU05541	2
NCU07933	12
NCU08939	6
NCU09420	6
NCU03302	10
NCU03851	18
NCU01516	2
NCU02778	4
NCU04151	4
NCU04198	2
NCU00260	10
NCU00995	16
NCU08607	0
NCU08687	0
NCU08936	18
NCU09249	16
NCU16773	22
NCU03658	0
NCU05577	0
NCU05803	0
NCU05844	2
NCU05942	0
NCU08526	0
NCU09901	10
NCU08001	18
NCU07737	18
NCU09041	20
NCU11259	22
NCU03992	0
NCU02358	2
NCU02499	2
NCU02716	18
NCU03777	2
NCU04221	20
NCU07059	0
NCU08119	14
NCU08550	0
NCU11234	2
