	Phase	Circadian time Acrophase
NCU08648.7	10	22.666666666666664
NCU08146.7	14	2.9333333333333336
NCU03692.7	10	22.666666666666664
NCU06717.7	20	9.333333333333329
NCU01966.7	16	5.066666666666666
NCU08026.7	10	22.666666666666664
NCU00145.7	8	20.53333333333333
NCU00187.7	10	22.666666666666664
NCU02184.7	4	16.266666666666666
NCU05364.7	2	14.133333333333333
NCU05717.7	10	22.666666666666664
NCU06646.7	12	0.8000000000000007
NCU09111.7	10	22.666666666666664
NCU01240.7	8	20.53333333333333
NCU03491.7	22	11.466666666666669
NCU06497.7	16	5.066666666666666
NCU00219.7	2	14.133333333333333
NCU03438.7	18	7.199999999999999
NCU06768.7	2	14.133333333333333
NCU07544.7	2	14.133333333333333
NCU09244.7	4	16.266666666666666
NCU03936.7	6	18.4
NCU04796.7	16	5.066666666666666
NCU10169.7	14	2.9333333333333336
NCU02726.7	2	14.133333333333333
NCU05606.7	0	12.0
NCU06488.7	22	11.466666666666669
NCU09317.7	4	16.266666666666666
NCU04963.7	10	22.666666666666664
NCU00050.7	2	14.133333333333333
NCU02839.7	6	18.4
NCU05075.7	16	5.066666666666666
NCU07846.7	4	16.266666666666666
NCU00028.7	2	14.133333333333333
NCU01680.7	2	14.133333333333333
NCU04754.7	2	14.133333333333333
NCU07988.7	2	14.133333333333333
NCU08664.7	4	16.266666666666666
NCU03563.7	22	11.466666666666669
NCU00336.7	4	16.266666666666666
NCU07883.7	10	22.666666666666664
NCU09403.7	4	16.266666666666666
NCU04533.7	2	14.133333333333333
NCU06020.7	0	12.0
NCU08217.7	2	14.133333333333333
NCU08385.7	18	7.199999999999999
NCU09090.7	18	7.199999999999999
NCU05018.7	18	7.199999999999999
NCU03213.7	20	9.333333333333329
NCU00963.7	12	0.8000000000000007
NCU04987.7	10	22.666666666666664
NCU00249.7	2	14.133333333333333
NCU00488.7	8	20.53333333333333
NCU01808.7	2	14.133333333333333
NCU03010.7	2	14.133333333333333
NCU05188.7	0	12.0
NCU05219.7	10	22.666666666666664
NCU08699.7	2	14.133333333333333
NCU08794.7	12	0.8000000000000007
NCU11323.7	20	9.333333333333329
NCU07064.7	14	2.9333333333333336
NCU02357.7	8	20.53333333333333
NCU00633.7	18	7.199999999999999
NCU00913.7	0	12.0
NCU06347.7	2	14.133333333333333
NCU00435.7	12	0.8000000000000007
NCU04074.7	2	14.133333333333333
NCU05706.7	2	14.133333333333333
NCU06745.7	8	20.53333333333333
NCU08293.7	0	12.0
NCU10852.7	8	20.53333333333333
NCU02802.7	10	22.666666666666664
NCU06433.7	12	0.8000000000000007
NCU16541.7	22	11.466666666666669
NCU08276.7	0	12.0
NCU01001.7	14	2.9333333333333336
NCU01211.7	4	16.266666666666666
NCU07286.7	0	12.0
NCU06542.7	2	14.133333333333333
NCU00090.7	4	16.266666666666666
NCU00333.7	14	2.9333333333333336
NCU00904.7	22	11.466666666666669
NCU04260.7	18	7.199999999999999
NCU09498.7	10	22.666666666666664
NCU02084.7	20	9.333333333333329
NCU03608.7	2	14.133333333333333
NCU07061.7	0	12.0
NCU08369.7	4	16.266666666666666
NCU08924.7	12	0.8000000000000007
NCU03534.7	16	5.066666666666666
NCU06171.7	4	16.266666666666666
NCU07296.7	12	0.8000000000000007
NCU00714.7	0	12.0
NCU01247.7	8	20.53333333333333
NCU01382.7	2	14.133333333333333
NCU03796.7	16	5.066666666666666
NCU04407.7	2	14.133333333333333
NCU04826.7	6	18.4
NCU05342.7	0	12.0
NCU06541.7	14	2.9333333333333336
NCU07468.7	0	12.0
NCU11325.7	16	5.066666666666666
NCU08366.7	22	11.466666666666669
NCU06265.7	4	16.266666666666666
NCU06929.7	2	14.133333333333333
NCU04303.7	2	14.133333333333333
NCU16537.7	2	14.133333333333333
NCU00726.7	0	12.0
NCU04940.7	4	16.266666666666666
NCU06771.7	4	16.266666666666666
NCU11175.7	18	7.199999999999999
NCU02293.7	2	14.133333333333333
NCU02739.7	20	9.333333333333329
NCU03971.7	10	22.666666666666664
NCU06914.7	0	12.0
NCU07365.7	22	11.466666666666669
NCU09663.7	20	9.333333333333329
NCU09475.7	10	22.666666666666664
NCU08071.7	12	0.8000000000000007
NCU08685.7	12	0.8000000000000007
NCU00409.7	12	0.8000000000000007
NCU06202.7	0	12.0
NCU06246.7	2	14.133333333333333
NCU00088.7	16	5.066666666666666
NCU00631.7	6	18.4
NCU07734.7	0	12.0
NCU09380.7	16	5.066666666666666
NCU02236.7	2	14.133333333333333
NCU02577.7	2	14.133333333333333
NCU04189.7	2	14.133333333333333
NCU06603.7	4	16.266666666666666
NCU08323.7	14	2.9333333333333336
NCU12023.7	2	14.133333333333333
NCU06761.7	20	9.333333333333329
NCU01459.7	4	16.266666666666666
NCU02126.7	22	11.466666666666669
NCU03164.7	18	7.199999999999999
NCU11415.7	14	2.9333333333333336
NCU03313.7	8	20.53333333333333
NCU03646.7	0	12.0
NCU04643.7	6	18.4
NCU06344.7	22	11.466666666666669
NCU09600.7	22	11.466666666666669
NCU01704.7	10	22.666666666666664
NCU05937.7	22	11.466666666666669
NCU07453.7	4	16.266666666666666
NCU07556.7	4	16.266666666666666
NCU09295.7	10	22.666666666666664
NCU03425.7	2	14.133333333333333
NCU06112.7	12	0.8000000000000007
NCU06842.7	0	12.0
NCU09057.7	2	14.133333333333333
NCU02570.7	18	7.199999999999999
NCU05343.7	0	12.0
NCU04317.7	20	9.333333333333329
NCU04166.7	16	5.066666666666666
NCU05865.7	12	0.8000000000000007
NCU06643.7	14	2.9333333333333336
NCU00868.7	12	0.8000000000000007
NCU02954.7	14	2.9333333333333336
NCU06338.7	14	2.9333333333333336
NCU08301.7	4	16.266666666666666
NCU08931.7	0	12.0
NCU09560.7	0	12.0
NCU06832.7	22	11.466666666666669
NCU09535.7	6	18.4
NCU02977.7	4	16.266666666666666
NCU01097.7	14	2.9333333333333336
NCU04755.7	2	14.133333333333333
NCU07367.7	22	11.466666666666669
NCU01657.7	2	14.133333333333333
NCU03632.7	0	12.0
NCU04069.7	10	22.666666666666664
NCU06630.7	8	20.53333333333333
NCU07167.7	10	22.666666666666664
NCU07506.7	12	0.8000000000000007
NCU07914.7	18	7.199999999999999
NCU08973.7	6	18.4
NCU02207.7	0	12.0
NCU03358.7	20	9.333333333333329
NCU05217.7	10	22.666666666666664
NCU00384.7	4	16.266666666666666
NCU00790.7	22	11.466666666666669
NCU03901.7	2	14.133333333333333
NCU08875.7	0	12.0
NCU10273.7	0	12.0
NCU02906.7	18	7.199999999999999
NCU03778.7	4	16.266666666666666
NCU05194.7	12	0.8000000000000007
NCU09485.7	18	7.199999999999999
NCU06939.7	20	9.333333333333329
NCU01021.7	8	20.53333333333333
NCU07606.7	14	2.9333333333333336
NCU08893.7	16	5.066666666666666
NCU09673.7	14	2.9333333333333336
NCU16496.7	16	5.066666666666666
NCU05921.7	16	5.066666666666666
NCU05979.7	14	2.9333333333333336
NCU06838.7	2	14.133333333333333
NCU08158.7	2	14.133333333333333
NCU09910.7	16	5.066666666666666
NCU05600.7	2	14.133333333333333
NCU00772.7	22	11.466666666666669
NCU03661.7	20	9.333333333333329
NCU06017.7	2	14.133333333333333
NCU08996.7	4	16.266666666666666
NCU05134.7	6	18.4
NCU06397.7	0	12.0
NCU06994.7	0	12.0
NCU08907.7	0	12.0
NCU01720.7	22	11.466666666666669
NCU06622.7	20	9.333333333333329
NCU06697.7	4	16.266666666666666
NCU06934.7	6	18.4
NCU07562.7	6	18.4
NCU08922.7	0	12.0
NCU02657.7	12	0.8000000000000007
NCU03802.7	12	0.8000000000000007
NCU04201.7	10	22.666666666666664
NCU06095.7	14	2.9333333333333336
NCU09659.7	4	16.266666666666666
NCU09903.7	6	18.4
NCU10721.7	8	20.53333333333333
NCU11196.7	16	5.066666666666666
NCU01745.7	4	16.266666666666666
NCU06746.7	2	14.133333333333333
NCU02605.7	20	9.333333333333329
NCU01390.7	6	18.4
NCU01905.7	0	12.0
NCU02231.7	16	5.066666666666666
NCU00236.7	10	22.666666666666664
NCU00676.7	4	16.266666666666666
NCU01115.7	0	12.0
NCU02366.7	2	14.133333333333333
NCU02504.7	18	7.199999999999999
NCU03483.7	0	12.0
NCU04047.7	12	0.8000000000000007
NCU07188.7	2	14.133333333333333
NCU08343.7	10	22.666666666666664
NCU10893.7	14	2.9333333333333336
NCU01431.7	2	14.133333333333333
NCU04603.7	20	9.333333333333329
NCU08435.7	6	18.4
NCU08811.7	0	12.0
NCU10400.7	18	7.199999999999999
NCU00365.7	10	22.666666666666664
NCU01439.7	2	14.133333333333333
NCU01468.7	2	14.133333333333333
NCU03357.7	10	22.666666666666664
NCU03890.7	12	0.8000000000000007
NCU05164.7	16	5.066666666666666
NCU05623.7	2	14.133333333333333
NCU05971.7	8	20.53333333333333
NCU06924.7	2	14.133333333333333
NCU07439.7	0	12.0
NCU09097.7	0	12.0
NCU05553.7	12	0.8000000000000007
NCU00964.7	20	9.333333333333329
NCU07504.7	2	14.133333333333333
NCU00263.7	4	16.266666666666666
NCU03995.7	18	7.199999999999999
NCU06459.7	6	18.4
NCU00911.7	8	20.53333333333333
NCU01637.7	4	16.266666666666666
NCU06108.7	16	5.066666666666666
NCU04645.7	2	14.133333333333333
NCU04635.7	4	16.266666666666666
NCU00364.7	14	2.9333333333333336
NCU03058.7	10	22.666666666666664
NCU04339.7	16	5.066666666666666
NCU04817.7	4	16.266666666666666
NCU09519.7	18	7.199999999999999
NCU01779.7	2	14.133333333333333
NCU01792.7	4	16.266666666666666
NCU03725.7	2	14.133333333333333
NCU04212.7	16	5.066666666666666
NCU04760.7	4	16.266666666666666
NCU06578.7	0	12.0
NCU06958.7	12	0.8000000000000007
NCU07829.7	16	5.066666666666666
NCU05453.7	8	20.53333333333333
NCU03253.7	20	9.333333333333329
NCU06431.7	10	22.666666666666664
NCU06943.7	12	0.8000000000000007
NCU00692.7	2	14.133333333333333
NCU07459.7	2	14.133333333333333
NCU09354.7	4	16.266666666666666
NCU08357.7	6	18.4
NCU00051.7	2	14.133333333333333
NCU02286.7	16	5.066666666666666
NCU07003.7	0	12.0
NCU09794.7	2	14.133333333333333
NCU04187.7	22	11.466666666666669
NCU06052.7	22	11.466666666666669
NCU07495.7	22	11.466666666666669
NCU01104.7	22	11.466666666666669
NCU06310.7	20	9.333333333333329
NCU04552.7	16	5.066666666666666
NCU06009.7	0	12.0
NCU09109.7	16	5.066666666666666
NCU00127.7	20	9.333333333333329
NCU02381.7	20	9.333333333333329
NCU02494.7	8	20.53333333333333
NCU03216.7	14	2.9333333333333336
NCU04331.7	10	22.666666666666664
NCU05802.7	18	7.199999999999999
NCU06187.7	2	14.133333333333333
NCU06721.7	4	16.266666666666666
NCU07775.7	20	9.333333333333329
NCU17239.7	2	14.133333333333333
NCU06970.7	12	0.8000000000000007
NCU00352.7	22	11.466666666666669
NCU04605.7	2	14.133333333333333
NCU05495.7	22	11.466666666666669
NCU02260.7	0	12.0
NCU02555.7	0	12.0
NCU00722.7	0	12.0
NCU01666.7	2	14.133333333333333
NCU02660.7	18	7.199999999999999
NCU07560.7	12	0.8000000000000007
NCU09866.7	8	20.53333333333333
NCU11368.7	2	14.133333333333333
NCU06410.7	8	20.53333333333333
NCU00104.7	20	9.333333333333329
NCU05692.7	4	16.266666666666666
NCU09995.7	0	12.0
NCU03156.7	0	12.0
NCU06751.7	4	16.266666666666666
NCU08510.7	6	18.4
NCU02587.7	8	20.53333333333333
NCU03739.7	0	12.0
NCU03954.7	6	18.4
NCU04138.7	2	14.133333333333333
NCU07997.7	0	12.0
NCU08886.7	8	20.53333333333333
NCU09212.7	2	14.133333333333333
NCU09545.7	10	22.666666666666664
NCU00477.7	22	11.466666666666669
NCU00693.7	20	9.333333333333329
NCU06998.7	20	9.333333333333329
NCU00440.7	6	18.4
NCU02228.7	18	7.199999999999999
NCU04600.7	4	16.266666666666666
NCU06447.7	14	2.9333333333333336
NCU00880.7	0	12.0
NCU01169.7	2	14.133333333333333
NCU01800.7	2	14.133333333333333
NCU02468.7	22	11.466666666666669
NCU03219.7	12	0.8000000000000007
NCU04287.7	6	18.4
NCU04667.7	2	14.133333333333333
NCU05501.7	0	12.0
NCU09693.7	0	12.0
NCU11341.7	18	7.199999999999999
NCU00634.7	12	0.8000000000000007
NCU00315.7	8	20.53333333333333
NCU00505.7	0	12.0
NCU03682.7	20	9.333333333333329
NCU03838.7	6	18.4
NCU05419.7	22	11.466666666666669
NCU09504.7	8	20.53333333333333
NCU09526.7	18	7.199999999999999
NCU00103.7	2	14.133333333333333
NCU00567.7	2	14.133333333333333
NCU01659.7	0	12.0
NCU02422.7	18	7.199999999999999
NCU04949.7	20	9.333333333333329
NCU08057.7	6	18.4
NCU08743.7	2	14.133333333333333
NCU06131.7	22	11.466666666666669
NCU02519.7	18	7.199999999999999
NCU06740.7	16	5.066666666666666
NCU07832.7	6	18.4
NCU01057.7	2	14.133333333333333
NCU01484.7	8	20.53333333333333
NCU04277.7	4	16.266666666666666
NCU04470.7	2	14.133333333333333
NCU04472.7	0	12.0
NCU04775.7	14	2.9333333333333336
NCU07952.7	6	18.4
NCU08040.7	12	0.8000000000000007
NCU05635.7	10	22.666666666666664
NCU00716.7	22	11.466666666666669
NCU01215.7	14	2.9333333333333336
NCU02028.7	14	2.9333333333333336
NCU02152.7	12	0.8000000000000007
NCU05832.7	6	18.4
NCU09139.7	14	2.9333333333333336
NCU00164.7	2	14.133333333333333
NCU00586.7	2	14.133333333333333
NCU01772.7	2	14.133333333333333
NCU01797.7	0	12.0
NCU02629.7	2	14.133333333333333
NCU04185.7	18	7.199999999999999
NCU04265.7	2	14.133333333333333
NCU05062.7	2	14.133333333333333
NCU11173.7	10	22.666666666666664
NCU00159.7	2	14.133333333333333
NCU06268.7	20	9.333333333333329
NCU09860.7	2	14.133333333333333
NCU00521.7	4	16.266666666666666
NCU01744.7	16	5.066666666666666
NCU05819.7	12	0.8000000000000007
NCU02610.7	0	12.0
NCU04493.7	8	20.53333333333333
NCU04602.7	10	22.666666666666664
NCU04799.7	2	14.133333333333333
NCU05077.7	12	0.8000000000000007
NCU06218.7	20	9.333333333333329
NCU06760.7	2	14.133333333333333
NCU07057.7	2	14.133333333333333
NCU07182.7	10	22.666666666666664
NCU07362.7	16	5.066666666666666
NCU16445.7	22	11.466666666666669
NCU02531.7	8	20.53333333333333
NCU07380.7	10	22.666666666666664
NCU05789.7	22	11.466666666666669
NCU01339.7	14	2.9333333333333336
NCU02430.7	4	16.266666666666666
NCU06862.7	16	5.066666666666666
NCU08046.7	6	18.4
NCU09783.7	16	5.066666666666666
NCU09871.7	18	7.199999999999999
NCU01701.7	0	12.0
NCU02020.7	0	12.0
NCU02464.7	0	12.0
NCU04289.7	0	12.0
NCU04583.7	2	14.133333333333333
NCU04764.7	14	2.9333333333333336
NCU05541.7	2	14.133333333333333
NCU07933.7	12	0.8000000000000007
NCU08939.7	6	18.4
NCU09420.7	6	18.4
NCU03302.7	10	22.666666666666664
NCU03851.7	18	7.199999999999999
NCU01516.7	2	14.133333333333333
NCU02778.7	4	16.266666666666666
NCU04151.7	4	16.266666666666666
NCU04198.7	2	14.133333333333333
NCU00260.7	10	22.666666666666664
NCU00995.7	16	5.066666666666666
NCU08607.7	0	12.0
NCU08687.7	0	12.0
NCU08936.7	18	7.199999999999999
NCU09249.7	16	5.066666666666666
NCU16773.7	22	11.466666666666669
NCU03658.7	0	12.0
NCU05577.7	0	12.0
NCU05803.7	0	12.0
NCU05844.7	2	14.133333333333333
NCU05942.7	0	12.0
NCU08526.7	0	12.0
NCU09901.7	10	22.666666666666664
NCU08001.7	18	7.199999999999999
NCU07737.7	18	7.199999999999999
NCU09041.7	20	9.333333333333329
NCU11259.7	22	11.466666666666669
NCU03992.7	0	12.0
NCU02358.7	2	14.133333333333333
NCU02499.7	2	14.133333333333333
NCU02716.7	18	7.199999999999999
NCU03777.7	2	14.133333333333333
NCU04221.7	20	9.333333333333329
NCU07059.7	0	12.0
NCU08119.7	14	2.9333333333333336
NCU08550.7	0	12.0
NCU11234.7	2	14.133333333333333
