ID	Phase
NCU04521	8
NCU09842	2
NCU11012	20
NCU05183	2
NCU05981	10
NCU00878	16
NCU01498	18
NCU03219	20
NCU05720	20
NCU09318	0
NCU02012	14
NCU02214	16
NCU00560	6
NCU08455	8
NCU01175	2
NCU06337	10
NCU06387	6
NCU07523	22
NCU00428	4
NCU00766	14
NCU03658	10
NCU05865	4
NCU06239	14
NCU11305	22
NCU04814	12
NCU06585	12
NCU06601	12
NCU00316	8
NCU03308	12
NCU01559	22
NCU02539	2
NCU07362	0
NCU07953	22
NCU09363	12
NCU09839	0
NCU00227	6
NCU02386	10
NCU06981	16
NCU03628	22
NCU04306	22
NCU05099	10
NCU00125	2
NCU05077	4
NCU07287	6
NCU08595	4
NCU07776	12
NCU06861	16
NCU00184	12
NCU07023	12
NCU00813	10
NCU04508	0
NCU06882	10
NCU09864	6
NCU02202	8
NCU05664	22
NCU11286	22
NCU03437	16
NCU06021	6
NCU07952	20
NCU03197	22
NCU02175	20
NCU03796	10
NCU04319	0
NCU07947	10
NCU09071	22
NCU09533	14
NCU10507	4
NCU03316	12
NCU08687	6
NCU07818	12
NCU08900	12
NCU01196	16
NCU01670	12
NCU03990	8
NCU09429	2
NCU08967	18
NCU09194	20
NCU01445	18
NCU06999	18
NCU00481	2
NCU09880	0
NCU11249	0
NCU08380	22
NCU01166	18
NCU03451	18
NCU07170	4
NCU07296	18
NCU17083	14
NCU03794	0
NCU03365	12
NCU00282	20
NCU00591	4
NCU03045	18
NCU05625	16
NCU00061	22
NCU03100	10
NCU05341	10
NCU05784	22
NCU07951	20
NCU11264	12
NCU09731	20
NCU00204	16
NCU00892	10
NCU09830	8
NCU00796	14
NCU00971	8
NCU07738	10
NCU00542	22
NCU09497	22
NCU00287	10
NCU00069	16
NCU00843	16
NCU06343	6
NCU08737	10
NCU09646	10
NCU10046	14
NCU00565	20
NCU00873	18
NCU02853	18
NCU02435	4
NCU08338	6
NCU08899	10
NCU05891	22
NCU09406	4
NCU00553	22
NCU00952	4
NCU00959	18
NCU03491	4
NCU04251	4
NCU07299	14
NCU03009	2
NCU01101	14
NCU06473	22
NCU01527	12
NCU06989	6
NCU17137	12
NCU08449	16
NCU10697	8
NCU03016	12
NCU04084	0
NCU05491	8
NCU06385	16
NCU09897	10
NCU16419	12
NCU04362	12
NCU07004	10
NCU06414	8
NCU09857	2
NCU16817	22
NCU07694	6
NCU02594	14
NCU06957	10
NCU02188	6
NCU03207	6
NCU00696	18
NCU06536	4
NCU00264	0
NCU01393	0
NCU04848	2
NCU08557	12
NCU04374	10
NCU11187	16
NCU06769	4
NCU08962	18
NCU03440	10
NCU04790	4
NCU06218	6
NCU08421	22
NCU08996	6
NCU01140	10
NCU01731	16
NCU02919	6
NCU06156	6
NCU06629	12
NCU00561	16
NCU02517	18
NCU00955	16
NCU00967	8
NCU04963	2
NCU06104	2
NCU07887	16
NCU08699	2
NCU08769	12
NCU09734	12
NCU10007	10
NCU16890	12
NCU09670	18
NCU00674	6
NCU01249	0
NCU02978	14
NCU05638	20
NCU11102	6
NCU05575	22
NCU09076	4
NCU05979	10
NCU06924	22
NCU00378	2
NCU01380	22
NCU01643	16
NCU02494	0
NCU04483	10
NCU07958	10
NCU09756	18
NCU03268	16
NCU00855	16
NCU06344	0
NCU00387	22
NCU00886	22
NCU03924	2
NCU05153	18
NCU07535	18
NCU10894	10
NCU01270	6
NCU02381	20
NCU04499	6
NCU05427	4
NCU05789	20
NCU06619	20
NCU08441	8
NCU02925	2
NCU03357	10
NCU04310	8
NCU07915	12
NCU02357	4
NCU00351	20
NCU06493	22
NCU04105	18
NCU04990	4
NCU05001	2
NCU06618	12
NCU07125	14
NCU08004	10
NCU08366	20
NCU08427	4
NCU08956	20
NCU01575	2
NCU05939	8
NCU00735	0
NCU04323	12
NCU01351	12
NCU03051	0
NCU03808	18
NCU04401	12
NCU04554	22
NCU05020	2
NCU07119	10
NCU08005	0
NCU08772	0
NCU09499	0
NCU05294	18
NCU02046	0
NCU09088	12
NCU06248	10
NCU11323	16
NCU05897	4
NCU06182	22
NCU06774	20
NCU04143	6
NCU05876	10
NCU10058	10
NCU16496	0
NCU04047	22
NCU09527	22
NCU03237	12
NCU10570	12
NCU11426	8
NCU01002	16
NCU04674	10
NCU06960	12
NCU05343	16
NCU07001	0
NCU07883	8
NCU08157	12
NCU09679	6
NCU11406	0
NCU09332	4
NCU00677	6
NCU02505	10
NCU06373	18
NCU09343	14
NCU16775	2
NCU07783	14
NCU01061	8
NCU01856	14
NCU04019	18
NCU04590	16
NCU02007	12
NCU00059	0
NCU00074	0
NCU05982	10
NCU07550	10
NCU12100	14
NCU00103	6
NCU00900	6
NCU02542	2
NCU05246	20
NCU03004	4
NCU04732	18
NCU05143	14
NCU05642	4
NCU09290	4
NCU05255	12
NCU04857	4
NCU09335	18
NCU08018	8
NCU08439	8
NCU02880	0
NCU03863	2
NCU05129	10
NCU05579	8
NCU06351	12
NCU00897	14
NCU02689	10
NCU08618	4
NCU09444	14
NCU06131	10
NCU02623	6
NCU00575	4
NCU07608	12
NCU00260	14
NCU00600	8
NCU01275	12
NCU03378	12
NCU04389	8
NCU04589	10
NCU06662	4
NCU01296	16
NCU07386	4
NCU07422	10
NCU05788	22
NCU01606	6
NCU04001	18
NCU05757	6
NCU08229	4
NCU09478	0
NCU16589	4
NCU05647	12
NCU01939	2
NCU04647	0
NCU06847	4
NCU07840	22
NCU08551	20
NCU16402	2
NCU02924	4
NCU05120	4
NCU06065	0
NCU07767	18
NCU07842	22
NCU09203	12
NCU05786	18
NCU07537	16
NCU00253	20
NCU01100	10
NCU02004	2
NCU03421	16
NCU04054	22
NCU05890	2
NCU16896	2
NCU07977	18
NCU02658	14
NCU16552	12
NCU05901	4
NCU06428	4
NCU00263	14
NCU03362	4
NCU03897	4
NCU07068	10
NCU09528	4
NCU01502	0
NCU07277	10
NCU02351	22
NCU04035	22
NCU09085	22
NCU01145	6
NCU09537	18
NCU01162	12
NCU01568	10
NCU03728	0
NCU04665	14
NCU10907	4
NCU05681	22
NCU00972	10
NCU03115	10
NCU03380	4
NCU05841	14
NCU06772	22
NCU08826	4
NCU07849	10
NCU08671	10
NCU00382	8
NCU07543	18
NCU09792	16
NCU10605	20
NCU05141	12
NCU08153	14
NCU04256	10
NCU10155	6
NCU16902	6
NCU00465	2
NCU00875	22
NCU01053	2
NCU01813	22
NCU01285	2
NCU03777	4
NCU05519	4
NCU07301	6
NCU08792	0
NCU08946	2
NCU09955	4
NCU00130	14
NCU00844	16
NCU01802	16
NCU07020	16
NCU02138	20
NCU01219	0
NCU01938	8
NCU16789	12
NCU00347	14
NCU03058	10
NCU06270	6
NCU16454	10
NCU06731	18
NCU03222	4
NCU03630	14
NCU04013	6
NCU04640	18
NCU08733	12
NCU01301	18
NCU16368	10
NCU05043	8
NCU08302	0
NCU03906	0
NCU06056	4
NCU06907	14
NCU08683	22
NCU00495	14
NCU01534	18
NCU01595	4
NCU02097	10
NCU02193	2
NCU06066	4
NCU06451	4
NCU07124	20
NCU10458	12
NCU02428	22
NCU02170	12
NCU04951	16
NCU00918	16
NCU04163	12
NCU04185	18
NCU04843	2
NCU06368	20
NCU05226	10
NCU02291	8
NCU00392	0
NCU03444	2
NCU05695	14
NCU07196	12
NCU08861	2
NCU07558	8
NCU05316	6
NCU09617	22
NCU05458	0
NCU07348	2
NCU09344	10
NCU01634	6
NCU05535	16
NCU06756	18
NCU03459	14
NCU04071	12
NCU04613	2
NCU05147	14
NCU07367	2
NCU08120	0
NCU09372	10
NCU09776	12
NCU00311	16
NCU02078	16
NCU06181	18
NCU16859	16
NCU08119	4
NCU05766	4
NCU06069	0
NCU03418	18
NCU00212	4
NCU01353	22
NCU01705	10
NCU01990	22
NCU02256	22
NCU02264	4
NCU02284	4
NCU04353	14
NCU05592	4
NCU06482	4
NCU07178	4
NCU07491	20
NCU08794	2
NCU09810	10
NCU08224	4
NCU08976	6
NCU04197	14
NCU02735	20
NCU02943	8
NCU08190	12
NCU11237	0
NCU00277	12
NCU02068	4
NCU11292	14
NCU02750	20
NCU00795	10
NCU02800	4
NCU03030	4
NCU03093	4
NCU03132	4
NCU16445	22
NCU00611	12
NCU09371	16
NCU02009	18
NCU03136	0
NCU05063	12
NCU00454	20
NCU00038	0
NCU05936	0
NCU08779	0
NCU09741	14
NCU03221	16
NCU03322	16
NCU05594	10
NCU08966	18
NCU12114	10
NCU06628	22
NCU00008	22
NCU05032	2
NCU05945	2
NCU06478	0
NCU02729	2
NCU04406	2
NCU09188	0
NCU02098	6
NCU03331	12
NCU16942	18
NCU00670	2
NCU04045	22
NCU09819	18
NCU02603	12
NCU04213	16
NCU06461	6
NCU03304	2
NCU08867	20
NCU09663	22
NCU10603	20
NCU00749	16
NCU00759	8
NCU01734	14
NCU02257	22
NCU05068	4
NCU07991	14
NCU08370	6
NCU03078	22
NCU05079	6
NCU04341	18
NCU00359	0
NCU01659	18
NCU02490	2
NCU05218	2
NCU07313	0
NCU07657	10
NCU11424	10
NCU09035	14
NCU02191	16
NCU02846	10
NCU05009	20
NCU05453	22
NCU01327	12
NCU01373	6
NCU01702	4
NCU02100	14
NCU04427	12
NCU01806	2
NCU09473	4
NCU02207	6
NCU00183	10
NCU01667	22
NCU00564	8
NCU02155	22
NCU17008	12
NCU09912	14
NCU05076	12
NCU05873	12
NCU00352	22
NCU09978	22
NCU00993	6
NCU03334	6
NCU08093	14
NCU09829	10
NCU00597	2
NCU03747	4
NCU01070	6
NCU04085	6
NCU07157	12
NCU03269	10
NCU04457	18
NCU09917	20
NCU02764	12
NCU02833	10
NCU02976	10
NCU03080	0
NCU03246	8
NCU03468	0
NCU04513	12
NCU05302	0
NCU06404	20
NCU06959	2
NCU11263	0
NCU02638	14
NCU10658	20
NCU04950	16
NCU05263	6
NCU05624	12
NCU08926	4
NCU02001	4
NCU06561	22
NCU16453	18
NCU04493	20
NCU09771	4
NCU10381	2
NCU09958	10
NCU06556	6
NCU04722	10
NCU07308	22
NCU02466	10
NCU03413	10
NCU03830	12
NCU06106	10
NCU00710	20
NCU02119	0
NCU02192	0
NCU04289	18
NCU04738	8
NCU09116	10
NCU09191	12
NCU10042	2
NCU00370	12
NCU02813	6
NCU05288	22
NCU02311	10
NCU02584	22
NCU08960	4
NCU01344	2
NCU06118	0
NCU00802	6
NCU16708	12
NCU09806	22
NCU09627	18
NCU09503	22
NCU02459	12
NCU00379	10
NCU01549	18
NCU02472	8
NCU02837	16
NCU06271	12
NCU08428	8
NCU09669	16
NCU09980	10
NCU17188	0
NCU11342	16
NCU02688	4
NCU01735	10
NCU03180	10
NCU05185	10
NCU09736	10
NCU05996	22
NCU07448	8
NCU08743	22
NCU05976	6
NCU01967	6
NCU02065	22
NCU02145	10
NCU05537	4
NCU08336	22
NCU08484	4
NCU08991	14
NCU08668	2
NCU06877	6
NCU02592	0
NCU03967	16
NCU00775	10
NCU01343	12
NCU02303	0
NCU05286	10
NCU08121	16
NCU02074	16
NCU08570	14
NCU06946	14
NCU06787	20
NCU02687	4
NCU16452	20
NCU00633	14
NCU01560	18
NCU04959	4
NCU03332	6
NCU00321	2
NCU09600	16
NCU04639	20
NCU01276	0
NCU01496	12
NCU03091	8
NCU03383	2
NCU07017	18
NCU08309	0
NCU09570	10
NCU16399	12
NCU12104	18
NCU04904	6
NCU07413	6
NCU00312	20
NCU00414	4
NCU06710	4
NCU09279	18
NCU01514	18
NCU01551	14
NCU03061	18
NCU04446	4
NCU06301	10
NCU07409	18
NCU16769	2
NCU17100	22
NCU04725	6
NCU03381	22
NCU09647	22
NCU01119	16
NCU01759	4
NCU09422	14
NCU02270	12
NCU08033	12
NCU01793	20
NCU04366	10
NCU07782	10
NCU07940	12
NCU10012	2
NCU16314	18
NCU03333	6
NCU07802	6
NCU16652	10
NCU03178	4
NCU00135	6
NCU00501	18
NCU07741	4
NCU00003	2
NCU09500	2
NCU09698	2
NCU00617	0
NCU01940	18
NCU02172	16
NCU07433	10
NCU08977	2
NCU01473	4
NCU06086	6
NCU06643	12
NCU07923	12
NCU03394	6
NCU07740	10
NCU08066	22
NCU01150	20
NCU06437	22
NCU06610	2
NCU09224	8
NCU01646	0
NCU03128	10
NCU03352	22
NCU08869	18
NCU06472	6
NCU02743	10
NCU08357	18
NCU01385	12
NCU01528	0
NCU03376	10
NCU01274	12
NCU03763	4
NCU06165	12
NCU04068	0
NCU04755	22
NCU01187	10
NCU04090	0
NCU06928	22
NCU07392	18
NCU07682	14
NCU09143	4
NCU11345	4
NCU06146	6
NCU07359	12
NCU09959	6
NCU02411	18
NCU02478	18
NCU03035	18
NCU08373	18
NCU01577	10
NCU02336	0
NCU02795	8
NCU03557	12
NCU04192	2
NCU04288	2
NCU04930	2
NCU07895	0
NCU02452	20
NCU02587	20
NCU08477	20
NCU09138	14
NCU03294	14
NCU08354	14
NCU02486	6
NCU03417	16
NCU05951	6
NCU00680	2
NCU03124	4
NCU08148	4
NCU09153	20
NCU03649	4
NCU07440	6
NCU07755	18
NCU09089	6
NCU11399	2
NCU01767	6
NCU06940	6
NCU04015	14
NCU04803	16
NCU00273	22
NCU04721	14
NCU08473	22
NCU00081	22
NCU01160	2
NCU01869	12
NCU02730	0
NCU06851	22
NCU07030	10
NCU07314	8
NCU16343	20
NCU01347	12
NCU09168	6
NCU09727	10
NCU08301	2
NCU05836	6
NCU06331	12
NCU02028	16
NCU16911	0
NCU04939	14
NCU06187	2
NCU00240	18
NCU02416	12
NCU02990	22
NCU05303	22
NCU09536	2
NCU16625	12
NCU16653	12
NCU06780	16
NCU08393	12
NCU08988	16
NCU10038	14
NCU00158	18
NCU00880	14
NCU00984	4
NCU05807	18
NCU07993	14
NCU08395	14
NCU10031	12
NCU05232	18
NCU16635	6
NCU05515	6
NCU16418	12
NCU00198	4
NCU00267	2
NCU04746	18
NCU06143	16
NCU00396	2
NCU01153	8
NCU01753	8
NCU04616	20
NCU05842	12
NCU06362	0
NCU09630	10
NCU09726	4
NCU00431	20
NCU04549	12
NCU07874	4
NCU00066	20
NCU08168	10
NCU08409	10
NCU01443	4
NCU01903	22
NCU02811	20
NCU05228	8
NCU10763	14
NCU05107	18
NCU08692	0
NCU00105	6
NCU08125	16
NCU00369	16
NCU00651	0
NCU01089	14
NCU00692	2
NCU01399	0
NCU01462	2
NCU01784	2
NCU02564	10
NCU07166	22
NCU06664	10
NCU01655	20
NCU01329	6
NCU04238	10
NCU01165	22
NCU01803	10
NCU04505	14
NCU17138	14
NCU01420	8
NCU06296	4
NCU03300	14
NCU07374	10
NCU07994	22
NCU00803	2
NCU01701	12
NCU02631	0
NCU05499	0
NCU06194	12
NCU06312	8
NCU09664	20
NCU06637	12
NCU01289	20
NCU04840	20
NCU01461	4
NCU01910	10
NCU02529	16
NCU04381	6
NCU01215	2
NCU02850	20
NCU02583	10
NCU02988	4
NCU08329	2
NCU08807	8
NCU10292	2
NCU05268	12
NCU06732	6
NCU11253	6
NCU04152	16
NCU06467	18
NCU16770	4
NCU01459	10
NCU00437	10
NCU01369	2
NCU01692	4
NCU03852	0
NCU05878	20
NCU06970	20
NCU09024	10
NCU16785	16
NCU17244	10
NCU08935	10
NCU07140	20
NCU01888	4
NCU02917	12
NCU01032	20
NCU08638	0
NCU09106	0
NCU00926	14
NCU01142	6
NCU01207	10
NCU02531	14
NCU03245	4
NCU03297	4
NCU06425	20
NCU11043	14
NCU09331	6
NCU05049	8
NCU00043	18
NCU00124	18
NCU02342	16
NCU03948	6
NCU02054	10
NCU02732	20
NCU03323	0
NCU04024	2
NCU04325	10
NCU06369	14
NCU08321	2
NCU08334	12
NCU08686	0
NCU09322	0
NCU04121	16
NCU09812	18
NCU16583	16
NCU09206	20
NCU08944	6
NCU04835	16
NCU05771	10
NCU07616	6
NCU05401	20
NCU06186	22
NCU05520	4
NCU05532	8
NCU00346	18
NCU02425	10
NCU01333	12
NCU04553	6
NCU07962	12
NCU09595	12
NCU00278	16
NCU02232	14
NCU05291	16
NCU04144	10
NCU00021	0
NCU00521	22
NCU01001	0
NCU01104	22
NCU01236	2
NCU03660	12
NCU04461	8
NCU04931	0
NCU06812	2
NCU07731	2
NCU09195	0
NCU11159	2
NCU17113	2
NCU06264	12
NCU02240	14
NCU07936	4
NCU05517	20
NCU04313	4
NCU01321	10
NCU02742	4
NCU03439	14
NCU03860	6
NCU07393	4
NCU07672	16
NCU07787	8
NCU09543	22
NCU17261	22
NCU08044	10
NCU04585	12
NCU06935	6
NCU16681	12
NCU06034	4
NCU07387	18
NCU08413	16
NCU00152	22
NCU05123	22
NCU05221	14
NCU08750	22
NCU00292	0
NCU00649	0
NCU00716	14
NCU03460	12
NCU03890	16
NCU05006	8
NCU06006	0
NCU06354	0
NCU07460	16
NCU07885	0
NCU00218	14
NCU08755	14
NCU00077	6
NCU02497	4
NCU08385	4
NCU07875	8
NCU16930	12
NCU03636	16
NCU08476	16
NCU09036	12
NCU00122	2
NCU01147	10
NCU02716	2
NCU04581	16
NCU05991	0
NCU06227	8
NCU07007	12
NCU09312	0
NCU08035	10
NCU06870	16
NCU03273	10
NCU06062	16
NCU00957	22
NCU01831	2
NCU02211	8
NCU02363	22
NCU05599	0
NCU00432	18
NCU00697	12
NCU07406	8
NCU07446	4
NCU09260	22
NCU11289	0
NCU11417	8
NCU12024	10
NCU02413	16
NCU02227	12
NCU08811	16
NCU09861	2
NCU01409	10
NCU04802	10
NCU02520	2
NCU03320	8
NCU03590	10
NCU03783	22
NCU06512	0
NCU06834	0
NCU02429	20
NCU01503	0
NCU01991	4
NCU06110	6
NCU02772	10
NCU09130	8
NCU09329	22
NCU00051	8
NCU00146	4
NCU01657	2
NCU09337	4
NCU09370	10
NCU03754	14
NCU00789	8
NCU01660	12
NCU02070	0
NCU07697	4
NCU08003	2
NCU09265	14
NCU09745	10
NCU10273	0
NCU10468	18
NCU16406	14
NCU08735	0
NCU09311	2
NCU09412	2
NCU10762	4
NCU02417	14
NCU06785	4
NCU07252	12
NCU07540	18
NCU16790	22
NCU06150	16
NCU00078	14
NCU02095	10
NCU06076	22
NCU07080	10
NCU02301	2
NCU00364	10
NCU06722	10
NCU08387	2
NCU09008	0
NCU09037	0
NCU09124	16
NCU09719	0
NCU16757	2
NCU09787	12
NCU00128	16
NCU05134	6
NCU04550	8
NCU06906	14
NCU04166	6
NCU02041	4
NCU02420	16
NCU06418	18
NCU17225	14
NCU04455	22
NCU01790	8
NCU03064	8
NCU03678	8
NCU03810	2
NCU04799	0
NCU07891	4
NCU08267	16
NCU08760	18
NCU02829	16
NCU04635	18
NCU07976	18
NCU02003	4
NCU07437	6
NCU02373	6
NCU04646	4
NCU05007	10
NCU06283	16
NCU05119	6
NCU07941	20
NCU03055	16
NCU00701	12
NCU00919	12
NCU02252	10
NCU05046	2
NCU06496	16
NCU01246	10
NCU02876	18
NCU06832	18
NCU16500	12
NCU00436	4
NCU02916	12
NCU17061	4
NCU00083	10
NCU02854	10
NCU01201	4
NCU02296	22
NCU09297	0
NCU02269	14
NCU02767	4
NCU04818	14
NCU05008	14
NCU09899	22
NCU10077	2
NCU00660	6
NCU09187	2
NCU00810	14
NCU00938	22
NCU01814	20
NCU01878	16
NCU02358	10
NCU03486	18
NCU04452	10
NCU08739	20
NCU09451	10
NCU10659	14
NCU12078	4
NCU09174	12
NCU01189	16
NCU06183	16
NCU08872	20
NCU09523	6
NCU02319	2
NCU04856	20
NCU06048	2
NCU00721	14
NCU02025	2
NCU05893	4
NCU07926	18
NCU09098	18
NCU09768	2
NCU16473	22
NCU08552	6
NCU10043	6
NCU01680	10
NCU01338	12
NCU02790	16
NCU04654	18
NCU00193	20
NCU02051	22
NCU03596	0
NCU03879	4
NCU10684	12
NCU10809	8
NCU08905	2
NCU04648	12
NCU11411	10
NCU08824	18
NCU01962	16
NCU04496	6
NCU06697	20
NCU02814	6
NCU05194	4
NCU05591	4
NCU02062	0
NCU04175	22
NCU06403	4
NCU06481	4
NCU00628	16
NCU02826	8
NCU07098	12
NCU00981	2
NCU16329	0
NCU05776	18
NCU08810	16
NCU02022	16
NCU00483	22
NCU02778	10
NCU03905	10
NCU05314	2
NCU03818	22
NCU11223	10
NCU15836	14
NCU04223	10
NCU04228	6
NCU05772	22
NCU07768	6
NCU08197	10
NCU08448	12
NCU09301	8
NCU05278	20
NCU03928	18
NCU04059	12
NCU00748	6
NCU01471	14
NCU05234	16
NCU03992	10
NCU04578	22
NCU06895	0
NCU07027	12
NCU00202	18
NCU02111	18
NCU02482	6
NCU08398	6
NCU00157	4
NCU02287	20
NCU02899	10
NCU05202	20
NCU09986	16
NCU10965	18
NCU04923	6
NCU00427	2
NCU01946	6
NCU02299	18
NCU02994	18
NCU03825	20
NCU09236	10
NCU10775	2
NCU11313	0
NCU00889	22
NCU00010	0
NCU00126	14
NCU01826	22
NCU08521	2
NCU00371	0
NCU02885	18
NCU03299	14
NCU04777	14
NCU05198	10
NCU05245	12
NCU09368	10
NCU12151	4
NCU04459	8
NCU06338	2
NCU01113	0
NCU03372	6
NCU06029	16
NCU08702	4
NCU03956	0
NCU06447	12
NCU06762	22
NCU03254	22
NCU06777	20
NCU07997	18
NCU00035	20
NCU04039	10
NCU09303	6
NCU01976	12
NCU00441	22
NCU00017	22
NCU02059	22
NCU06397	2
NCU06991	22
NCU00635	6
NCU02226	6
NCU06782	12
NCU07478	8
NCU00004	18
NCU07880	0
NCU00772	22
NCU04224	2
NCU04787	2
NCU06396	10
NCU07988	0
NCU09280	10
NCU04312	20
NCU06192	18
NCU01800	6
NCU01678	14
NCU02348	4
NCU04327	4
NCU06268	2
NCU07938	20
NCU01476	12
NCU01658	14
NCU05493	4
NCU07482	4
NCU07878	4
NCU04070	6
NCU05248	6
NCU08598	6
NCU04290	18
NCU00537	4
NCU05851	16
NCU08391	18
NCU17171	12
NCU00154	12
NCU03284	14
NCU06101	0
NCU06273	22
NCU08146	12
NCU08453	0
NCU06027	14
NCU08652	20
NCU02610	14
NCU03238	22
NCU05816	14
NCU00182	20
NCU02711	18
NCU09467	14
NCU03578	18
NCU01713	22
NCU03103	6
NCU03947	20
NCU05257	10
NCU04525	4
NCU09759	12
NCU01970	2
NCU01859	4
NCU09999	4
NCU10276	2
NCU02474	6
NCU06712	6
NCU07360	6
NCU09742	18
NCU06376	18
NCU01545	12
NCU01593	8
NCU02259	0
NCU04569	10
NCU05225	6
NCU05837	2
NCU06672	10
NCU07712	12
NCU11248	16
NCU16472	8
NCU00366	22
NCU04774	16
NCU05856	18
NCU05899	6
NCU03085	6
NCU03899	4
NCU08174	6
NCU01998	4
NCU03060	4
NCU07871	20
NCU09496	18
NCU09699	6
NCU16336	22
NCU06035	6
NCU06939	6
NCU08124	16
NCU01926	16
NCU00528	20
NCU01220	2
NCU01666	10
NCU03200	18
NCU06307	10
NCU06931	12
NCU08117	12
NCU01638	22
NCU08110	10
NCU08176	14
NCU00656	14
NCU07992	14
NCU01479	6
NCU07925	12
NCU04986	14
NCU05044	8
NCU07425	18
NCU07590	18
NCU07756	22
NCU09137	22
NCU07352	6
NCU09427	20
NCU01307	6
NCU01416	18
NCU01817	0
NCU06846	0
NCU09922	16
NCU08818	16
NCU01426	2
NCU01516	2
NCU02117	0
NCU04110	18
NCU03985	10
NCU09073	10
NCU00930	14
NCU01223	12
NCU06824	20
NCU17281	18
NCU00998	10
NCU01178	18
NCU04736	22
NCU03614	22
NCU04841	18
NCU07107	10
NCU00567	8
NCU04373	12
NCU03846	2
NCU08026	6
NCU03733	16
NCU04504	0
NCU00106	10
NCU00712	2
NCU07521	22
NCU08299	0
NCU09871	2
NCU07869	20
NCU05828	6
NCU09968	10
NCU01819	12
NCU04806	0
NCU00087	14
NCU05089	4
NCU05274	2
NCU07365	4
NCU08924	2
NCU06530	16
NCU07456	16
NCU01468	2
NCU02027	10
NCU02630	12
NCU03910	20
NCU04174	12
NCU05750	16
NCU06199	18
NCU07727	12
NCU09747	8
NCU12076	10
NCU00291	22
NCU02242	14
NCU09383	20
NCU16318	16
NCU01208	20
NCU02930	22
NCU07549	6
NCU02500	6
NCU03561	4
NCU08547	4
NCU04075	0
NCU00294	8
NCU01358	6
NCU02585	14
NCU03366	6
NCU03769	4
NCU05050	6
NCU07733	6
NCU09094	4
NCU00485	12
NCU16380	6
NCU01024	16
NCU09217	14
NCU01052	6
NCU03811	10
NCU03979	0
NCU04520	12
NCU05321	0
NCU07569	14
NCU00025	16
NCU16382	16
NCU01027	6
NCU03870	12
NCU07481	14
NCU02246	4
NCU05284	22
NCU02553	12
NCU03186	2
NCU00052	20
NCU01277	20
NCU07798	6
NCU04359	10
NCU11146	16
NCU02464	10
NCU02882	2
NCU03496	10
NCU04414	2
NCU06485	0
NCU07532	12
NCU08614	16
NCU09843	2
NCU16638	20
NCU02424	20
NCU03116	18
NCU07692	18
NCU16997	16
NCU00091	12
NCU01899	12
NCU01973	12
NCU05555	12
NCU09285	12
NCU00953	12
NCU03775	14
NCU04131	4
NCU11087	12
NCU05950	20
NCU06951	22
NCU00740	14
NCU02457	4
NCU04409	4
NCU04824	6
NCU07719	12
NCU07739	16
NCU10883	4
NCU02807	6
NCU05293	0
NCU02432	10
NCU05550	8
NCU05631	12
NCU07059	10
NCU09489	0
NCU03716	22
NCU00839	10
NCU01862	22
NCU16888	20
NCU06256	10
NCU08312	10
NCU06738	14
NCU09599	6
NCU00965	14
NCU05583	12
NCU07821	12
NCU09117	22
NCU10360	10
NCU05028	8
NCU05311	6
NCU00344	12
NCU00401	12
NCU01812	2
NCU02139	20
NCU02364	16
NCU02805	2
NCU03278	0
NCU05146	12
NCU07609	10
NCU06240	10
NCU04255	18
NCU08376	18
NCU16952	20
NCU04411	10
NCU07702	12
NCU01512	6
NCU09834	8
NCU00338	20
NCU00983	2
NCU08842	22
NCU09504	4
NCU00718	4
NCU01167	6
NCU06544	22
NCU07342	16
NCU11040	14
NCU12046	10
NCU02120	8
NCU16394	8
NCU09740	18
NCU00963	18
NCU00409	10
NCU00929	18
NCU01833	10
NCU02223	22
NCU02617	0
NCU02781	8
NCU02803	2
NCU03816	12
NCU05726	22
NCU07021	8
NCU08805	22
NCU00687	16
NCU02609	18
NCU04583	20
NCU00559	6
NCU01370	20
NCU16673	18
NCU08296	4
NCU07153	0
NCU00019	18
NCU00717	12
NCU00826	4
NCU02749	14
NCU03966	4
NCU05498	6
NCU09315	22
NCU11196	2
NCU03545	8
NCU08764	8
NCU00057	6
NCU00593	4
NCU01026	2
NCU01608	2
NCU04861	2
NCU07117	8
NCU08091	12
NCU10152	12
NCU01902	22
NCU00596	20
NCU06688	20
NCU08102	20
NCU07108	18
NCU04285	10
NCU06853	16
NCU09252	22
NCU09998	16
NCU02338	12
NCU03168	12
NCU03424	8
NCU05433	0
NCU03248	22
NCU08470	8
NCU08694	20
NCU00329	20
NCU06613	2
NCU07073	2
NCU00447	8
NCU03523	8
NCU05754	6
NCU16875	12
NCU01493	18
NCU03850	16
NCU04345	2
NCU06010	16
NCU06031	4
NCU06152	0
NCU06911	10
NCU07568	8
NCU07572	0
NCU08250	18
NCU16992	0
NCU08257	22
NCU03949	10
NCU06915	14
NCU07691	10
NCU02830	20
NCU07567	2
NCU00527	6
NCU02360	6
NCU03704	4
NCU04538	10
NCU06443	22
NCU08487	10
NCU16646	10
NCU16833	2
NCU03759	6
NCU08624	6
NCU09102	6
NCU02492	2
NCU00080	12
NCU03485	16
NCU06497	12
NCU09326	0
NCU16685	16
NCU03130	10
NCU03909	6
NCU05632	0
NCU06514	0
NCU16738	10
NCU06075	22
NCU01697	20
NCU03484	16
NCU02552	22
NCU10129	16
NCU07432	20
NCU08738	22
NCU03135	10
NCU03159	2
NCU03258	4
NCU04138	8
NCU05955	4
NCU06581	16
NCU07564	14
