	Phase	Circadian time Acrophase
NCU07661.7	10	22.666666666666664
NCU10351.7	10	22.666666666666664
NCU00397.7	6	18.4
NCU03117.7	0	12.0
NCU09259.7	22	11.466666666666669
NCU02935.7	4	16.266666666666666
NCU07298.7	10	22.666666666666664
NCU07404.7	20	9.333333333333329
NCU08821.7	12	0.8000000000000007
NCU07465.7	10	22.666666666666664
NCU03793.7	10	22.666666666666664
NCU16822.7	4	16.266666666666666
NCU01474.7	4	16.266666666666666
NCU04622.7	4	16.266666666666666
NCU03803.7	6	18.4
NCU17177.7	6	18.4
NCU11291.7	20	9.333333333333329
NCU11053.7	12	0.8000000000000007
NCU07379.7	22	11.466666666666669
NCU01290.7	2	14.133333333333333
NCU00936.7	10	22.666666666666664
NCU03827.7	6	18.4
NCU04284.7	10	22.666666666666664
NCU06961.7	16	5.066666666666666
NCU06687.7	12	0.8000000000000007
NCU01989.7	12	0.8000000000000007
NCU03908.7	10	22.666666666666664
NCU07468.7	12	0.8000000000000007
NCU08985.7	2	14.133333333333333
NCU01161.7	10	22.666666666666664
NCU01948.7	6	18.4
NCU09656.7	6	18.4
NCU09526.7	12	0.8000000000000007
NCU08218.7	0	12.0
NCU11368.7	10	22.666666666666664
NCU09476.7	6	18.4
NCU09521.7	4	16.266666666666666
NCU03280.7	6	18.4
NCU09123.7	22	11.466666666666669
NCU02890.7	14	2.9333333333333336
NCU03396.7	0	12.0
NCU09228.7	2	14.133333333333333
NCU03669.7	2	14.133333333333333
NCU11212.7	6	18.4
NCU03616.7	22	11.466666666666669
NCU06682.7	12	0.8000000000000007
NCU07935.7	12	0.8000000000000007
NCU11180.7	12	0.8000000000000007
NCU05782.7	4	16.266666666666666
NCU01906.7	14	2.9333333333333336
NCU08903.7	4	16.266666666666666
NCU00413.7	6	18.4
NCU10683.7	2	14.133333333333333
NCU02099.7	22	11.466666666666669
NCU01972.7	6	18.4
NCU09169.7	14	2.9333333333333336
NCU08990.7	4	16.266666666666666
NCU00811.7	22	11.466666666666669
NCU02002.7	2	14.133333333333333
NCU10400.7	10	22.666666666666664
NCU00472.7	12	0.8000000000000007
NCU01510.7	8	20.53333333333333
NCU09436.7	4	16.266666666666666
NCU02376.7	2	14.133333333333333
NCU07736.7	18	7.199999999999999
NCU09559.7	12	0.8000000000000007
NCU09043.7	2	14.133333333333333
NCU00863.7	10	22.666666666666664
NCU06290.7	10	22.666666666666664
NCU06658.7	4	16.266666666666666
NCU07700.7	2	14.133333333333333
NCU04281.7	6	18.4
NCU00673.7	4	16.266666666666666
NCU05069.7	10	22.666666666666664
NCU06308.7	0	12.0
NCU07831.7	4	16.266666666666666
NCU04336.7	6	18.4
NCU00145.7	4	16.266666666666666
NCU02509.7	4	16.266666666666666
NCU07467.7	10	22.666666666666664
NCU08352.7	4	16.266666666666666
NCU07281.7	10	22.666666666666664
NCU08998.7	12	0.8000000000000007
NCU02573.7	6	18.4
NCU04348.7	0	12.0
NCU06220.7	14	2.9333333333333336
NCU07064.7	14	2.9333333333333336
NCU05200.7	4	16.266666666666666
NCU06651.7	0	12.0
NCU16699.7	10	22.666666666666664
NCU09079.7	12	0.8000000000000007
NCU09210.7	2	14.133333333333333
NCU00030.7	2	14.133333333333333
NCU03988.7	4	16.266666666666666
NCU08954.7	10	22.666666666666664
NCU08512.7	8	20.53333333333333
NCU00064.7	10	22.666666666666664
NCU02110.7	2	14.133333333333333
NCU03154.7	12	0.8000000000000007
NCU02513.7	10	22.666666666666664
NCU01983.7	4	16.266666666666666
NCU07737.7	16	5.066666666666666
NCU08295.7	2	14.133333333333333
NCU09674.7	12	0.8000000000000007
NCU03393.7	4	16.266666666666666
NCU05421.7	6	18.4
NCU02076.7	2	14.133333333333333
NCU00404.7	0	12.0
NCU01827.7	2	14.133333333333333
NCU07200.7	6	18.4
NCU04473.7	4	16.266666666666666
NCU01882.7	2	14.133333333333333
NCU09975.7	14	2.9333333333333336
NCU05882.7	14	2.9333333333333336
NCU07380.7	4	16.266666666666666
NCU05838.7	12	0.8000000000000007
NCU00979.7	6	18.4
NCU07670.7	22	11.466666666666669
NCU05894.7	2	14.133333333333333
NCU08823.7	10	22.666666666666664
NCU04466.7	10	22.666666666666664
NCU02400.7	22	11.466666666666669
NCU00590.7	8	20.53333333333333
NCU02744.7	6	18.4
NCU09115.7	12	0.8000000000000007
NCU05988.7	8	20.53333333333333
NCU02057.7	22	11.466666666666669
NCU01083.7	0	12.0
NCU01221.7	6	18.4
NCU00911.7	10	22.666666666666664
NCU08048.7	14	2.9333333333333336
NCU07930.7	4	16.266666666666666
NCU06217.7	22	11.466666666666669
NCU04605.7	12	0.8000000000000007
NCU07233.7	10	22.666666666666664
NCU01362.7	14	2.9333333333333336
NCU07956.7	2	14.133333333333333
NCU03549.7	4	16.266666666666666
NCU02599.7	14	2.9333333333333336
NCU05974.7	22	11.466666666666669
NCU07033.7	12	0.8000000000000007
NCU01845.7	22	11.466666666666669
NCU04109.7	10	22.666666666666664
NCU01258.7	10	22.666666666666664
NCU07402.7	14	2.9333333333333336
NCU05552.7	6	18.4
NCU00636.7	14	2.9333333333333336
NCU05554.7	6	18.4
NCU09291.7	20	9.333333333333329
NCU01786.7	0	12.0
NCU00257.7	2	14.133333333333333
NCU08502.7	6	18.4
NCU09109.7	4	16.266666666666666
NCU06081.7	12	0.8000000000000007
NCU09976.7	16	5.066666666666666
NCU00549.7	4	16.266666666666666
NCU01904.7	4	16.266666666666666
NCU01376.7	10	22.666666666666664
NCU07273.7	10	22.666666666666664
NCU04407.7	6	18.4
NCU00777.7	0	12.0
NCU04800.7	10	22.666666666666664
NCU06679.7	4	16.266666666666666
NCU01905.7	4	16.266666666666666
NCU01007.7	8	20.53333333333333
NCU07266.7	6	18.4
NCU06845.7	22	11.466666666666669
NCU06926.7	20	9.333333333333329
NCU02343.7	14	2.9333333333333336
NCU03504.7	4	16.266666666666666
NCU03755.7	12	0.8000000000000007
NCU01949.7	6	18.4
NCU03102.7	4	16.266666666666666
NCU09602.7	8	20.53333333333333
NCU01957.7	22	11.466666666666669
NCU04570.7	18	7.199999999999999
NCU06542.7	6	18.4
NCU07121.7	18	7.199999999999999
NCU07547.7	2	14.133333333333333
NCU09349.7	2	14.133333333333333
NCU09910.7	10	22.666666666666664
NCU04160.7	22	11.466666666666669
NCU05490.7	14	2.9333333333333336
NCU02550.7	16	5.066666666666666
NCU01174.7	4	16.266666666666666
NCU02468.7	0	12.0
NCU04171.7	4	16.266666666666666
NCU00812.7	16	5.066666666666666
NCU03112.7	6	18.4
NCU16347.7	22	11.466666666666669
NCU03500.7	14	2.9333333333333336
NCU16466.7	4	16.266666666666666
NCU01233.7	14	2.9333333333333336
NCU04444.7	6	18.4
NCU07138.7	14	2.9333333333333336
NCU05620.7	4	16.266666666666666
NCU08847.7	22	11.466666666666669
NCU00137.7	6	18.4
NCU03151.7	8	20.53333333333333
NCU09598.7	4	16.266666666666666
NCU02932.7	2	14.133333333333333
NCU05889.7	4	16.266666666666666
NCU10733.7	4	16.266666666666666
NCU08358.7	2	14.133333333333333
NCU07338.7	10	22.666666666666664
NCU03343.7	4	16.266666666666666
NCU03415.7	4	16.266666666666666
NCU07129.7	20	9.333333333333329
NCU06272.7	0	12.0
NCU03177.7	2	14.133333333333333
NCU09170.7	10	22.666666666666664
NCU07699.7	6	18.4
NCU05855.7	22	11.466666666666669
NCU06261.7	4	16.266666666666666
NCU00618.7	4	16.266666666666666
NCU07922.7	22	11.466666666666669
NCU00784.7	6	18.4
NCU06576.7	12	0.8000000000000007
NCU00585.7	2	14.133333333333333
NCU00556.7	0	12.0
NCU06431.7	6	18.4
NCU02680.7	12	0.8000000000000007
NCU01524.7	2	14.133333333333333
NCU04086.7	6	18.4
NCU01102.7	4	16.266666666666666
NCU05598.7	14	2.9333333333333336
NCU00187.7	10	22.666666666666664
NCU08133.7	10	22.666666666666664
NCU08791.7	10	22.666666666666664
NCU06768.7	6	18.4
NCU07259.7	22	11.466666666666669
NCU07839.7	0	12.0
NCU00111.7	10	22.666666666666664
NCU00194.7	2	14.133333333333333
NCU08925.7	20	9.333333333333329
NCU04383.7	4	16.266666666666666
NCU04443.7	10	22.666666666666664
NCU05404.7	22	11.466666666666669
NCU06342.7	20	9.333333333333329
NCU02804.7	4	16.266666666666666
NCU00985.7	12	0.8000000000000007
NCU05525.7	14	2.9333333333333336
NCU00732.7	14	2.9333333333333336
NCU05716.7	12	0.8000000000000007
NCU05289.7	22	11.466666666666669
NCU08980.7	20	9.333333333333329
NCU03205.7	12	0.8000000000000007
NCU06137.7	10	22.666666666666664
NCU02605.7	22	11.466666666666669
NCU06107.7	6	18.4
NCU05419.7	10	22.666666666666664
NCU02950.7	2	14.133333333333333
NCU02726.7	20	9.333333333333329
NCU03241.7	2	14.133333333333333
NCU08341.7	2	14.133333333333333
NCU02371.7	10	22.666666666666664
NCU03313.7	14	2.9333333333333336
NCU06943.7	18	7.199999999999999
NCU04610.7	10	22.666666666666664
NCU07191.7	20	9.333333333333329
NCU06009.7	10	22.666666666666664
NCU06652.7	10	22.666666666666664
NCU00678.7	10	22.666666666666664
NCU04927.7	20	9.333333333333329
NCU01824.7	22	11.466666666666669
NCU01725.7	0	12.0
NCU03770.7	22	11.466666666666669
NCU04412.7	2	14.133333333333333
NCU02956.7	20	9.333333333333329
NCU00261.7	18	7.199999999999999
NCU04603.7	14	2.9333333333333336
NCU10008.7	6	18.4
NCU05161.7	14	2.9333333333333336
NCU05810.7	4	16.266666666666666
NCU06142.7	4	16.266666666666666
NCU09057.7	10	22.666666666666664
NCU02540.7	10	22.666666666666664
NCU09746.7	12	0.8000000000000007
NCU04370.7	10	22.666666666666664
NCU03302.7	8	20.53333333333333
NCU08344.7	6	18.4
NCU04270.7	6	18.4
NCU07408.7	6	18.4
NCU06111.7	12	0.8000000000000007
NCU09127.7	12	0.8000000000000007
NCU05347.7	8	20.53333333333333
NCU05287.7	6	18.4
NCU08669.7	6	18.4
NCU00420.7	22	11.466666666666669
NCU05118.7	14	2.9333333333333336
NCU08934.7	10	22.666666666666664
NCU09673.7	10	22.666666666666664
NCU06908.7	8	20.53333333333333
NCU01635.7	0	12.0
NCU11367.7	12	0.8000000000000007
NCU04268.7	2	14.133333333333333
NCU03610.7	4	16.266666666666666
NCU02802.7	12	0.8000000000000007
NCU06743.7	6	18.4
NCU01838.7	14	2.9333333333333336
NCU06843.7	6	18.4
NCU07035.7	12	0.8000000000000007
NCU03593.7	22	11.466666666666669
NCU05970.7	8	20.53333333333333
NCU07580.7	2	14.133333333333333
NCU00336.7	22	11.466666666666669
NCU05994.7	6	18.4
NCU00865.7	16	5.066666666666666
NCU11175.7	0	12.0
NCU04005.7	22	11.466666666666669
NCU07724.7	2	14.133333333333333
NCU08362.7	0	12.0
NCU06727.7	4	16.266666666666666
NCU06424.7	2	14.133333333333333
NCU00114.7	8	20.53333333333333
NCU01515.7	0	12.0
NCU04439.7	2	14.133333333333333
NCU03539.7	6	18.4
NCU00422.7	4	16.266666666666666
NCU09419.7	14	2.9333333333333336
NCU09895.7	6	18.4
NCU05680.7	22	11.466666666666669
NCU10055.7	10	22.666666666666664
NCU00576.7	20	9.333333333333329
NCU01821.7	4	16.266666666666666
NCU02419.7	4	16.266666666666666
NCU00406.7	18	7.199999999999999
NCU06201.7	12	0.8000000000000007
NCU01741.7	20	9.333333333333329
NCU08064.7	12	0.8000000000000007
NCU04016.7	10	22.666666666666664
NCU11311.7	6	18.4
NCU07688.7	18	7.199999999999999
NCU04921.7	14	2.9333333333333336
NCU03738.7	6	18.4
NCU09108.7	4	16.266666666666666
NCU04943.7	20	9.333333333333329
NCU08471.7	0	12.0
NCU00995.7	22	11.466666666666669
NCU03087.7	12	0.8000000000000007
NCU03779.7	10	22.666666666666664
NCU03922.7	10	22.666666666666664
NCU15829.7	22	11.466666666666669
NCU01675.7	2	14.133333333333333
NCU10567.7	20	9.333333333333329
NCU06876.7	10	22.666666666666664
NCU10498.7	4	16.266666666666666
NCU01072.7	2	14.133333333333333
NCU07826.7	4	16.266666666666666
NCU00372.7	0	12.0
NCU08173.7	6	18.4
NCU05804.7	0	12.0
NCU03290.7	2	14.133333333333333
NCU10747.7	0	12.0
NCU07553.7	18	7.199999999999999
NCU04106.7	12	0.8000000000000007
NCU03667.7	18	7.199999999999999
NCU03653.7	6	18.4
NCU02980.7	22	11.466666666666669
NCU03261.7	4	16.266666666666666
NCU06305.7	8	20.53333333333333
NCU02720.7	0	12.0
NCU08550.7	4	16.266666666666666
NCU08677.7	14	2.9333333333333336
NCU07921.7	14	2.9333333333333336
NCU01452.7	2	14.133333333333333
NCU03315.7	22	11.466666666666669
NCU00461.7	18	7.199999999999999
NCU01449.7	4	16.266666666666666
NCU03339.7	4	16.266666666666666
NCU07081.7	14	2.9333333333333336
NCU03255.7	6	18.4
NCU09220.7	12	0.8000000000000007
NCU05290.7	4	16.266666666666666
NCU08968.7	0	12.0
NCU02555.7	0	12.0
NCU03682.7	14	2.9333333333333336
NCU05844.7	14	2.9333333333333336
NCU07726.7	4	16.266666666666666
NCU07011.7	4	16.266666666666666
NCU09517.7	4	16.266666666666666
NCU09492.7	18	7.199999999999999
NCU04502.7	8	20.53333333333333
NCU06844.7	12	0.8000000000000007
NCU11195.7	10	22.666666666666664
NCU01170.7	2	14.133333333333333
NCU03023.7	10	22.666666666666664
NCU07495.7	10	22.666666666666664
NCU00864.7	14	2.9333333333333336
NCU02579.7	14	2.9333333333333336
NCU07717.7	4	16.266666666666666
NCU03702.7	4	16.266666666666666
NCU00232.7	0	12.0
NCU07385.7	8	20.53333333333333
NCU02026.7	16	5.066666666666666
NCU09824.7	18	7.199999999999999
NCU02302.7	4	16.266666666666666
NCU08709.7	22	11.466666666666669
NCU02707.7	4	16.266666666666666
NCU03703.7	8	20.53333333333333
NCU03622.7	22	11.466666666666669
NCU04342.7	4	16.266666666666666
NCU05157.7	14	2.9333333333333336
NCU01225.7	4	16.266666666666666
NCU03066.7	22	11.466666666666669
NCU08616.7	22	11.466666666666669
NCU11261.7	12	0.8000000000000007
NCU02754.7	0	12.0
NCU06771.7	20	9.333333333333329
NCU01612.7	2	14.133333333333333
NCU06242.7	6	18.4
NCU02602.7	6	18.4
NCU06120.7	12	0.8000000000000007
NCU06673.7	2	14.133333333333333
NCU07169.7	2	14.133333333333333
NCU03926.7	4	16.266666666666666
NCU06746.7	10	22.666666666666664
NCU07804.7	4	16.266666666666666
NCU09447.7	10	22.666666666666664
NCU04338.7	4	16.266666666666666
NCU00964.7	10	22.666666666666664
NCU04395.7	20	9.333333333333329
NCU01776.7	4	16.266666666666666
NCU01555.7	12	0.8000000000000007
NCU08434.7	0	12.0
NCU06632.7	6	18.4
NCU05160.7	14	2.9333333333333336
NCU09693.7	20	9.333333333333329
NCU00925.7	4	16.266666666666666
NCU06677.7	14	2.9333333333333336
NCU04430.7	12	0.8000000000000007
NCU03714.7	12	0.8000000000000007
NCU00468.7	22	11.466666666666669
NCU06469.7	4	16.266666666666666
NCU11027.7	4	16.266666666666666
NCU04485.7	4	16.266666666666666
NCU01115.7	0	12.0
NCU02407.7	4	16.266666666666666
NCU01644.7	10	22.666666666666664
NCU03560.7	4	16.266666666666666
NCU01331.7	4	16.266666666666666
NCU06923.7	22	11.466666666666669
NCU05718.7	12	0.8000000000000007
NCU03155.7	0	12.0
NCU06569.7	12	0.8000000000000007
NCU02718.7	20	9.333333333333329
NCU05084.7	10	22.666666666666664
NCU00486.7	20	9.333333333333329
NCU09847.7	18	7.199999999999999
NCU07083.7	6	18.4
NCU03963.7	6	18.4
NCU05276.7	20	9.333333333333329
NCU03150.7	4	16.266666666666666
NCU07349.7	12	0.8000000000000007
NCU02536.7	4	16.266666666666666
NCU02499.7	12	0.8000000000000007
NCU01613.7	0	12.0
NCU05987.7	18	7.199999999999999
NCU01914.7	10	22.666666666666664
NCU10053.7	22	11.466666666666669
NCU04315.7	0	12.0
NCU06854.7	2	14.133333333333333
NCU05714.7	8	20.53333333333333
NCU00434.7	2	14.133333333333333
NCU06090.7	2	14.133333333333333
NCU00458.7	6	18.4
NCU05593.7	10	22.666666666666664
NCU09013.7	10	22.666666666666664
NCU00522.7	10	22.666666666666664
NCU00714.7	10	22.666666666666664
NCU07904.7	4	16.266666666666666
NCU08695.7	16	5.066666666666666
NCU04676.7	6	18.4
NCU06279.7	4	16.266666666666666
NCU00453.7	2	14.133333333333333
NCU07063.7	20	9.333333333333329
NCU03778.7	4	16.266666666666666
NCU09579.7	10	22.666666666666664
NCU04196.7	22	11.466666666666669
NCU01994.7	8	20.53333333333333
NCU03015.7	2	14.133333333333333
NCU07678.7	18	7.199999999999999
NCU04917.7	22	11.466666666666669
NCU04017.7	2	14.133333333333333
NCU04194.7	10	22.666666666666664
NCU02755.7	4	16.266666666666666
NCU07906.7	10	22.666666666666664
NCU00643.7	14	2.9333333333333336
NCU08541.7	2	14.133333333333333
NCU08378.7	18	7.199999999999999
NCU02066.7	18	7.199999999999999
NCU02511.7	14	2.9333333333333336
NCU03954.7	4	16.266666666666666
NCU07014.7	6	18.4
NCU08678.7	6	18.4
NCU02665.7	14	2.9333333333333336
NCU07974.7	22	11.466666666666669
NCU02533.7	4	16.266666666666666
NCU04797.7	10	22.666666666666664
NCU03757.7	4	16.266666666666666
NCU01789.7	18	7.199999999999999
NCU08795.7	12	0.8000000000000007
NCU10226.7	12	0.8000000000000007
NCU03806.7	6	18.4
NCU01768.7	2	14.133333333333333
NCU01345.7	8	20.53333333333333
NCU04598.7	2	14.133333333333333
NCU02181.7	4	16.266666666666666
NCU07773.7	10	22.666666666666664
NCU00573.7	20	9.333333333333329
NCU09931.7	14	2.9333333333333336
NCU00706.7	4	16.266666666666666
NCU04385.7	10	22.666666666666664
NCU04122.7	4	16.266666666666666
NCU04795.7	6	18.4
NCU04996.7	6	18.4
NCU06347.7	10	22.666666666666664
NCU09380.7	0	12.0
NCU01183.7	2	14.133333333333333
NCU02127.7	4	16.266666666666666
NCU03635.7	4	16.266666666666666
NCU00622.7	10	22.666666666666664
NCU02020.7	0	12.0
NCU03423.7	14	2.9333333333333336
NCU04907.7	16	5.066666666666666
NCU09611.7	10	22.666666666666664
NCU01552.7	8	20.53333333333333
NCU00014.7	0	12.0
NCU08277.7	4	16.266666666666666
NCU03670.7	6	18.4
NCU07857.7	6	18.4
NCU08440.7	6	18.4
NCU09778.7	6	18.4
NCU04594.7	10	22.666666666666664
NCU08298.7	12	0.8000000000000007
NCU04462.7	4	16.266666666666666
NCU04514.7	22	11.466666666666669
NCU16374.7	12	0.8000000000000007
NCU05895.7	14	2.9333333333333336
NCU06409.7	18	7.199999999999999
NCU02748.7	12	0.8000000000000007
NCU03625.7	0	12.0
NCU07142.7	12	0.8000000000000007
NCU10467.7	4	16.266666666666666
NCU00464.7	6	18.4
NCU02621.7	4	16.266666666666666
NCU04216.7	0	12.0
NCU08396.7	20	9.333333333333329
NCU05418.7	20	9.333333333333329
NCU03741.7	10	22.666666666666664
NCU01060.7	12	0.8000000000000007
NCU01966.7	6	18.4
NCU06265.7	10	22.666666666666664
NCU08518.7	22	11.466666666666669
NCU08820.7	18	7.199999999999999
NCU04331.7	4	16.266666666666666
NCU00258.7	6	18.4
NCU05279.7	12	0.8000000000000007
NCU03606.7	4	16.266666666666666
NCU08793.7	20	9.333333333333329
NCU08627.7	6	18.4
NCU04584.7	20	9.333333333333329
NCU10011.7	2	14.133333333333333
NCU05064.7	8	20.53333333333333
NCU07725.7	0	12.0
NCU05921.7	6	18.4
NCU00400.7	14	2.9333333333333336
NCU09474.7	4	16.266666666666666
NCU09239.7	6	18.4
NCU08171.7	2	14.133333333333333
NCU11337.7	16	5.066666666666666
NCU05285.7	18	7.199999999999999
NCU10430.7	12	0.8000000000000007
NCU06419.7	22	11.466666666666669
NCU03797.7	10	22.666666666666664
NCU00241.7	22	11.466666666666669
NCU06003.7	22	11.466666666666669
NCU09894.7	4	16.266666666666666
NCU01121.7	6	18.4
NCU02460.7	2	14.133333333333333
NCU02701.7	4	16.266666666666666
NCU05777.7	4	16.266666666666666
NCU00399.7	14	2.9333333333333336
NCU17239.7	12	0.8000000000000007
NCU00350.7	10	22.666666666666664
NCU04247.7	4	16.266666666666666
NCU08272.7	4	16.266666666666666
NCU04287.7	4	16.266666666666666
NCU04645.7	18	7.199999999999999
NCU17258.7	12	0.8000000000000007
NCU00423.7	14	2.9333333333333336
NCU06783.7	6	18.4
NCU05426.7	12	0.8000000000000007
NCU06179.7	18	7.199999999999999
NCU03139.7	10	22.666666666666664
NCU04652.7	18	7.199999999999999
NCU09132.7	22	11.466666666666669
NCU06622.7	2	14.133333333333333
NCU03173.7	14	2.9333333333333336
NCU07814.7	4	16.266666666666666
NCU03807.7	2	14.133333333333333
NCU07850.7	22	11.466666666666669
