$Gene	CT12.0_WT	CT12.0_DeltaCSP-1	CT14.1_WT	CT14.1_DeltaCSP-1	CT16.3_WT	CT16.3_DeltaCSP-1	CT18.4_WT	CT18.4_DeltaCSP-1	CT20.5_WT	CT20.5_DeltaCSP-1	CT22.7_WT	CT22.7_DeltaCSP-1	CT0.8_WT	CT0.8_DeltaCSP-1	CT2.9_WT	CT2.9_DeltaCSP-1	CT5.1_WT	CT5.1_DeltaCSP-1	CT7.2_WT	CT7.2_DeltaCSP-1	CT9.3_WT	CT9.3_DeltaCSP-1	CT11.5_WT	CT11.5_DeltaCSP-1
NCU03886.7	1.848048096156426	0.8954715367323469	2.0	1.4383711467890776	1.848048096156426	1.848048096156426	1.4383711467890776	2.0	0.8954715367323469	1.848048096156426	0.38433852467434215	1.4383711467890776	0.060307379214091905	0.8954715367323467	0.02185239926619431	0.3843385246743418	0.28066019966134814	0.060307379214091905	0.7580781044003317	0.02185239926619431	1.3090169943749468	0.2806601996613487	1.7660444431189775	0.7580781044003317
NCU03890.7	0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016	
NCU03893.7	1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775	
NCU03897.7		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890774		0.8954715367323467		0.3843385246743418		0.06030737921409157		0.02185239926619431		0.2806601996613487
NCU03898.7		0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431
NCU03901.7	1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775	
NCU03906.7		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317
NCU03907.7		0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431
NCU03908.7	1.3090169943749472	0.060307379214092016	0.7580781044003322	0.38433852467434215	0.28066019966134903	0.8954715367323469	0.02185239926619431	1.4383711467890776	0.06030737921409146	1.848048096156426	0.38433852467434115	2.0	0.895471536732346	1.8480480961564258	1.438371146789077	1.4383711467890774	1.8480480961564256	0.8954715367323467	2.0	0.38433852467434115	1.8480480961564263	0.06030737921409157	1.438371146789078	0.02185239926619431
NCU03926.7	0.02185239926619431	1.848048096156426	0.06030737921409146	2.0	0.38433852467434115	1.848048096156426	0.8954715367323458	1.4383711467890776	1.4383711467890765	0.8954715367323469	1.8480480961564254	0.38433852467434215	2.0	0.060307379214091905	1.8480480961564265	0.02185239926619431	1.4383711467890783	0.28066019966134814	0.8954715367323476	0.7580781044003317	0.3843385246743425	1.3090169943749468	0.060307379214092016	1.7660444431189775
NCU03935.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU03936.7	0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317	
NCU03944.7		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701
NCU03948.7		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775
NCU03949.7	1.9902680687415704		1.7660444431189783		1.3090169943749481		0.7580781044003333		0.2806601996613497		0.021852399266194644		0.06030737921409135		0.3843385246743407		0.8954715367323454		1.4383711467890765		1.8480480961564254		2.0	
NCU03954.7	0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317	
NCU03955.7		0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431
NCU03956.7		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016
NCU03957.7	1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775	
NCU03967.7	1.848048096156426	1.848048096156426	2.0	2.0	1.848048096156426	1.848048096156426	1.4383711467890776	1.4383711467890776	0.8954715367323469	0.8954715367323469	0.38433852467434215	0.38433852467434215	0.060307379214091905	0.060307379214091905	0.02185239926619431	0.02185239926619431	0.28066019966134814	0.28066019966134814	0.7580781044003317	0.7580781044003317	1.3090169943749468	1.3090169943749468	1.7660444431189775	1.7660444431189775
NCU03971.7	0.060307379214092016	0.8954715367323469	0.38433852467434215	1.4383711467890776	0.8954715367323469	1.848048096156426	1.4383711467890776	2.0	1.848048096156426	1.848048096156426	2.0	1.4383711467890776	1.8480480961564258	0.8954715367323467	1.4383711467890774	0.3843385246743418	0.8954715367323467	0.060307379214091905	0.38433852467434115	0.02185239926619431	0.06030737921409157	0.2806601996613487	0.02185239926619431	0.7580781044003317
NCU03972.7		1.7660444431189772		1.3090169943749463		0.7580781044003313		0.28066019966134814		0.02185239926619431		0.060307379214091905		0.38433852467434215		0.8954715367323469		1.4383711467890778		1.8480480961564263		2.0		1.8480480961564258
NCU03973.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU03975.7	1.848048096156426	0.060307379214092016	2.0	0.38433852467434215	1.848048096156426	0.8954715367323469	1.4383711467890776	1.4383711467890776	0.8954715367323469	1.848048096156426	0.38433852467434215	2.0	0.060307379214091905	1.8480480961564258	0.02185239926619431	1.4383711467890774	0.28066019966134814	0.8954715367323467	0.7580781044003317	0.38433852467434115	1.3090169943749468	0.06030737921409157	1.7660444431189775	0.02185239926619431
NCU03979.7	1.848048096156426	1.848048096156426	2.0	2.0	1.848048096156426	1.848048096156426	1.4383711467890776	1.4383711467890776	0.8954715367323469	0.8954715367323469	0.38433852467434215	0.38433852467434215	0.060307379214091905	0.060307379214091905	0.02185239926619431	0.02185239926619431	0.28066019966134814	0.28066019966134814	0.7580781044003317	0.7580781044003317	1.3090169943749468	1.3090169943749468	1.7660444431189775	1.7660444431189775
NCU03988.7		1.3090169943749472		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.895471536732346		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078
NCU03990.7		1.9902680687415704		1.7660444431189783		1.3090169943749481		0.7580781044003333		0.2806601996613497		0.021852399266194644		0.06030737921409135		0.3843385246743407		0.8954715367323454		1.4383711467890765		1.8480480961564254		2.0
NCU03992.7	2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701	
NCU03995.7	1.3090169943749472		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.895471536732346		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078	
NCU03997.7	1.3090169943749472		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.895471536732346		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078	
NCU04001.7		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468
NCU04015.7		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468
NCU04017.7		1.7660444431189772		1.3090169943749463		0.7580781044003313		0.28066019966134814		0.02185239926619431		0.060307379214091905		0.38433852467434215		0.8954715367323469		1.4383711467890778		1.8480480961564263		2.0		1.8480480961564258
NCU04020.7		1.3090169943749472		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.895471536732346		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078
NCU04022.7	1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775	
NCU04024.7		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564256		2.0		1.8480480961564265		1.438371146789078		0.8954715367323476		0.3843385246743425
NCU04042.7		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775
NCU04047.7	0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016	
NCU04051.7		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890774		0.8954715367323467		0.3843385246743418		0.06030737921409157		0.02185239926619431		0.2806601996613487
NCU04059.7	1.9902680687415704	1.7660444431189772	1.7660444431189783	1.3090169943749463	1.3090169943749481	0.7580781044003313	0.7580781044003333	0.28066019966134814	0.2806601996613497	0.02185239926619431	0.021852399266194644	0.060307379214091905	0.06030737921409135	0.38433852467434215	0.3843385246743407	0.8954715367323469	0.8954715367323454	1.4383711467890778	1.4383711467890765	1.8480480961564263	1.8480480961564254	2.0	2.0	1.8480480961564258
NCU04063.7		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701
NCU04068.7	0.02185239926619431	0.02185239926619431	0.06030737921409146	0.06030737921409146	0.38433852467434115	0.38433852467434115	0.8954715367323458	0.8954715367323458	1.4383711467890765	1.4383711467890765	1.8480480961564254	1.8480480961564254	2.0	2.0	1.8480480961564265	1.8480480961564265	1.4383711467890783	1.4383711467890783	0.8954715367323476	0.8954715367323476	0.3843385246743425	0.3843385246743425	0.060307379214092016	0.060307379214092016
NCU04069.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU04071.7	2.0	2.0	1.848048096156426	1.848048096156426	1.4383711467890776	1.4383711467890776	0.8954715367323469	0.8954715367323469	0.38433852467434215	0.38433852467434215	0.060307379214092016	0.060307379214092016	0.02185239926619431	0.02185239926619431	0.28066019966134814	0.28066019966134814	0.7580781044003315	0.7580781044003315	1.3090169943749468	1.3090169943749468	1.7660444431189775	1.7660444431189775	1.9902680687415701	1.9902680687415701
NCU04073.7		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317
NCU04074.7	1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775	
NCU04077.7	1.3090169943749472		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.895471536732346		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078	
NCU04086.7	1.9902680687415704	1.9902680687415704	1.7660444431189783	1.7660444431189783	1.3090169943749481	1.3090169943749481	0.7580781044003333	0.7580781044003333	0.2806601996613497	0.2806601996613497	0.021852399266194644	0.021852399266194644	0.06030737921409135	0.06030737921409135	0.3843385246743407	0.3843385246743407	0.8954715367323454	0.8954715367323454	1.4383711467890765	1.4383711467890765	1.8480480961564254	1.8480480961564254	2.0	2.0
NCU04087.7		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317
NCU04090.7		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775
NCU04097.7	1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775	
NCU04100.7	0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317	
NCU04101.7		1.9902680687415704		1.7660444431189783		1.3090169943749481		0.7580781044003333		0.2806601996613497		0.021852399266194644		0.06030737921409135		0.3843385246743407		0.8954715367323454		1.4383711467890765		1.8480480961564254		2.0
NCU04104.7		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701
NCU04105.7	1.9902680687415704		1.7660444431189783		1.3090169943749481		0.7580781044003333		0.2806601996613497		0.021852399266194644		0.06030737921409135		0.3843385246743407		0.8954715367323454		1.4383711467890765		1.8480480961564254		2.0	
NCU04106.7		0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431
NCU04108.7	1.4383711467890776	0.38433852467434215	1.848048096156426	0.8954715367323469	2.0	1.4383711467890776	1.848048096156426	1.848048096156426	1.4383711467890776	2.0	0.8954715367323469	1.848048096156426	0.3843385246743418	1.4383711467890774	0.060307379214091905	0.8954715367323467	0.02185239926619431	0.3843385246743418	0.2806601996613487	0.06030737921409157	0.7580781044003317	0.02185239926619431	1.3090169943749468	0.2806601996613487
NCU04110.7	1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468	
NCU04114.7	2.0	0.02185239926619431	1.848048096156426	0.06030737921409146	1.4383711467890776	0.38433852467434115	0.8954715367323469	0.8954715367323458	0.38433852467434215	1.4383711467890765	0.060307379214092016	1.8480480961564254	0.02185239926619431	2.0	0.28066019966134814	1.8480480961564265	0.7580781044003315	1.4383711467890783	1.3090169943749468	0.8954715367323476	1.7660444431189775	0.3843385246743425	1.9902680687415701	0.060307379214092016
NCU04116.7	1.3090169943749472		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.895471536732346		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078	
NCU04117.7		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775
NCU04118.7	1.848048096156426	0.060307379214092016	2.0	0.38433852467434215	1.848048096156426	0.8954715367323469	1.4383711467890776	1.4383711467890776	0.8954715367323469	1.848048096156426	0.38433852467434215	2.0	0.060307379214091905	1.8480480961564258	0.02185239926619431	1.4383711467890774	0.28066019966134814	0.8954715367323467	0.7580781044003317	0.38433852467434115	1.3090169943749468	0.06030737921409157	1.7660444431189775	0.02185239926619431
NCU04129.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU04137.7		1.9902680687415704		1.7660444431189783		1.3090169943749481		0.7580781044003333		0.2806601996613497		0.021852399266194644		0.06030737921409135		0.3843385246743407		0.8954715367323454		1.4383711467890765		1.8480480961564254		2.0
NCU04138.7	1.848048096156426	1.848048096156426	2.0	2.0	1.848048096156426	1.848048096156426	1.4383711467890776	1.4383711467890776	0.8954715367323469	0.8954715367323469	0.38433852467434215	0.38433852467434215	0.060307379214091905	0.060307379214091905	0.02185239926619431	0.02185239926619431	0.28066019966134814	0.28066019966134814	0.7580781044003317	0.7580781044003317	1.3090169943749468	1.3090169943749468	1.7660444431189775	1.7660444431189775
NCU04142.7		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701
NCU04144.7	0.7580781044003322	1.848048096156426	0.28066019966134903	2.0	0.02185239926619431	1.848048096156426	0.06030737921409146	1.4383711467890776	0.38433852467434115	0.8954715367323469	0.8954715367323458	0.38433852467434215	1.438371146789077	0.060307379214091905	1.8480480961564256	0.02185239926619431	2.0	0.28066019966134814	1.8480480961564263	0.7580781044003317	1.438371146789078	1.3090169943749468	0.8954715367323476	1.7660444431189775
NCU04145.7		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468
NCU04151.7	1.4383711467890776	1.7660444431189772	1.848048096156426	1.3090169943749463	2.0	0.7580781044003313	1.848048096156426	0.28066019966134814	1.4383711467890776	0.02185239926619431	0.8954715367323469	0.060307379214091905	0.3843385246743418	0.38433852467434215	0.060307379214091905	0.8954715367323469	0.02185239926619431	1.4383711467890778	0.2806601996613487	1.8480480961564263	0.7580781044003317	2.0	1.3090169943749468	1.8480480961564258
NCU04156.7	1.848048096156426	0.02185239926619431	2.0	0.06030737921409146	1.848048096156426	0.38433852467434115	1.4383711467890776	0.8954715367323458	0.8954715367323469	1.4383711467890765	0.38433852467434215	1.8480480961564254	0.060307379214091905	2.0	0.02185239926619431	1.8480480961564265	0.28066019966134814	1.4383711467890783	0.7580781044003317	0.8954715367323476	1.3090169943749468	0.3843385246743425	1.7660444431189775	0.060307379214092016
NCU04161.7	1.7660444431189772		1.3090169943749463		0.7580781044003313		0.28066019966134814		0.02185239926619431		0.060307379214091905		0.38433852467434215		0.8954715367323469		1.4383711467890778		1.8480480961564263		2.0		1.8480480961564258	
NCU04166.7	0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078		0.8954715367323476	
NCU04171.7	1.848048096156426	0.02185239926619431	2.0	0.06030737921409146	1.848048096156426	0.38433852467434115	1.4383711467890776	0.8954715367323458	0.8954715367323469	1.4383711467890765	0.38433852467434215	1.8480480961564254	0.060307379214091905	2.0	0.02185239926619431	1.8480480961564265	0.28066019966134814	1.4383711467890783	0.7580781044003317	0.8954715367323476	1.3090169943749468	0.3843385246743425	1.7660444431189775	0.060307379214092016
NCU04181.7	1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775	
NCU04185.7	1.3090169943749472		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.895471536732346		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078	
NCU04187.7	1.9902680687415704		1.7660444431189783		1.3090169943749481		0.7580781044003333		0.2806601996613497		0.021852399266194644		0.06030737921409135		0.3843385246743407		0.8954715367323454		1.4383711467890765		1.8480480961564254		2.0	
NCU04189.7	1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775	
NCU04192.7		1.9902680687415704		1.7660444431189783		1.3090169943749481		0.7580781044003333		0.2806601996613497		0.021852399266194644		0.06030737921409135		0.3843385246743407		0.8954715367323454		1.4383711467890765		1.8480480961564254		2.0
NCU04194.7		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890774		0.8954715367323467		0.3843385246743418		0.06030737921409157		0.02185239926619431		0.2806601996613487
NCU04196.7		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016
NCU04197.7	1.9902680687415704		1.7660444431189783		1.3090169943749481		0.7580781044003333		0.2806601996613497		0.021852399266194644		0.06030737921409135		0.3843385246743407		0.8954715367323454		1.4383711467890765		1.8480480961564254		2.0	
NCU04198.7	1.848048096156426	2.0	2.0	1.848048096156426	1.848048096156426	1.4383711467890776	1.4383711467890776	0.8954715367323469	0.8954715367323469	0.38433852467434215	0.38433852467434215	0.060307379214092016	0.060307379214091905	0.02185239926619431	0.02185239926619431	0.28066019966134814	0.28066019966134814	0.7580781044003315	0.7580781044003317	1.3090169943749468	1.3090169943749468	1.7660444431189775	1.7660444431189775	1.9902680687415701
NCU04201.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU04202.7	2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701	
NCU04203.7	2.0	2.0	1.848048096156426	1.848048096156426	1.4383711467890776	1.4383711467890776	0.8954715367323469	0.8954715367323469	0.38433852467434215	0.38433852467434215	0.060307379214092016	0.060307379214092016	0.02185239926619431	0.02185239926619431	0.28066019966134814	0.28066019966134814	0.7580781044003315	0.7580781044003315	1.3090169943749468	1.3090169943749468	1.7660444431189775	1.7660444431189775	1.9902680687415701	1.9902680687415701
NCU04212.7	0.7580781044003322	1.9902680687415704	0.28066019966134903	1.7660444431189783	0.02185239926619431	1.3090169943749481	0.06030737921409146	0.7580781044003333	0.38433852467434115	0.2806601996613497	0.8954715367323458	0.021852399266194644	1.438371146789077	0.06030737921409135	1.8480480961564256	0.3843385246743407	2.0	0.8954715367323454	1.8480480961564263	1.4383711467890765	1.438371146789078	1.8480480961564254	0.8954715367323476	2.0
NCU04213.7	2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701	
NCU04216.7		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016
NCU04221.7	1.7660444431189772	2.0	1.3090169943749463	1.848048096156426	0.7580781044003313	1.4383711467890776	0.28066019966134814	0.8954715367323469	0.02185239926619431	0.38433852467434215	0.060307379214091905	0.060307379214092016	0.38433852467434215	0.02185239926619431	0.8954715367323469	0.28066019966134814	1.4383711467890778	0.7580781044003315	1.8480480961564263	1.3090169943749468	2.0	1.7660444431189775	1.8480480961564258	1.9902680687415701
NCU04225.7	1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775	
NCU04227.7	2.0	2.0	1.848048096156426	1.848048096156426	1.4383711467890776	1.4383711467890776	0.8954715367323469	0.8954715367323469	0.38433852467434215	0.38433852467434215	0.060307379214092016	0.060307379214092016	0.02185239926619431	0.02185239926619431	0.28066019966134814	0.28066019966134814	0.7580781044003315	0.7580781044003315	1.3090169943749468	1.3090169943749468	1.7660444431189775	1.7660444431189775	1.9902680687415701	1.9902680687415701
NCU04230.7	0.02185239926619431	1.848048096156426	0.06030737921409146	2.0	0.38433852467434115	1.848048096156426	0.8954715367323458	1.4383711467890776	1.4383711467890765	0.8954715367323469	1.8480480961564254	0.38433852467434215	2.0	0.060307379214091905	1.8480480961564265	0.02185239926619431	1.4383711467890783	0.28066019966134814	0.8954715367323476	0.7580781044003317	0.3843385246743425	1.3090169943749468	0.060307379214092016	1.7660444431189775
NCU04238.7	1.3090169943749472		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.895471536732346		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078	
NCU04246.7		1.9902680687415704		1.7660444431189783		1.3090169943749481		0.7580781044003333		0.2806601996613497		0.021852399266194644		0.06030737921409135		0.3843385246743407		0.8954715367323454		1.4383711467890765		1.8480480961564254		2.0
NCU04247.7	1.3090169943749472	2.0	0.7580781044003322	1.848048096156426	0.28066019966134903	1.4383711467890776	0.02185239926619431	0.8954715367323469	0.06030737921409146	0.38433852467434215	0.38433852467434115	0.060307379214092016	0.895471536732346	0.02185239926619431	1.438371146789077	0.28066019966134814	1.8480480961564256	0.7580781044003315	2.0	1.3090169943749468	1.8480480961564263	1.7660444431189775	1.438371146789078	1.9902680687415701
NCU04260.7	1.3090169943749472		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.895471536732346		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078	
NCU04261.7		0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431
NCU04264.7	0.38433852467434215	0.7580781044003322	0.8954715367323469	0.28066019966134903	1.4383711467890776	0.02185239926619431	1.848048096156426	0.06030737921409146	2.0	0.38433852467434115	1.848048096156426	0.8954715367323458	1.4383711467890774	1.438371146789077	0.8954715367323467	1.8480480961564256	0.3843385246743418	2.0	0.06030737921409157	1.8480480961564263	0.02185239926619431	1.438371146789078	0.2806601996613487	0.8954715367323476
NCU04265.7	1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775	
