Gene	variable	value	Average	CircadianTime	Measurement	PathwayClass
NCU06075.7	CT9.3_protein	1.7660444431189777	False	9.3	protein	Pentose-Phosphate-Cycle
NCU02252.7	CT9.3_protein	1.7660444431189777	False	9.3	protein	Pentose-Phosphate-Cycle
NCU07550.7	CT9.3_protein	1.7660444431189777	False	9.3	protein	Pentose-Phosphate-Cycle
NCU02193.7	CT9.3_protein	0.021852399266194308	False	9.3	protein	Pentose-Phosphate-Cycle
NCU07281.7	CT9.3_protein	1.7660444431189777	False	9.3	protein	Pentose-Phosphate-Cycle
NCU03100.7	CT9.3_protein	0.021852399266194308	False	9.3	protein	Pentose-Phosphate-Cycle
NCU09111.7	CT9.3_protein	0.06030737921409157	False	9.3	protein	Pentose-Phosphate-Cycle
Average	CT9.3_protein	0.8404629065830178	True	9.3	protein	Pentose-Phosphate-Cycle
NCU03254.7	CT11.5_RNA	2.0	False	11.5	RNA	Pentose-Phosphate-Cycle
NCU04963.7	CT11.5_RNA	1.7660444431189777	False	11.5	RNA	Pentose-Phosphate-Cycle
NCU07169.7	CT11.5_RNA	1.7660444431189777	False	11.5	RNA	Pentose-Phosphate-Cycle
NCU06075.7	CT11.5_RNA	2.0	False	11.5	RNA	Pentose-Phosphate-Cycle
NCU02252.7	CT11.5_RNA	0.021852399266194308	False	11.5	RNA	Pentose-Phosphate-Cycle
NCU07550.7	CT11.5_RNA	0.021852399266194308	False	11.5	RNA	Pentose-Phosphate-Cycle
NCU02193.7	CT11.5_RNA	1.7660444431189777	False	11.5	RNA	Pentose-Phosphate-Cycle
NCU07281.7	CT11.5_RNA	0.021852399266194308	False	11.5	RNA	Pentose-Phosphate-Cycle
NCU03100.7	CT11.5_RNA	0.021852399266194308	False	11.5	RNA	Pentose-Phosphate-Cycle
NCU09111.7	CT11.5_RNA	1.3090169943749468	False	11.5	RNA	Pentose-Phosphate-Cycle
Average	CT11.5_RNA	1.0694559920796656	True	11.5	RNA	Pentose-Phosphate-Cycle
NCU03254.7	CT11.5_protein	0.3843385246743425	False	11.5	protein	Pentose-Phosphate-Cycle
NCU04963.7	CT11.5_protein	0.021852399266194308	False	11.5	protein	Pentose-Phosphate-Cycle
NCU07169.7	CT11.5_protein	0.7580781044003317	False	11.5	protein	Pentose-Phosphate-Cycle
NCU06075.7	CT11.5_protein	1.99026806874157	False	11.5	protein	Pentose-Phosphate-Cycle
NCU02252.7	CT11.5_protein	1.99026806874157	False	11.5	protein	Pentose-Phosphate-Cycle
NCU07550.7	CT11.5_protein	1.99026806874157	False	11.5	protein	Pentose-Phosphate-Cycle
NCU02193.7	CT11.5_protein	0.2806601996613487	False	11.5	protein	Pentose-Phosphate-Cycle
NCU07281.7	CT11.5_protein	1.99026806874157	False	11.5	protein	Pentose-Phosphate-Cycle
NCU03100.7	CT11.5_protein	0.2806601996613487	False	11.5	protein	Pentose-Phosphate-Cycle
NCU09111.7	CT11.5_protein	0.021852399266194308	False	11.5	protein	Pentose-Phosphate-Cycle
Average	CT11.5_protein	0.970851410189604	True	11.5	protein	Pentose-Phosphate-Cycle
