$Gene	CT12.0_RNA	CT12.0_protein	CT14.1_RNA	CT14.1_protein	CT16.3_RNA	CT16.3_protein	CT18.4_RNA	CT18.4_protein	CT20.5_RNA	CT20.5_protein	CT22.7_RNA	CT22.7_protein	CT0.8_RNA	CT0.8_protein	CT2.9_RNA	CT2.9_protein	CT5.1_RNA	CT5.1_protein	CT7.2_RNA	CT7.2_protein	CT9.3_RNA	CT9.3_protein	CT11.5_RNA	CT11.5_protein
NCU02793.7		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890774		0.8954715367323467		0.3843385246743418		0.06030737921409157		0.02185239926619431		0.2806601996613487
NCU02794.7	2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701	
NCU02795.7	0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890774		0.8954715367323467		0.3843385246743418		0.06030737921409157		0.02185239926619431		0.2806601996613487	
NCU02797.7	0.060307379214092016	2.0	0.38433852467434215	1.848048096156426	0.8954715367323469	1.4383711467890776	1.4383711467890776	0.8954715367323469	1.848048096156426	0.38433852467434215	2.0	0.060307379214092016	1.8480480961564258	0.02185239926619431	1.4383711467890774	0.28066019966134814	0.8954715367323467	0.7580781044003315	0.38433852467434115	1.3090169943749468	0.06030737921409157	1.7660444431189775	0.02185239926619431	1.9902680687415701
NCU02798.7		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701
NCU02800.7	1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468	
NCU02802.7	0.02185239926619431	0.060307379214092016	0.06030737921409146	0.38433852467434215	0.38433852467434115	0.8954715367323469	0.8954715367323458	1.4383711467890776	1.4383711467890765	1.848048096156426	1.8480480961564254	2.0	2.0	1.8480480961564258	1.8480480961564265	1.4383711467890774	1.4383711467890783	0.8954715367323467	0.8954715367323476	0.38433852467434115	0.3843385246743425	0.06030737921409157	0.060307379214092016	0.02185239926619431
NCU02803.7	1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775	
NCU02804.7	1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468	
NCU02806.7		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890774		0.8954715367323467		0.3843385246743418		0.06030737921409157		0.02185239926619431		0.2806601996613487
NCU02807.7	0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317	
NCU02808.7	2.0	1.848048096156426	1.848048096156426	2.0	1.4383711467890776	1.848048096156426	0.8954715367323469	1.4383711467890776	0.38433852467434215	0.8954715367323469	0.060307379214092016	0.38433852467434215	0.02185239926619431	0.060307379214091905	0.28066019966134814	0.02185239926619431	0.7580781044003315	0.28066019966134814	1.3090169943749468	0.7580781044003317	1.7660444431189775	1.3090169943749468	1.9902680687415701	1.7660444431189775
NCU02810.7	1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468	
NCU02811.7	1.7660444431189772		1.3090169943749463		0.7580781044003313		0.28066019966134814		0.02185239926619431		0.060307379214091905		0.38433852467434215		0.8954715367323469		1.4383711467890778		1.8480480961564263		2.0		1.8480480961564258	
NCU02813.7	0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317	
NCU02814.7	0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317	
NCU02815.7		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468
NCU02819.7	0.060307379214092016	1.7660444431189772	0.38433852467434215	1.3090169943749463	0.8954715367323469	0.7580781044003313	1.4383711467890776	0.28066019966134814	1.848048096156426	0.02185239926619431	2.0	0.060307379214091905	1.8480480961564258	0.38433852467434215	1.4383711467890774	0.8954715367323469	0.8954715367323467	1.4383711467890778	0.38433852467434115	1.8480480961564263	0.06030737921409157	2.0	0.02185239926619431	1.8480480961564258
NCU02829.7	0.7580781044003322	1.9902680687415704	0.28066019966134903	1.7660444431189783	0.02185239926619431	1.3090169943749481	0.06030737921409146	0.7580781044003333	0.38433852467434115	0.2806601996613497	0.8954715367323458	0.021852399266194644	1.438371146789077	0.06030737921409135	1.8480480961564256	0.3843385246743407	2.0	0.8954715367323454	1.8480480961564263	1.4383711467890765	1.438371146789078	1.8480480961564254	0.8954715367323476	2.0
NCU02830.7	1.7660444431189772		1.3090169943749463		0.7580781044003313		0.28066019966134814		0.02185239926619431		0.060307379214091905		0.38433852467434215		0.8954715367323469		1.4383711467890778		1.8480480961564263		2.0		1.8480480961564258	
NCU02833.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU02837.7	0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078		0.8954715367323476	
NCU02839.7		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317
NCU02846.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU02849.7		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468
NCU02885.7	1.3090169943749472		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.895471536732346		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078	
NCU02887.7	0.060307379214092016	0.060307379214092016	0.38433852467434215	0.38433852467434215	0.8954715367323469	0.8954715367323469	1.4383711467890776	1.4383711467890776	1.848048096156426	1.848048096156426	2.0	2.0	1.8480480961564258	1.8480480961564258	1.4383711467890774	1.4383711467890774	0.8954715367323467	0.8954715367323467	0.38433852467434115	0.38433852467434115	0.06030737921409157	0.06030737921409157	0.02185239926619431	0.02185239926619431
NCU02888.7	1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468	
NCU02890.7	0.28066019966134903	0.28066019966134903	0.02185239926619431	0.02185239926619431	0.06030737921409146	0.06030737921409146	0.38433852467434115	0.38433852467434115	0.8954715367323458	0.8954715367323458	1.4383711467890765	1.4383711467890765	1.8480480961564256	1.8480480961564256	2.0	2.0	1.8480480961564265	1.8480480961564265	1.438371146789078	1.438371146789078	0.8954715367323476	0.8954715367323476	0.3843385246743425	0.3843385246743425
NCU02894.7	0.060307379214092016	1.848048096156426	0.38433852467434215	2.0	0.8954715367323469	1.848048096156426	1.4383711467890776	1.4383711467890776	1.848048096156426	0.8954715367323469	2.0	0.38433852467434215	1.8480480961564258	0.060307379214091905	1.4383711467890774	0.02185239926619431	0.8954715367323467	0.28066019966134814	0.38433852467434115	0.7580781044003317	0.06030737921409157	1.3090169943749468	0.02185239926619431	1.7660444431189775
NCU02899.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU02904.7	0.7580781044003322	1.848048096156426	0.28066019966134903	2.0	0.02185239926619431	1.848048096156426	0.06030737921409146	1.4383711467890776	0.38433852467434115	0.8954715367323469	0.8954715367323458	0.38433852467434215	1.438371146789077	0.060307379214091905	1.8480480961564256	0.02185239926619431	2.0	0.28066019966134814	1.8480480961564263	0.7580781044003317	1.438371146789078	1.3090169943749468	0.8954715367323476	1.7660444431189775
NCU02905.7	0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317	
NCU02906.7	0.060307379214092016	1.3090169943749472	0.38433852467434215	0.7580781044003322	0.8954715367323469	0.28066019966134903	1.4383711467890776	0.02185239926619431	1.848048096156426	0.06030737921409146	2.0	0.38433852467434115	1.8480480961564258	0.895471536732346	1.4383711467890774	1.438371146789077	0.8954715367323467	1.8480480961564256	0.38433852467434115	2.0	0.06030737921409157	1.8480480961564263	0.02185239926619431	1.438371146789078
NCU02916.7	0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016	
NCU02930.7	1.9902680687415704		1.7660444431189783		1.3090169943749481		0.7580781044003333		0.2806601996613497		0.021852399266194644		0.06030737921409135		0.3843385246743407		0.8954715367323454		1.4383711467890765		1.8480480961564254		2.0	
NCU02932.7	1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775	
NCU02935.7	1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468	
NCU02940.7	1.7660444431189772		1.3090169943749463		0.7580781044003313		0.28066019966134814		0.02185239926619431		0.060307379214091905		0.38433852467434215		0.8954715367323469		1.4383711467890778		1.8480480961564263		2.0		1.8480480961564258	
NCU02941.7		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775
NCU02943.7	0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890774		0.8954715367323467		0.3843385246743418		0.06030737921409157		0.02185239926619431		0.2806601996613487	
NCU02948.7	0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564256		2.0		1.8480480961564265		1.438371146789078		0.8954715367323476		0.3843385246743425	
NCU02950.7	1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775	
NCU02951.7	0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317	
NCU02954.7	0.7580781044003322	0.28066019966134903	0.28066019966134903	0.02185239926619431	0.02185239926619431	0.06030737921409146	0.06030737921409146	0.38433852467434115	0.38433852467434115	0.8954715367323458	0.8954715367323458	1.4383711467890765	1.438371146789077	1.8480480961564256	1.8480480961564256	2.0	2.0	1.8480480961564265	1.8480480961564263	1.438371146789078	1.438371146789078	0.8954715367323476	0.8954715367323476	0.3843385246743425
NCU02955.7	0.8954715367323469	1.848048096156426	1.4383711467890776	2.0	1.848048096156426	1.848048096156426	2.0	1.4383711467890776	1.848048096156426	0.8954715367323469	1.4383711467890776	0.38433852467434215	0.8954715367323467	0.060307379214091905	0.3843385246743418	0.02185239926619431	0.060307379214091905	0.28066019966134814	0.02185239926619431	0.7580781044003317	0.2806601996613487	1.3090169943749468	0.7580781044003317	1.7660444431189775
NCU02956.7	1.7660444431189772		1.3090169943749463		0.7580781044003313		0.28066019966134814		0.02185239926619431		0.060307379214091905		0.38433852467434215		0.8954715367323469		1.4383711467890778		1.8480480961564263		2.0		1.8480480961564258	
NCU02977.7	1.9902680687415704	1.4383711467890776	1.7660444431189783	1.848048096156426	1.3090169943749481	2.0	0.7580781044003333	1.848048096156426	0.2806601996613497	1.4383711467890776	0.021852399266194644	0.8954715367323469	0.06030737921409135	0.3843385246743418	0.3843385246743407	0.060307379214091905	0.8954715367323454	0.02185239926619431	1.4383711467890765	0.2806601996613487	1.8480480961564254	0.7580781044003317	2.0	1.3090169943749468
NCU02978.7	0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564256		2.0		1.8480480961564265		1.438371146789078		0.8954715367323476		0.3843385246743425	
NCU02980.7	1.9902680687415704		1.7660444431189783		1.3090169943749481		0.7580781044003333		0.2806601996613497		0.021852399266194644		0.06030737921409135		0.3843385246743407		0.8954715367323454		1.4383711467890765		1.8480480961564254		2.0	
NCU02994.7	1.3090169943749472		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.895471536732346		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078	
NCU02997.7		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701
NCU02998.7		0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431
NCU03004.7	1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468	
NCU03009.7	1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775	
NCU03010.7		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775
NCU03013.7		1.9902680687415704		1.7660444431189783		1.3090169943749481		0.7580781044003333		0.2806601996613497		0.021852399266194644		0.06030737921409135		0.3843385246743407		0.8954715367323454		1.4383711467890765		1.8480480961564254		2.0
NCU03015.7	1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775	
NCU03020.7		1.7660444431189772		1.3090169943749463		0.7580781044003313		0.28066019966134814		0.02185239926619431		0.060307379214091905		0.38433852467434215		0.8954715367323469		1.4383711467890778		1.8480480961564263		2.0		1.8480480961564258
NCU03023.7	0.060307379214092016	2.0	0.38433852467434215	1.848048096156426	0.8954715367323469	1.4383711467890776	1.4383711467890776	0.8954715367323469	1.848048096156426	0.38433852467434215	2.0	0.060307379214092016	1.8480480961564258	0.02185239926619431	1.4383711467890774	0.28066019966134814	0.8954715367323467	0.7580781044003315	0.38433852467434115	1.3090169943749468	0.06030737921409157	1.7660444431189775	0.02185239926619431	1.9902680687415701
NCU03030.7	1.4383711467890776	0.38433852467434215	1.848048096156426	0.8954715367323469	2.0	1.4383711467890776	1.848048096156426	1.848048096156426	1.4383711467890776	2.0	0.8954715367323469	1.848048096156426	0.3843385246743418	1.4383711467890774	0.060307379214091905	0.8954715367323467	0.02185239926619431	0.3843385246743418	0.2806601996613487	0.06030737921409157	0.7580781044003317	0.02185239926619431	1.3090169943749468	0.2806601996613487
NCU03031.7	1.7660444431189772		1.3090169943749463		0.7580781044003313		0.28066019966134814		0.02185239926619431		0.060307379214091905		0.38433852467434215		0.8954715367323469		1.4383711467890778		1.8480480961564263		2.0		1.8480480961564258	
NCU03038.7	0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317	
NCU03041.7		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078		0.8954715367323476
NCU03042.7	2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701	
NCU03043.7	1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468	
NCU03045.7	1.3090169943749472		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.895471536732346		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078	
NCU03051.7	2.0	0.28066019966134903	1.848048096156426	0.02185239926619431	1.4383711467890776	0.06030737921409146	0.8954715367323469	0.38433852467434115	0.38433852467434215	0.8954715367323458	0.060307379214092016	1.4383711467890765	0.02185239926619431	1.8480480961564256	0.28066019966134814	2.0	0.7580781044003315	1.8480480961564265	1.3090169943749468	1.438371146789078	1.7660444431189775	0.8954715367323476	1.9902680687415701	0.3843385246743425
NCU03054.7	1.9902680687415704		1.7660444431189783		1.3090169943749481		0.7580781044003333		0.2806601996613497		0.021852399266194644		0.06030737921409135		0.3843385246743407		0.8954715367323454		1.4383711467890765		1.8480480961564254		2.0	
NCU03055.7	0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078		0.8954715367323476	
NCU03058.7	0.060307379214092016	0.060307379214092016	0.38433852467434215	0.38433852467434215	0.8954715367323469	0.8954715367323469	1.4383711467890776	1.4383711467890776	1.848048096156426	1.848048096156426	2.0	2.0	1.8480480961564258	1.8480480961564258	1.4383711467890774	1.4383711467890774	0.8954715367323467	0.8954715367323467	0.38433852467434115	0.38433852467434115	0.06030737921409157	0.06030737921409157	0.02185239926619431	0.02185239926619431
NCU03060.7	1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468	
NCU03061.7	1.3090169943749472		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.895471536732346		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078	
NCU03063.7	0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016	
NCU03064.7	0.38433852467434215	1.3090169943749472	0.8954715367323469	0.7580781044003322	1.4383711467890776	0.28066019966134903	1.848048096156426	0.02185239926619431	2.0	0.06030737921409146	1.848048096156426	0.38433852467434115	1.4383711467890774	0.895471536732346	0.8954715367323467	1.438371146789077	0.3843385246743418	1.8480480961564256	0.06030737921409157	2.0	0.02185239926619431	1.8480480961564263	0.2806601996613487	1.438371146789078
NCU03066.7	1.9902680687415704		1.7660444431189783		1.3090169943749481		0.7580781044003333		0.2806601996613497		0.021852399266194644		0.06030737921409135		0.3843385246743407		0.8954715367323454		1.4383711467890765		1.8480480961564254		2.0	
NCU03068.7		0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431
NCU03071.7	0.060307379214092016	1.9902680687415704	0.38433852467434215	1.7660444431189783	0.8954715367323469	1.3090169943749481	1.4383711467890776	0.7580781044003333	1.848048096156426	0.2806601996613497	2.0	0.021852399266194644	1.8480480961564258	0.06030737921409135	1.4383711467890774	0.3843385246743407	0.8954715367323467	0.8954715367323454	0.38433852467434115	1.4383711467890765	0.06030737921409157	1.8480480961564254	0.02185239926619431	2.0
NCU03080.7	2.0	0.02185239926619431	1.848048096156426	0.06030737921409146	1.4383711467890776	0.38433852467434115	0.8954715367323469	0.8954715367323458	0.38433852467434215	1.4383711467890765	0.060307379214092016	1.8480480961564254	0.02185239926619431	2.0	0.28066019966134814	1.8480480961564265	0.7580781044003315	1.4383711467890783	1.3090169943749468	0.8954715367323476	1.7660444431189775	0.3843385246743425	1.9902680687415701	0.060307379214092016
NCU03085.7	0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317	
NCU03086.7	0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317	
NCU03087.7	0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016	
NCU03092.7	2.0	1.848048096156426	1.848048096156426	2.0	1.4383711467890776	1.848048096156426	0.8954715367323469	1.4383711467890776	0.38433852467434215	0.8954715367323469	0.060307379214092016	0.38433852467434215	0.02185239926619431	0.060307379214091905	0.28066019966134814	0.02185239926619431	0.7580781044003315	0.28066019966134814	1.3090169943749468	0.7580781044003317	1.7660444431189775	1.3090169943749468	1.9902680687415701	1.7660444431189775
NCU03093.7	1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468	
NCU03094.7		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016
NCU03100.7	0.060307379214092016	0.38433852467434215	0.38433852467434215	0.8954715367323469	0.8954715367323469	1.4383711467890776	1.4383711467890776	1.848048096156426	1.848048096156426	2.0	2.0	1.848048096156426	1.8480480961564258	1.4383711467890774	1.4383711467890774	0.8954715367323467	0.8954715367323467	0.3843385246743418	0.38433852467434115	0.06030737921409157	0.06030737921409157	0.02185239926619431	0.02185239926619431	0.2806601996613487
NCU03101.7	2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701	
NCU03102.7	1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468	
NCU03103.7	0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317	
NCU03112.7	0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317	
NCU03115.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU03116.7	1.3090169943749472		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.895471536732346		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078	
NCU03117.7	2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701	
NCU03124.7	1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468	
NCU03126.7	0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317	
NCU03130.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU03135.7	0.060307379214092016	0.060307379214092016	0.38433852467434215	0.38433852467434215	0.8954715367323469	0.8954715367323469	1.4383711467890776	1.4383711467890776	1.848048096156426	1.848048096156426	2.0	2.0	1.8480480961564258	1.8480480961564258	1.4383711467890774	1.4383711467890774	0.8954715367323467	0.8954715367323467	0.38433852467434115	0.38433852467434115	0.06030737921409157	0.06030737921409157	0.02185239926619431	0.02185239926619431
NCU03136.7	2.0	1.848048096156426	1.848048096156426	2.0	1.4383711467890776	1.848048096156426	0.8954715367323469	1.4383711467890776	0.38433852467434215	0.8954715367323469	0.060307379214092016	0.38433852467434215	0.02185239926619431	0.060307379214091905	0.28066019966134814	0.02185239926619431	0.7580781044003315	0.28066019966134814	1.3090169943749468	0.7580781044003317	1.7660444431189775	1.3090169943749468	1.9902680687415701	1.7660444431189775
NCU03137.7	0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564256		2.0		1.8480480961564265		1.438371146789078		0.8954715367323476		0.3843385246743425	
NCU03139.7	0.060307379214092016	1.7660444431189772	0.38433852467434215	1.3090169943749463	0.8954715367323469	0.7580781044003313	1.4383711467890776	0.28066019966134814	1.848048096156426	0.02185239926619431	2.0	0.060307379214091905	1.8480480961564258	0.38433852467434215	1.4383711467890774	0.8954715367323469	0.8954715367323467	1.4383711467890778	0.38433852467434115	1.8480480961564263	0.06030737921409157	2.0	0.02185239926619431	1.8480480961564258
NCU03145.7	2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701	
