Gene	variable	value	Average	CircadianTime	Measurement	PathwayClass
NCU01666.7	CT16.3_RNA	0.8954715367323469	False	16.3	RNA	Amino-Acid-Biosynthesis
NCU02450.7	CT16.3_RNA	0.8954715367323469	False	16.3	RNA	Amino-Acid-Biosynthesis
Average	CT16.3_RNA	1.2103626951826498	True	16.3	RNA	Amino-Acid-Biosynthesis
NCU03756.7	CT16.3_protein	0.7580781044003313	False	16.3	protein	Amino-Acid-Biosynthesis
NCU00409.7	CT16.3_protein	0.3843385246743412	False	16.3	protein	Amino-Acid-Biosynthesis
NCU02333.7	CT16.3_protein	0.021852399266194308	False	16.3	protein	Amino-Acid-Biosynthesis
NCU03748.7	CT16.3_protein	0.021852399266194308	False	16.3	protein	Amino-Acid-Biosynthesis
NCU02954.7	CT16.3_protein	0.06030737921409146	False	16.3	protein	Amino-Acid-Biosynthesis
NCU03139.7	CT16.3_protein	0.7580781044003313	False	16.3	protein	Amino-Acid-Biosynthesis
NCU00378.7	CT16.3_protein	0.8954715367323469	False	16.3	protein	Amino-Acid-Biosynthesis
NCU07053.7	CT16.3_protein	1.4383711467890776	False	16.3	protein	Amino-Acid-Biosynthesis
NCU00567.7	CT16.3_protein	1.848048096156426	False	16.3	protein	Amino-Acid-Biosynthesis
NCU10468.7	CT16.3_protein	2.0	False	16.3	protein	Amino-Acid-Biosynthesis
NCU02227.7	CT16.3_protein	1.4383711467890776	False	16.3	protein	Amino-Acid-Biosynthesis
NCU07001.7	CT16.3_protein	1.848048096156426	False	16.3	protein	Amino-Acid-Biosynthesis
NCU02430.7	CT16.3_protein	2.0	False	16.3	protein	Amino-Acid-Biosynthesis
NCU06512.7	CT16.3_protein	1.848048096156426	False	16.3	protein	Amino-Acid-Biosynthesis
NCU09896.7	CT16.3_protein	1.848048096156426	False	16.3	protein	Amino-Acid-Biosynthesis
NCU09803.7	CT16.3_protein	0.3843385246743412	False	16.3	protein	Amino-Acid-Biosynthesis
NCU03973.7	CT16.3_protein	0.8954715367323469	False	16.3	protein	Amino-Acid-Biosynthesis
NCU04385.7	CT16.3_protein	0.8954715367323469	False	16.3	protein	Amino-Acid-Biosynthesis
NCU00792.7	CT16.3_protein	0.8954715367323469	False	16.3	protein	Amino-Acid-Biosynthesis
NCU01666.7	CT16.3_protein	1.848048096156426	False	16.3	protein	Amino-Acid-Biosynthesis
NCU02450.7	CT16.3_protein	2.0	False	16.3	protein	Amino-Acid-Biosynthesis
Average	CT16.3_protein	1.1470340170088331	True	16.3	protein	Amino-Acid-Biosynthesis
NCU03756.7	CT18.4_RNA	1.848048096156426	False	18.4	RNA	Amino-Acid-Biosynthesis
NCU00409.7	CT18.4_RNA	1.4383711467890776	False	18.4	RNA	Amino-Acid-Biosynthesis
NCU02333.7	CT18.4_RNA	2.0	False	18.4	RNA	Amino-Acid-Biosynthesis
NCU03748.7	CT18.4_RNA	1.848048096156426	False	18.4	RNA	Amino-Acid-Biosynthesis
NCU02954.7	CT18.4_RNA	0.06030737921409146	False	18.4	RNA	Amino-Acid-Biosynthesis
NCU03139.7	CT18.4_RNA	1.4383711467890776	False	18.4	RNA	Amino-Acid-Biosynthesis
NCU00378.7	CT18.4_RNA	1.4383711467890776	False	18.4	RNA	Amino-Acid-Biosynthesis
NCU07053.7	CT18.4_RNA	0.3843385246743412	False	18.4	RNA	Amino-Acid-Biosynthesis
NCU00567.7	CT18.4_RNA	1.848048096156426	False	18.4	RNA	Amino-Acid-Biosynthesis
NCU10468.7	CT18.4_RNA	0.021852399266194308	False	18.4	RNA	Amino-Acid-Biosynthesis
NCU02227.7	CT18.4_RNA	0.8954715367323458	False	18.4	RNA	Amino-Acid-Biosynthesis
NCU07001.7	CT18.4_RNA	0.8954715367323469	False	18.4	RNA	Amino-Acid-Biosynthesis
NCU02430.7	CT18.4_RNA	1.4383711467890776	False	18.4	RNA	Amino-Acid-Biosynthesis
NCU06512.7	CT18.4_RNA	0.8954715367323469	False	18.4	RNA	Amino-Acid-Biosynthesis
NCU09896.7	CT18.4_RNA	1.848048096156426	False	18.4	RNA	Amino-Acid-Biosynthesis
NCU09803.7	CT18.4_RNA	2.0	False	18.4	RNA	Amino-Acid-Biosynthesis
NCU03973.7	CT18.4_RNA	1.848048096156426	False	18.4	RNA	Amino-Acid-Biosynthesis
NCU04385.7	CT18.4_RNA	1.4383711467890776	False	18.4	RNA	Amino-Acid-Biosynthesis
NCU00792.7	CT18.4_RNA	1.848048096156426	False	18.4	RNA	Amino-Acid-Biosynthesis
NCU01666.7	CT18.4_RNA	1.4383711467890776	False	18.4	RNA	Amino-Acid-Biosynthesis
NCU02450.7	CT18.4_RNA	1.4383711467890776	False	18.4	RNA	Amino-Acid-Biosynthesis
Average	CT18.4_RNA	1.3480856913244648	True	18.4	RNA	Amino-Acid-Biosynthesis
NCU03756.7	CT18.4_protein	0.2806601996613481	False	18.4	protein	Amino-Acid-Biosynthesis
NCU00409.7	CT18.4_protein	0.8954715367323458	False	18.4	protein	Amino-Acid-Biosynthesis
NCU02333.7	CT18.4_protein	0.06030737921409146	False	18.4	protein	Amino-Acid-Biosynthesis
NCU03748.7	CT18.4_protein	0.06030737921409146	False	18.4	protein	Amino-Acid-Biosynthesis
NCU02954.7	CT18.4_protein	0.3843385246743412	False	18.4	protein	Amino-Acid-Biosynthesis
NCU03139.7	CT18.4_protein	0.2806601996613481	False	18.4	protein	Amino-Acid-Biosynthesis
NCU00378.7	CT18.4_protein	1.4383711467890776	False	18.4	protein	Amino-Acid-Biosynthesis
NCU07053.7	CT18.4_protein	0.8954715367323469	False	18.4	protein	Amino-Acid-Biosynthesis
NCU00567.7	CT18.4_protein	1.4383711467890776	False	18.4	protein	Amino-Acid-Biosynthesis
NCU10468.7	CT18.4_protein	1.848048096156426	False	18.4	protein	Amino-Acid-Biosynthesis
NCU02227.7	CT18.4_protein	0.8954715367323469	False	18.4	protein	Amino-Acid-Biosynthesis
NCU07001.7	CT18.4_protein	1.4383711467890776	False	18.4	protein	Amino-Acid-Biosynthesis
NCU02430.7	CT18.4_protein	1.848048096156426	False	18.4	protein	Amino-Acid-Biosynthesis
NCU06512.7	CT18.4_protein	1.4383711467890776	False	18.4	protein	Amino-Acid-Biosynthesis
NCU09896.7	CT18.4_protein	1.4383711467890776	False	18.4	protein	Amino-Acid-Biosynthesis
NCU09803.7	CT18.4_protein	0.8954715367323458	False	18.4	protein	Amino-Acid-Biosynthesis
NCU03973.7	CT18.4_protein	1.4383711467890776	False	18.4	protein	Amino-Acid-Biosynthesis
NCU04385.7	CT18.4_protein	1.4383711467890776	False	18.4	protein	Amino-Acid-Biosynthesis
NCU00792.7	CT18.4_protein	1.4383711467890776	False	18.4	protein	Amino-Acid-Biosynthesis
NCU01666.7	CT18.4_protein	1.4383711467890776	False	18.4	protein	Amino-Acid-Biosynthesis
NCU02450.7	CT18.4_protein	1.848048096156426	False	18.4	protein	Amino-Acid-Biosynthesis
Average	CT18.4_protein	1.1017925923297893	True	18.4	protein	Amino-Acid-Biosynthesis
NCU03756.7	CT20.5_RNA	2.0	False	20.5	RNA	Amino-Acid-Biosynthesis
NCU00409.7	CT20.5_RNA	1.848048096156426	False	20.5	RNA	Amino-Acid-Biosynthesis
NCU02333.7	CT20.5_RNA	1.848048096156426	False	20.5	RNA	Amino-Acid-Biosynthesis
NCU03748.7	CT20.5_RNA	1.4383711467890776	False	20.5	RNA	Amino-Acid-Biosynthesis
NCU02954.7	CT20.5_RNA	0.3843385246743412	False	20.5	RNA	Amino-Acid-Biosynthesis
NCU03139.7	CT20.5_RNA	1.848048096156426	False	20.5	RNA	Amino-Acid-Biosynthesis
NCU00378.7	CT20.5_RNA	0.8954715367323469	False	20.5	RNA	Amino-Acid-Biosynthesis
NCU07053.7	CT20.5_RNA	0.8954715367323458	False	20.5	RNA	Amino-Acid-Biosynthesis
NCU00567.7	CT20.5_RNA	2.0	False	20.5	RNA	Amino-Acid-Biosynthesis
NCU10468.7	CT20.5_RNA	0.06030737921409146	False	20.5	RNA	Amino-Acid-Biosynthesis
NCU02227.7	CT20.5_RNA	1.4383711467890763	False	20.5	RNA	Amino-Acid-Biosynthesis
NCU07001.7	CT20.5_RNA	0.38433852467434215	False	20.5	RNA	Amino-Acid-Biosynthesis
NCU02430.7	CT20.5_RNA	1.848048096156426	False	20.5	RNA	Amino-Acid-Biosynthesis
NCU06512.7	CT20.5_RNA	0.38433852467434215	False	20.5	RNA	Amino-Acid-Biosynthesis
NCU09896.7	CT20.5_RNA	1.4383711467890776	False	20.5	RNA	Amino-Acid-Biosynthesis
NCU09803.7	CT20.5_RNA	1.848048096156426	False	20.5	RNA	Amino-Acid-Biosynthesis
NCU03973.7	CT20.5_RNA	1.4383711467890776	False	20.5	RNA	Amino-Acid-Biosynthesis
NCU04385.7	CT20.5_RNA	1.848048096156426	False	20.5	RNA	Amino-Acid-Biosynthesis
NCU00792.7	CT20.5_RNA	1.4383711467890776	False	20.5	RNA	Amino-Acid-Biosynthesis
NCU01666.7	CT20.5_RNA	1.848048096156426	False	20.5	RNA	Amino-Acid-Biosynthesis
NCU02450.7	CT20.5_RNA	1.848048096156426	False	20.5	RNA	Amino-Acid-Biosynthesis
Average	CT20.5_RNA	1.380024120471362	True	20.5	RNA	Amino-Acid-Biosynthesis
NCU03756.7	CT20.5_protein	0.021852399266194308	False	20.5	protein	Amino-Acid-Biosynthesis
NCU00409.7	CT20.5_protein	1.4383711467890763	False	20.5	protein	Amino-Acid-Biosynthesis
NCU02333.7	CT20.5_protein	0.3843385246743412	False	20.5	protein	Amino-Acid-Biosynthesis
NCU03748.7	CT20.5_protein	0.3843385246743412	False	20.5	protein	Amino-Acid-Biosynthesis
NCU02954.7	CT20.5_protein	0.8954715367323458	False	20.5	protein	Amino-Acid-Biosynthesis
NCU03139.7	CT20.5_protein	0.021852399266194308	False	20.5	protein	Amino-Acid-Biosynthesis
NCU00378.7	CT20.5_protein	1.848048096156426	False	20.5	protein	Amino-Acid-Biosynthesis
NCU07053.7	CT20.5_protein	0.38433852467434215	False	20.5	protein	Amino-Acid-Biosynthesis
NCU00567.7	CT20.5_protein	0.8954715367323469	False	20.5	protein	Amino-Acid-Biosynthesis
NCU10468.7	CT20.5_protein	1.4383711467890776	False	20.5	protein	Amino-Acid-Biosynthesis
NCU02227.7	CT20.5_protein	0.38433852467434215	False	20.5	protein	Amino-Acid-Biosynthesis
NCU07001.7	CT20.5_protein	0.8954715367323469	False	20.5	protein	Amino-Acid-Biosynthesis
NCU02430.7	CT20.5_protein	1.4383711467890776	False	20.5	protein	Amino-Acid-Biosynthesis
NCU06512.7	CT20.5_protein	0.8954715367323469	False	20.5	protein	Amino-Acid-Biosynthesis
NCU09896.7	CT20.5_protein	0.8954715367323469	False	20.5	protein	Amino-Acid-Biosynthesis
NCU09803.7	CT20.5_protein	1.4383711467890763	False	20.5	protein	Amino-Acid-Biosynthesis
NCU03973.7	CT20.5_protein	1.848048096156426	False	20.5	protein	Amino-Acid-Biosynthesis
NCU04385.7	CT20.5_protein	1.848048096156426	False	20.5	protein	Amino-Acid-Biosynthesis
NCU00792.7	CT20.5_protein	1.848048096156426	False	20.5	protein	Amino-Acid-Biosynthesis
NCU01666.7	CT20.5_protein	0.8954715367323469	False	20.5	protein	Amino-Acid-Biosynthesis
NCU02450.7	CT20.5_protein	1.4383711467890776	False	20.5	protein	Amino-Acid-Biosynthesis
Average	CT20.5_protein	1.0256160112473773	True	20.5	protein	Amino-Acid-Biosynthesis
NCU03756.7	CT22.7_RNA	1.848048096156426	False	22.7	RNA	Amino-Acid-Biosynthesis
NCU00409.7	CT22.7_RNA	2.0	False	22.7	RNA	Amino-Acid-Biosynthesis
NCU02333.7	CT22.7_RNA	1.4383711467890776	False	22.7	RNA	Amino-Acid-Biosynthesis
NCU03748.7	CT22.7_RNA	0.8954715367323469	False	22.7	RNA	Amino-Acid-Biosynthesis
NCU02954.7	CT22.7_RNA	0.8954715367323458	False	22.7	RNA	Amino-Acid-Biosynthesis
NCU03139.7	CT22.7_RNA	2.0	False	22.7	RNA	Amino-Acid-Biosynthesis
NCU00378.7	CT22.7_RNA	0.38433852467434215	False	22.7	RNA	Amino-Acid-Biosynthesis
NCU07053.7	CT22.7_RNA	1.4383711467890763	False	22.7	RNA	Amino-Acid-Biosynthesis
NCU00567.7	CT22.7_RNA	1.848048096156426	False	22.7	RNA	Amino-Acid-Biosynthesis
NCU10468.7	CT22.7_RNA	0.3843385246743412	False	22.7	RNA	Amino-Acid-Biosynthesis
NCU02227.7	CT22.7_RNA	1.8480480961564252	False	22.7	RNA	Amino-Acid-Biosynthesis
NCU07001.7	CT22.7_RNA	0.06030737921409201	False	22.7	RNA	Amino-Acid-Biosynthesis
NCU02430.7	CT22.7_RNA	2.0	False	22.7	RNA	Amino-Acid-Biosynthesis
NCU06512.7	CT22.7_RNA	0.06030737921409201	False	22.7	RNA	Amino-Acid-Biosynthesis
NCU09896.7	CT22.7_RNA	0.8954715367323469	False	22.7	RNA	Amino-Acid-Biosynthesis
NCU09803.7	CT22.7_RNA	1.4383711467890776	False	22.7	RNA	Amino-Acid-Biosynthesis
NCU03973.7	CT22.7_RNA	0.8954715367323469	False	22.7	RNA	Amino-Acid-Biosynthesis
NCU04385.7	CT22.7_RNA	2.0	False	22.7	RNA	Amino-Acid-Biosynthesis
NCU00792.7	CT22.7_RNA	0.8954715367323469	False	22.7	RNA	Amino-Acid-Biosynthesis
NCU01666.7	CT22.7_RNA	2.0	False	22.7	RNA	Amino-Acid-Biosynthesis
NCU02450.7	CT22.7_RNA	2.0	False	22.7	RNA	Amino-Acid-Biosynthesis
Average	CT22.7_RNA	1.2964717723940529	True	22.7	RNA	Amino-Acid-Biosynthesis
NCU03756.7	CT22.7_protein	0.06030737921409191	False	22.7	protein	Amino-Acid-Biosynthesis
NCU00409.7	CT22.7_protein	1.8480480961564252	False	22.7	protein	Amino-Acid-Biosynthesis
NCU02333.7	CT22.7_protein	0.8954715367323458	False	22.7	protein	Amino-Acid-Biosynthesis
NCU03748.7	CT22.7_protein	0.8954715367323458	False	22.7	protein	Amino-Acid-Biosynthesis
NCU02954.7	CT22.7_protein	1.4383711467890763	False	22.7	protein	Amino-Acid-Biosynthesis
NCU03139.7	CT22.7_protein	0.06030737921409191	False	22.7	protein	Amino-Acid-Biosynthesis
NCU00378.7	CT22.7_protein	2.0	False	22.7	protein	Amino-Acid-Biosynthesis
NCU07053.7	CT22.7_protein	0.06030737921409201	False	22.7	protein	Amino-Acid-Biosynthesis
NCU00567.7	CT22.7_protein	0.38433852467434215	False	22.7	protein	Amino-Acid-Biosynthesis
NCU10468.7	CT22.7_protein	0.8954715367323469	False	22.7	protein	Amino-Acid-Biosynthesis
NCU02227.7	CT22.7_protein	0.06030737921409201	False	22.7	protein	Amino-Acid-Biosynthesis
NCU07001.7	CT22.7_protein	0.38433852467434215	False	22.7	protein	Amino-Acid-Biosynthesis
NCU02430.7	CT22.7_protein	0.8954715367323469	False	22.7	protein	Amino-Acid-Biosynthesis
NCU06512.7	CT22.7_protein	0.38433852467434215	False	22.7	protein	Amino-Acid-Biosynthesis
NCU09896.7	CT22.7_protein	0.38433852467434215	False	22.7	protein	Amino-Acid-Biosynthesis
NCU09803.7	CT22.7_protein	1.8480480961564252	False	22.7	protein	Amino-Acid-Biosynthesis
NCU03973.7	CT22.7_protein	2.0	False	22.7	protein	Amino-Acid-Biosynthesis
NCU04385.7	CT22.7_protein	2.0	False	22.7	protein	Amino-Acid-Biosynthesis
NCU00792.7	CT22.7_protein	2.0	False	22.7	protein	Amino-Acid-Biosynthesis
NCU01666.7	CT22.7_protein	0.38433852467434215	False	22.7	protein	Amino-Acid-Biosynthesis
NCU02450.7	CT22.7_protein	0.8954715367323469	False	22.7	protein	Amino-Acid-Biosynthesis
Average	CT22.7_protein	0.9416546268091304	True	22.7	protein	Amino-Acid-Biosynthesis
NCU03756.7	CT0.8_RNA	1.4383711467890774	False	0.8	RNA	Amino-Acid-Biosynthesis
NCU00409.7	CT0.8_RNA	1.8480480961564256	False	0.8	RNA	Amino-Acid-Biosynthesis
NCU02333.7	CT0.8_RNA	0.8954715367323467	False	0.8	RNA	Amino-Acid-Biosynthesis
NCU03748.7	CT0.8_RNA	0.3843385246743418	False	0.8	RNA	Amino-Acid-Biosynthesis
NCU02954.7	CT0.8_RNA	1.438371146789077	False	0.8	RNA	Amino-Acid-Biosynthesis
NCU03139.7	CT0.8_RNA	1.8480480961564256	False	0.8	RNA	Amino-Acid-Biosynthesis
NCU00378.7	CT0.8_RNA	0.06030737921409191	False	0.8	RNA	Amino-Acid-Biosynthesis
NCU07053.7	CT0.8_RNA	1.8480480961564256	False	0.8	RNA	Amino-Acid-Biosynthesis
