Gene	Phase_rna	Circadian time Acrophase_rna	Phase_protein	Circadian time Acrophase_protein
NCU08301.7	2.0	14.1333333333	4.0	16.2666666667
NCU08302.7	0.0	12.0		
NCU08303.7			16.0	5.06666666667
NCU08309.7	0.0	12.0		
NCU08312.7	10.0	22.6666666667	18.0	7.2
NCU08321.7	2.0	14.1333333333		
NCU08323.7			14.0	2.93333333333
NCU08324.7	2.0	14.1333333333	18.0	7.2
NCU08329.7	2.0	14.1333333333		
NCU08334.7	12.0	0.8		
NCU08336.7	22.0	11.4666666667		
NCU08338.7	6.0	18.4		
NCU08339.7	2.0	14.1333333333		
NCU08341.7	2.0	14.1333333333		
NCU08343.7	0.0	12.0	10.0	22.6666666667
NCU08344.7	6.0	18.4		
NCU08352.7	4.0	16.2666666667	4.0	16.2666666667
NCU08354.7	14.0	2.93333333333		
NCU08355.7	12.0	0.8		
NCU08357.7	18.0	7.2	6.0	18.4
NCU08358.7	2.0	14.1333333333		
NCU08362.7	0.0	12.0		
NCU08365.7	20.0	9.33333333333		
NCU08366.7	20.0	9.33333333333	22.0	11.4666666667
NCU08367.7	22.0	11.4666666667		
NCU08369.7	20.0	9.33333333333	4.0	16.2666666667
NCU08370.7	6.0	18.4		
NCU08373.7	18.0	7.2		
NCU08375.7			6.0	18.4
NCU08376.7	18.0	7.2		
NCU08377.7			6.0	18.4
NCU08378.7	18.0	7.2	20.0	9.33333333333
NCU08379.7			16.0	5.06666666667
NCU08380.7	22.0	11.4666666667		
NCU08384.7			0.0	12.0
NCU08385.7	4.0	16.2666666667	18.0	7.2
NCU08387.7	2.0	14.1333333333		
NCU08389.7	6.0	18.4	16.0	5.06666666667
NCU08391.7	18.0	7.2	18.0	7.2
NCU08393.7	12.0	0.8		
NCU08395.7	14.0	2.93333333333		
NCU08396.7	20.0	9.33333333333		
NCU08397.7	22.0	11.4666666667	4.0	16.2666666667
NCU08398.7	6.0	18.4		
NCU08402.7			12.0	0.8
NCU08403.7	10.0	22.6666666667		
NCU08408.7	18.0	7.2		
NCU08409.7	10.0	22.6666666667		
NCU08410.7	4.0	16.2666666667	2.0	14.1333333333
NCU08412.7	10.0	22.6666666667		
NCU08413.7	16.0	5.06666666667		
NCU08420.7	14.0	2.93333333333		
NCU08421.7	22.0	11.4666666667		
NCU08427.7	4.0	16.2666666667		
NCU08428.7	8.0	20.5333333333		
NCU08434.7	0.0	12.0		
NCU08435.7	22.0	11.4666666667	6.0	18.4
NCU08439.7	8.0	20.5333333333		
NCU08440.7	6.0	18.4		
NCU08441.7	8.0	20.5333333333		
NCU08443.7	14.0	2.93333333333		
NCU08445.7	14.0	2.93333333333		
NCU08448.7	12.0	0.8		
NCU08449.7	16.0	5.06666666667		
NCU08453.7	0.0	12.0		
NCU08455.7	8.0	20.5333333333		
NCU08456.7	8.0	20.5333333333		
NCU08457.7	6.0	18.4		
NCU08468.7			10.0	22.6666666667
NCU08470.7	8.0	20.5333333333		
NCU08471.7	0.0	12.0	2.0	14.1333333333
NCU08473.7	22.0	11.4666666667		
NCU08475.7	12.0	0.8	10.0	22.6666666667
NCU08476.7	16.0	5.06666666667		
NCU08477.7	20.0	9.33333333333		
NCU08478.7	8.0	20.5333333333		
NCU08480.7			16.0	5.06666666667
NCU08484.7	4.0	16.2666666667	4.0	16.2666666667
NCU08487.7	10.0	22.6666666667		
NCU08495.7	12.0	0.8		
NCU08500.7	4.0	16.2666666667	16.0	5.06666666667
NCU08502.7	6.0	18.4		
NCU08504.7	10.0	22.6666666667		
NCU08510.7			6.0	18.4
NCU08512.7	8.0	20.5333333333	0.0	12.0
NCU08516.7	8.0	20.5333333333		
NCU08518.7	22.0	11.4666666667		
NCU08521.7	2.0	14.1333333333		
NCU08525.7	10.0	22.6666666667		
NCU08526.7			0.0	12.0
NCU08535.7	4.0	16.2666666667	12.0	0.8
NCU08541.7	2.0	14.1333333333		
NCU08547.7	4.0	16.2666666667		
NCU08549.7	10.0	22.6666666667		
NCU08550.7	4.0	16.2666666667	0.0	12.0
NCU08551.7	20.0	9.33333333333		
NCU08552.7	6.0	18.4	2.0	14.1333333333
NCU08556.7	2.0	14.1333333333		
NCU08557.7	12.0	0.8		
NCU08559.7	0.0	12.0		
NCU08560.7	22.0	11.4666666667		
NCU08565.7	10.0	22.6666666667	0.0	12.0
NCU08568.7	12.0	0.8		
NCU08570.7	14.0	2.93333333333		
NCU08594.7	14.0	2.93333333333		
NCU08595.7	4.0	16.2666666667		
NCU08597.7	10.0	22.6666666667		
NCU08598.7	6.0	18.4		
NCU08606.7	22.0	11.4666666667		
NCU08607.7			0.0	12.0
NCU08609.7	22.0	11.4666666667		
NCU08614.7	16.0	5.06666666667		
NCU08616.7	22.0	11.4666666667		
NCU08618.7	4.0	16.2666666667		
NCU08620.7	4.0	16.2666666667	10.0	22.6666666667
NCU08621.7	20.0	9.33333333333		
NCU08624.7	6.0	18.4		
NCU08627.7	6.0	18.4		
NCU08638.7	0.0	12.0		
NCU08641.7	18.0	7.2		
NCU08643.7	14.0	2.93333333333	0.0	12.0
NCU08644.7	12.0	0.8		
NCU08645.7	18.0	7.2		
NCU08648.7			10.0	22.6666666667
NCU08649.7	14.0	2.93333333333		
NCU08650.7	16.0	5.06666666667		
NCU08652.7	20.0	9.33333333333		
NCU08664.7			4.0	16.2666666667
NCU08668.7	2.0	14.1333333333		
NCU08669.7	6.0	18.4		
NCU08671.7	10.0	22.6666666667		
NCU08677.7	14.0	2.93333333333	4.0	16.2666666667
NCU08678.7	6.0	18.4		
NCU08683.7	22.0	11.4666666667	20.0	9.33333333333
NCU08685.7			12.0	0.8
NCU08686.7	0.0	12.0		
NCU08687.7	6.0	18.4	0.0	12.0
NCU08692.7	0.0	12.0		
NCU08693.7			2.0	14.1333333333
NCU08694.7	20.0	9.33333333333		
NCU08695.7	16.0	5.06666666667		
NCU08697.7	6.0	18.4		
NCU08699.7	2.0	14.1333333333	2.0	14.1333333333
NCU08700.7	18.0	7.2		
NCU08702.7	4.0	16.2666666667		
NCU08703.7	10.0	22.6666666667	20.0	9.33333333333
NCU08705.7	18.0	7.2		
NCU08706.7	18.0	7.2		
NCU08707.7	0.0	12.0		
NCU08709.7	22.0	11.4666666667		
NCU08715.7	6.0	18.4		
NCU08726.7	6.0	18.4		
NCU08727.7	6.0	18.4		
NCU08728.7	6.0	18.4		
NCU08733.7	12.0	0.8		
NCU08735.7	0.0	12.0		
NCU08737.7	10.0	22.6666666667		
NCU08738.7	22.0	11.4666666667		
NCU08739.7	20.0	9.33333333333		
NCU08743.7	22.0	11.4666666667	2.0	14.1333333333
NCU08744.7	22.0	11.4666666667		
NCU08750.7	22.0	11.4666666667		
NCU08755.7	14.0	2.93333333333		
NCU08760.7	18.0	7.2		
NCU08762.7	6.0	18.4		
NCU08764.7	8.0	20.5333333333		
NCU08768.7	12.0	0.8		
NCU08769.7	12.0	0.8		
NCU08771.7	4.0	16.2666666667		
NCU08772.7	0.0	12.0	0.0	12.0
NCU08776.7	2.0	14.1333333333		
NCU08779.7	0.0	12.0	20.0	9.33333333333
NCU08784.7	10.0	22.6666666667		
NCU08787.7			20.0	9.33333333333
NCU08791.7	10.0	22.6666666667		
NCU08792.7	0.0	12.0		
NCU08793.7	20.0	9.33333333333	0.0	12.0
NCU08794.7	2.0	14.1333333333	12.0	0.8
NCU08795.7	12.0	0.8		
NCU08805.7	22.0	11.4666666667		
NCU08806.7	14.0	2.93333333333		
NCU08807.7	8.0	20.5333333333	2.0	14.1333333333
NCU08809.7			0.0	12.0
NCU08810.7	16.0	5.06666666667		
NCU08811.7	16.0	5.06666666667	0.0	12.0
NCU08818.7	16.0	5.06666666667		
NCU08820.7	18.0	7.2	22.0	11.4666666667
NCU08821.7	12.0	0.8		
NCU08823.7	10.0	22.6666666667	0.0	12.0
NCU08824.7	18.0	7.2	2.0	14.1333333333
NCU08825.7	20.0	9.33333333333		
NCU08826.7	4.0	16.2666666667		
NCU08827.7	2.0	14.1333333333		
NCU08828.7	2.0	14.1333333333	10.0	22.6666666667
NCU08842.7	22.0	11.4666666667		
NCU08847.7	22.0	11.4666666667	8.0	20.5333333333
NCU08848.7	10.0	22.6666666667		
NCU08850.7	10.0	22.6666666667		
NCU08851.7	12.0	0.8		
NCU08859.7	8.0	20.5333333333		
NCU08861.7	2.0	14.1333333333	16.0	5.06666666667
NCU08867.7	20.0	9.33333333333		
NCU08868.7	20.0	9.33333333333		
NCU08869.7	18.0	7.2		
NCU08870.7	22.0	11.4666666667		
NCU08872.7	20.0	9.33333333333		
NCU08875.7			0.0	12.0
NCU08877.7	10.0	22.6666666667		
NCU08879.7	8.0	20.5333333333		
NCU08881.7	10.0	22.6666666667		
NCU08882.7			2.0	14.1333333333
NCU08886.7	20.0	9.33333333333	8.0	20.5333333333
NCU08891.7	10.0	22.6666666667		
NCU08892.7	16.0	5.06666666667		
NCU08893.7	6.0	18.4	16.0	5.06666666667
NCU08895.7	12.0	0.8		
NCU08897.7	14.0	2.93333333333		
NCU08899.7	10.0	22.6666666667		
NCU08900.7	12.0	0.8		
NCU08901.7	20.0	9.33333333333		
NCU08903.7	4.0	16.2666666667	2.0	14.1333333333
NCU08905.7	2.0	14.1333333333		
NCU08907.7			0.0	12.0
NCU08920.7	4.0	16.2666666667		
NCU08922.7			0.0	12.0
NCU08923.7	2.0	14.1333333333	16.0	5.06666666667
NCU08924.7	2.0	14.1333333333	12.0	0.8
NCU08925.7	20.0	9.33333333333		
NCU08926.7	4.0	16.2666666667		
NCU08927.7	0.0	12.0		
NCU08931.7			0.0	12.0
NCU08934.7	10.0	22.6666666667	14.0	2.93333333333
NCU08935.7	10.0	22.6666666667	2.0	14.1333333333
NCU08936.7			18.0	7.2
NCU08939.7			6.0	18.4
NCU08943.7			16.0	5.06666666667
NCU08944.7	6.0	18.4	22.0	11.4666666667
NCU08946.7	2.0	14.1333333333	2.0	14.1333333333
NCU08947.7			12.0	0.8
NCU08949.7	10.0	22.6666666667		
NCU08951.7	4.0	16.2666666667		
NCU08954.7	10.0	22.6666666667		
NCU08956.7	20.0	9.33333333333		
NCU08957.7	12.0	0.8		
NCU08959.7	6.0	18.4		
NCU08960.7	4.0	16.2666666667		
NCU08962.7	18.0	7.2		
NCU08963.7	6.0	18.4		
NCU08964.7			16.0	5.06666666667
NCU08966.7	18.0	7.2		
NCU08967.7	18.0	7.2		
NCU08968.7	0.0	12.0	12.0	0.8
NCU08973.7	14.0	2.93333333333	6.0	18.4
NCU08974.7	16.0	5.06666666667		
NCU08976.7	6.0	18.4		
NCU08977.7	2.0	14.1333333333		
NCU08978.7	10.0	22.6666666667		
NCU08980.7	20.0	9.33333333333	2.0	14.1333333333
NCU08982.7	10.0	22.6666666667		
NCU08983.7	4.0	16.2666666667		
NCU08985.7	2.0	14.1333333333		
NCU08988.7	16.0	5.06666666667		
NCU08990.7	4.0	16.2666666667		
NCU08991.7	14.0	2.93333333333		
NCU08996.7	6.0	18.4	4.0	16.2666666667
NCU08997.7	6.0	18.4	4.0	16.2666666667
NCU08998.7	12.0	0.8		
NCU09001.7			6.0	18.4
NCU09004.7	20.0	9.33333333333		
NCU09008.7	0.0	12.0		
NCU09010.7	14.0	2.93333333333		
NCU09013.7	10.0	22.6666666667	20.0	9.33333333333
NCU09022.7	4.0	16.2666666667		
NCU09024.7	10.0	22.6666666667		
NCU09025.7			14.0	2.93333333333
NCU09033.7	14.0	2.93333333333		
NCU09035.7	14.0	2.93333333333		
NCU09036.7	12.0	0.8		
NCU09037.7	0.0	12.0		
NCU09041.7	10.0	22.6666666667	20.0	9.33333333333
NCU09042.7	8.0	20.5333333333		
NCU09043.7	2.0	14.1333333333	20.0	9.33333333333
NCU09049.7	10.0	22.6666666667		
NCU09050.7	8.0	20.5333333333		
NCU09057.7	10.0	22.6666666667	2.0	14.1333333333
NCU09058.7	16.0	5.06666666667		
NCU09063.7	4.0	16.2666666667		
NCU09069.7	16.0	5.06666666667		
NCU09071.7	22.0	11.4666666667		
NCU09073.7	10.0	22.6666666667		
NCU09076.7	4.0	16.2666666667	20.0	9.33333333333
NCU09078.7	16.0	5.06666666667		
NCU09079.7	12.0	0.8		
NCU09085.7	22.0	11.4666666667		
NCU09088.7	12.0	0.8	0.0	12.0
NCU09089.7	6.0	18.4	6.0	18.4
NCU09090.7	14.0	2.93333333333	18.0	7.2
NCU09091.7	0.0	12.0		
NCU09094.7	4.0	16.2666666667		
NCU09097.7			0.0	12.0
NCU09098.7	18.0	7.2		
NCU09099.7	14.0	2.93333333333		
NCU09101.7	0.0	12.0	14.0	2.93333333333
NCU09102.7	6.0	18.4		
NCU09103.7	20.0	9.33333333333		
NCU09106.7	0.0	12.0		
NCU09108.7	4.0	16.2666666667		
NCU09109.7	4.0	16.2666666667	16.0	5.06666666667
NCU09111.7	4.0	16.2666666667	10.0	22.6666666667
NCU09115.7	12.0	0.8	10.0	22.6666666667
NCU09116.7	10.0	22.6666666667		
NCU09117.7	22.0	11.4666666667		
NCU09122.7			16.0	5.06666666667
NCU09123.7	22.0	11.4666666667		
NCU09124.7	16.0	5.06666666667		
NCU09127.7	12.0	0.8		
NCU09130.7	8.0	20.5333333333		
NCU09131.7	4.0	16.2666666667		
NCU09132.7	22.0	11.4666666667		
NCU09135.7	10.0	22.6666666667		
NCU09137.7	22.0	11.4666666667		
NCU09138.7	14.0	2.93333333333	10.0	22.6666666667
NCU09139.7			14.0	2.93333333333
NCU09141.7	10.0	22.6666666667	2.0	14.1333333333
NCU09142.7	20.0	9.33333333333		
NCU09143.7	4.0	16.2666666667	14.0	2.93333333333
NCU09153.7	20.0	9.33333333333		
NCU09155.7	2.0	14.1333333333		
NCU09156.7	0.0	12.0		
NCU09167.7	6.0	18.4		
NCU09168.7	6.0	18.4		
NCU09169.7	14.0	2.93333333333	20.0	9.33333333333
NCU09170.7	10.0	22.6666666667		
NCU09171.7	20.0	9.33333333333		
NCU09174.7	12.0	0.8	0.0	12.0
NCU09176.7	18.0	7.2	2.0	14.1333333333
NCU09178.7	4.0	16.2666666667		
NCU09185.7	6.0	18.4		
NCU09186.7	22.0	11.4666666667		
NCU09187.7	2.0	14.1333333333		
NCU09188.7	0.0	12.0		
NCU09191.7	12.0	0.8		
NCU09194.7	20.0	9.33333333333		
NCU09195.7	0.0	12.0		
NCU09200.7	6.0	18.4		
NCU09201.7	10.0	22.6666666667		
NCU09203.7	12.0	0.8	6.0	18.4
NCU09205.7	20.0	9.33333333333		
NCU09206.7	20.0	9.33333333333		
NCU09207.7	0.0	12.0		
NCU09209.7	2.0	14.1333333333		
NCU09210.7	2.0	14.1333333333	2.0	14.1333333333
NCU09212.7			2.0	14.1333333333
NCU09213.7			2.0	14.1333333333
NCU09217.7	14.0	2.93333333333		
NCU09220.7	12.0	0.8		
NCU09223.7			0.0	12.0
NCU09224.7	8.0	20.5333333333		
NCU09226.7	14.0	2.93333333333		
NCU09228.7	2.0	14.1333333333	12.0	0.8
NCU09231.7	12.0	0.8		
NCU09235.7			2.0	14.1333333333
NCU09236.7	10.0	22.6666666667		
NCU09239.7	6.0	18.4		
NCU09244.7			4.0	16.2666666667
NCU09248.7			22.0	11.4666666667
NCU09249.7			16.0	5.06666666667
NCU09251.7	6.0	18.4		
NCU09252.7	22.0	11.4666666667		
NCU09259.7	22.0	11.4666666667		
NCU09260.7	22.0	11.4666666667		
NCU09263.7			22.0	11.4666666667
NCU09265.7	14.0	2.93333333333		
NCU09269.7	12.0	0.8		
NCU09270.7	2.0	14.1333333333		
NCU09271.7	10.0	22.6666666667		
NCU09272.7	8.0	20.5333333333		
NCU09277.7	14.0	2.93333333333		
NCU09278.7	16.0	5.06666666667	22.0	11.4666666667
NCU09279.7	18.0	7.2		
NCU09280.7	10.0	22.6666666667		
NCU09285.7	12.0	0.8		
NCU09290.7	4.0	16.2666666667		
NCU09291.7	20.0	9.33333333333		
NCU09294.7	0.0	12.0		
NCU09295.7	4.0	16.2666666667	10.0	22.6666666667
NCU09296.7	2.0	14.1333333333		
NCU09297.7	0.0	12.0		
NCU09301.7	8.0	20.5333333333		
NCU09303.7	6.0	18.4		
NCU09307.7	20.0	9.33333333333		
NCU09311.7	2.0	14.1333333333	2.0	14.1333333333
NCU09312.7	0.0	12.0		
NCU09315.7	22.0	11.4666666667		
NCU09317.7			4.0	16.2666666667
NCU09318.7	0.0	12.0		
NCU09319.7	2.0	14.1333333333		
NCU09320.7			12.0	0.8
NCU09321.7	18.0	7.2		
NCU09322.7	0.0	12.0		
NCU09326.7	0.0	12.0		
NCU09329.7	22.0	11.4666666667		
NCU09331.7	6.0	18.4		
NCU09332.7	4.0	16.2666666667		
NCU09333.7	18.0	7.2		
NCU09335.7	18.0	7.2		
NCU09337.7	4.0	16.2666666667		
NCU09343.7	14.0	2.93333333333		
NCU09344.7	10.0	22.6666666667		
NCU09347.7			18.0	7.2
NCU09349.7	2.0	14.1333333333		
NCU09354.7			4.0	16.2666666667
NCU09355.7	20.0	9.33333333333		
NCU09363.7	12.0	0.8		
NCU09365.7	4.0	16.2666666667		
NCU09368.7	10.0	22.6666666667		
NCU09370.7	10.0	22.6666666667		
NCU09371.7	16.0	5.06666666667		
NCU09372.7	10.0	22.6666666667		
NCU09378.7			20.0	9.33333333333
NCU09380.7	0.0	12.0	16.0	5.06666666667
NCU09383.7	20.0	9.33333333333		
NCU09390.7	14.0	2.93333333333		
NCU09395.7	16.0	5.06666666667		
NCU09403.7	12.0	0.8	4.0	16.2666666667
NCU09406.7	4.0	16.2666666667		
NCU09410.7	2.0	14.1333333333		
NCU09412.7	2.0	14.1333333333		
NCU09416.7	14.0	2.93333333333		
NCU09418.7	14.0	2.93333333333		
NCU09419.7	14.0	2.93333333333		
NCU09420.7			6.0	18.4
NCU09422.7	14.0	2.93333333333		
NCU09423.7	12.0	0.8		
NCU09424.7	10.0	22.6666666667		
NCU09427.7	20.0	9.33333333333		
NCU09429.7	2.0	14.1333333333		
NCU09436.7	4.0	16.2666666667		
NCU09437.7	20.0	9.33333333333		
NCU09438.7			22.0	11.4666666667
NCU09444.7	14.0	2.93333333333		
NCU09447.7	10.0	22.6666666667		
NCU09451.7	10.0	22.6666666667		
NCU09458.7	2.0	14.1333333333		
NCU09465.7	22.0	11.4666666667		
NCU09466.7			2.0	14.1333333333
NCU09467.7	14.0	2.93333333333		
NCU09471.7	6.0	18.4		
NCU09473.7	4.0	16.2666666667		
NCU09474.7	4.0	16.2666666667		
NCU09475.7	6.0	18.4	10.0	22.6666666667
NCU09476.7	6.0	18.4	10.0	22.6666666667
NCU09478.7	0.0	12.0		
NCU09480.7	2.0	14.1333333333		
NCU09481.7	0.0	12.0		
NCU09482.7	18.0	7.2		
NCU09485.7			18.0	7.2
NCU09486.7	12.0	0.8		
NCU09488.7	4.0	16.2666666667		
NCU09489.7	0.0	12.0		
NCU09492.7	18.0	7.2		
NCU09494.7	6.0	18.4		
NCU09496.7	18.0	7.2		
NCU09497.7	22.0	11.4666666667		
NCU09498.7			10.0	22.6666666667
NCU09499.7	0.0	12.0		
NCU09500.7	2.0	14.1333333333		
NCU09502.7	4.0	16.2666666667		
NCU09503.7	22.0	11.4666666667		
NCU09504.7	4.0	16.2666666667	8.0	20.5333333333
NCU09508.7	12.0	0.8		
NCU09512.7	6.0	18.4		
NCU09516.7	10.0	22.6666666667		
NCU09517.7	4.0	16.2666666667		
NCU09518.7	10.0	22.6666666667		
NCU09519.7			18.0	7.2
NCU09521.7	4.0	16.2666666667		
NCU09523.7	6.0	18.4		
NCU09524.7	18.0	7.2		
NCU09525.7	6.0	18.4		
NCU09526.7	12.0	0.8	18.0	7.2
NCU09527.7	22.0	11.4666666667		
NCU09528.7	4.0	16.2666666667		
NCU09529.7	4.0	16.2666666667		
NCU09532.7	16.0	5.06666666667		
NCU09533.7	14.0	2.93333333333		
NCU09534.7	14.0	2.93333333333	2.0	14.1333333333
NCU09535.7	10.0	22.6666666667	6.0	18.4
NCU09536.7	2.0	14.1333333333	2.0	14.1333333333
NCU09537.7	18.0	7.2		
NCU09541.7	2.0	14.1333333333		
NCU09543.7	22.0	11.4666666667		
NCU09544.7	4.0	16.2666666667		
NCU09545.7			10.0	22.6666666667
NCU09559.7	12.0	0.8	0.0	12.0
NCU09560.7	12.0	0.8	0.0	12.0
NCU09568.7	22.0	11.4666666667		
NCU09570.7	10.0	22.6666666667	0.0	12.0
NCU09573.7	2.0	14.1333333333		
NCU09579.7	10.0	22.6666666667	0.0	12.0
NCU09584.7	10.0	22.6666666667		
NCU09595.7	12.0	0.8		
NCU09598.7	4.0	16.2666666667	22.0	11.4666666667
NCU09599.7	6.0	18.4		
NCU09600.7	16.0	5.06666666667	22.0	11.4666666667
NCU09602.7	8.0	20.5333333333	18.0	7.2
NCU09608.7	4.0	16.2666666667		
NCU09610.7			0.0	12.0
NCU09611.7	10.0	22.6666666667		
NCU09615.7	14.0	2.93333333333		
NCU09617.7	22.0	11.4666666667		
NCU09621.7	12.0	0.8		
NCU09627.7	18.0	7.2		
NCU09630.7	10.0	22.6666666667		
NCU09631.7	10.0	22.6666666667		
NCU09642.7	2.0	14.1333333333	20.0	9.33333333333
NCU09643.7	22.0	11.4666666667		
NCU09646.7	10.0	22.6666666667	12.0	0.8
NCU09647.7	22.0	11.4666666667	12.0	0.8
NCU09651.7	22.0	11.4666666667		
NCU09652.7	12.0	0.8		
NCU09656.7	6.0	18.4		
NCU09659.7	20.0	9.33333333333	4.0	16.2666666667
NCU09663.7	22.0	11.4666666667	20.0	9.33333333333
NCU09664.7	20.0	9.33333333333		
NCU09669.7	16.0	5.06666666667		
NCU09670.7	18.0	7.2		
NCU09673.7	10.0	22.6666666667	14.0	2.93333333333
NCU09674.7	12.0	0.8	22.0	11.4666666667
NCU09676.7	10.0	22.6666666667		
NCU09679.7	6.0	18.4		
NCU09686.7	14.0	2.93333333333		
NCU09692.7			18.0	7.2
NCU09693.7	20.0	9.33333333333	0.0	12.0
NCU09694.7	20.0	9.33333333333		
NCU09698.7	2.0	14.1333333333		
NCU09699.7	6.0	18.4		
NCU09705.7	8.0	20.5333333333		
NCU09708.7	0.0	12.0		
NCU09710.7			0.0	12.0
NCU09714.7	14.0	2.93333333333		
NCU09715.7	10.0	22.6666666667		
NCU09717.7	6.0	18.4		
NCU09719.7	0.0	12.0		
NCU09721.7	18.0	7.2		
NCU09723.7	10.0	22.6666666667		
NCU09726.7	4.0	16.2666666667		
NCU09727.7	10.0	22.6666666667		
NCU09730.7	16.0	5.06666666667		
NCU09731.7	20.0	9.33333333333		
NCU09732.7			0.0	12.0
NCU09734.7	12.0	0.8		
NCU09736.7	10.0	22.6666666667		
NCU09737.7	16.0	5.06666666667		
NCU09738.7	12.0	0.8		
NCU09739.7	12.0	0.8	20.0	9.33333333333
NCU09740.7	18.0	7.2		
NCU09741.7	14.0	2.93333333333	0.0	12.0
NCU09742.7	18.0	7.2		
NCU09745.7	10.0	22.6666666667		
NCU09746.7	12.0	0.8		
NCU09747.7	8.0	20.5333333333		
NCU09756.7	18.0	7.2		
NCU09758.7	22.0	11.4666666667		
NCU09759.7	12.0	0.8		
NCU09760.7	8.0	20.5333333333		
NCU09767.7	4.0	16.2666666667		
NCU09768.7	2.0	14.1333333333		
NCU09770.7	10.0	22.6666666667		
NCU09771.7	4.0	16.2666666667		
NCU09775.7	14.0	2.93333333333		
NCU09776.7	12.0	0.8		
NCU09778.7	6.0	18.4		
NCU09782.7	6.0	18.4		
NCU09783.7			16.0	5.06666666667
NCU09787.7	12.0	0.8		
NCU09790.7	4.0	16.2666666667		
NCU09792.7	16.0	5.06666666667		
NCU09794.7	6.0	18.4	2.0	14.1333333333
NCU09799.7	14.0	2.93333333333		
NCU09803.7	6.0	18.4	12.0	0.8
NCU09806.7	22.0	11.4666666667		
NCU09810.7	10.0	22.6666666667	18.0	7.2
NCU09812.7	18.0	7.2		
NCU09813.7	8.0	20.5333333333		
NCU09818.7	10.0	22.6666666667		
NCU09819.7	18.0	7.2		
NCU09820.7	12.0	0.8		
NCU09821.7	10.0	22.6666666667		
NCU09823.7	18.0	7.2		
NCU09824.7	18.0	7.2		
NCU09825.7	22.0	11.4666666667		
NCU09826.7	2.0	14.1333333333		
NCU09829.7	10.0	22.6666666667		
NCU09830.7	8.0	20.5333333333		
NCU09832.7	20.0	9.33333333333		
NCU09834.7	8.0	20.5333333333		
NCU09839.7	0.0	12.0		
NCU09841.7			4.0	16.2666666667
NCU09842.7	2.0	14.1333333333	0.0	12.0
NCU09843.7	2.0	14.1333333333		
NCU09847.7	18.0	7.2		
NCU09848.7			4.0	16.2666666667
NCU09857.7	2.0	14.1333333333		
NCU09858.7	20.0	9.33333333333		
NCU09860.7			2.0	14.1333333333
NCU09861.7	2.0	14.1333333333		
NCU09864.7	6.0	18.4		
NCU09865.7	12.0	0.8		
NCU09866.7			8.0	20.5333333333
NCU09871.7	2.0	14.1333333333	18.0	7.2
NCU09880.7	0.0	12.0		
NCU09883.7	4.0	16.2666666667		
NCU09892.7			8.0	20.5333333333
NCU09894.7	4.0	16.2666666667		
NCU09895.7	6.0	18.4		
NCU09896.7	4.0	16.2666666667	2.0	14.1333333333
NCU09897.7	10.0	22.6666666667		
NCU09899.7	22.0	11.4666666667		
NCU09901.7			10.0	22.6666666667
NCU09903.7	22.0	11.4666666667	6.0	18.4
NCU09910.7	10.0	22.6666666667	16.0	5.06666666667
NCU09912.7	14.0	2.93333333333		
NCU09915.7	4.0	16.2666666667		
NCU09917.7	20.0	9.33333333333		
NCU09922.7	16.0	5.06666666667		
NCU09930.7			12.0	0.8
NCU09931.7	14.0	2.93333333333	10.0	22.6666666667
NCU09937.7	14.0	2.93333333333		
NCU09955.7	4.0	16.2666666667		
NCU09958.7	10.0	22.6666666667		
NCU09959.7	6.0	18.4		
NCU09968.7	10.0	22.6666666667		
NCU09975.7	14.0	2.93333333333	18.0	7.2
NCU09976.7	16.0	5.06666666667		
NCU09978.7	22.0	11.4666666667		
NCU09980.7	10.0	22.6666666667		
NCU09986.7	16.0	5.06666666667		
NCU09993.7	14.0	2.93333333333		
NCU09995.7	0.0	12.0	0.0	12.0
NCU09998.7	16.0	5.06666666667		
NCU09999.7	4.0	16.2666666667	2.0	14.1333333333
NCU10007.7	10.0	22.6666666667	10.0	22.6666666667
NCU10008.7	6.0	18.4		
NCU10011.7	2.0	14.1333333333		
NCU10012.7	2.0	14.1333333333		
NCU10014.7			4.0	16.2666666667
NCU10029.7	8.0	20.5333333333		
NCU10031.7	12.0	0.8		
NCU10038.7	14.0	2.93333333333		
NCU10039.7	20.0	9.33333333333		
NCU10042.7	2.0	14.1333333333		
NCU10043.7	6.0	18.4		
NCU10045.7	14.0	2.93333333333		
NCU10046.7	14.0	2.93333333333		
NCU10048.7	14.0	2.93333333333		
NCU10049.7	14.0	2.93333333333		
NCU10053.7	22.0	11.4666666667		
NCU10055.7	10.0	22.6666666667		
NCU10058.7	10.0	22.6666666667	0.0	12.0
NCU10061.7	4.0	16.2666666667	22.0	11.4666666667
NCU10067.7	20.0	9.33333333333		
NCU10070.7	22.0	11.4666666667		
NCU10073.7			0.0	12.0
NCU10075.7	16.0	5.06666666667		
NCU10077.7	2.0	14.1333333333		
NCU10110.7	14.0	2.93333333333		
NCU10129.7	16.0	5.06666666667		
NCU10143.7	10.0	22.6666666667		
NCU10152.7	12.0	0.8		
NCU10155.7	6.0	18.4		
NCU10165.7	22.0	11.4666666667		
NCU10169.7	22.0	11.4666666667	14.0	2.93333333333
NCU10226.7	12.0	0.8		
NCU10237.7	12.0	0.8		
NCU10245.7	22.0	11.4666666667		
NCU10273.7	0.0	12.0	0.0	12.0
NCU10276.7	2.0	14.1333333333		
NCU10291.7	8.0	20.5333333333		
